run_id,polymer_id,reference_polymer_id,fog_activity_bonus_penalty,fog_abs_bonus_penalty,fog_abs_modulated,fog_solvent_balanced,fog_activity_bonus_penalty_sem,fog_abs_bonus_penalty_sem,fog_abs_modulated_sem,fog_solvent_balanced_sem,log_fog_activity_bonus_penalty,log_fog_abs_bonus_penalty,log_fog_abs_modulated,log_fog_solvent_balanced,stock_solvent_group,solvent_group,solvent_control_polymer_id,solvent_control_abs_activity_at_0,solvent_control_t50_min,abs0_vs_solvent_control,fog_vs_solvent_control,abs_activity_down_penalty,abs_activity_up_bonus,abs_activity_balance_factor,solvent_activity_down_penalty,solvent_activity_up_bonus,solvent_activity_balance_factor,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_objective_fog_activity_bonus_penalty,rank_objective_solvent_balanced,rank_objective_abs_bonus_penalty,rank_objective_abs_modulated
260209-2,GOx,GOX,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,PBS,PBS,GOx,14.797142857142854,22.44963412199322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.797142857142854,14.797142857142854,14.797142857142854,1.0,22.44963412199322,True,1,1,1,1
260209-2,PMPC,GOX,0.6643466644842128,0.6643466644842128,0.6643466644842128,0.6643466644842128,,,,,-0.40895118067810926,-0.40895118067810926,-0.40895118067810926,-0.40895118067810926,ETOH,ETOH,GOx,14.797142857142854,22.44963412199322,1.0357855441848491,0.6643466644842128,1.0,1.0,1.0,1.0,1.0,1.0,0.6643466644842128,15.326666666666664,14.797142857142854,14.797142857142854,1.0357855441848491,14.914339547837164,True,2,2,2,2
260209-2,PMBTA-11,GOX,0.5902986200813676,0.5902986200813676,0.5902986200813676,0.5902986200813676,,,,,-0.5271267343947265,-0.5271267343947265,-0.5271267343947265,-0.5271267343947265,DMSO,PBS,GOx,14.797142857142854,22.44963412199322,1.8075561562721247,0.5342068960012376,1.0,1.105,1.105,1.0,1.105,1.105,0.5342068960012376,26.746666666666663,14.797142857142854,14.797142857142854,1.8075561562721247,11.992749360673468,True,3,3,3,3
260209-2,PMBTA-3,GOX,0.5837594304017433,0.5837594304017433,0.5837594304017433,0.5837594304017433,,,,,-0.5382663152657183,-0.5382663152657183,-0.5382663152657183,-0.5382663152657183,DMSO,PBS,GOx,14.797142857142854,22.44963412199322,1.5514578103881056,0.5282890772866455,1.0,1.105,1.105,1.0,1.105,1.105,0.5282890772866455,22.95714285714285,14.797142857142854,14.797142857142854,1.5514578103881056,11.859896495730592,True,4,4,4,4
260209-2,GOx with DMSO,GOX,0.5616466605396262,0.5616466605396262,0.5616466605396262,0.5616466605396262,,,,,-0.5768823447154467,-0.5768823447154467,-0.5768823447154467,-0.5768823447154467,DMSO,PBS,GOx,14.797142857142854,22.44963412199322,1.691768037587694,0.5082775208503405,1.0,1.105,1.105,1.0,1.105,1.105,0.5082775208503405,25.033333333333328,14.797142857142854,14.797142857142854,1.691768037587694,11.410644375523924,True,5,5,5,5
260209-2,PMBTA-1,GOX,0.5252361697316503,0.5252361697316503,0.5252361697316503,0.5252361697316503,,,,,-0.6439072704334844,-0.6439072704334844,-0.6439072704334844,-0.6439072704334844,ETOH,ETOH,GOx,14.797142857142854,22.44963412199322,1.825802922057025,0.47532685043588263,1.0,1.105,1.105,1.0,1.105,1.105,0.47532685043588263,27.01666666666666,14.797142857142854,14.797142857142854,1.825802922057025,10.670913880644958,True,6,6,6,6
260209-2,PMBTA-9,GOX,0.5201442721461739,0.5201442721461739,0.5201442721461739,0.5201442721461739,,,,,-0.6536490594528589,-0.6536490594528589,-0.6536490594528589,-0.6536490594528589,DMSO,PBS,GOx,14.797142857142854,22.44963412199322,1.775793267683594,0.47071879832232927,1.0,1.105,1.105,1.0,1.105,1.105,0.47071879832232927,26.27666666666666,14.797142857142854,14.797142857142854,1.775793267683594,10.567464796680609,True,7,7,7,7
260209-2,PMBTA-4,GOX,0.5125411237474167,0.5125411237474167,0.5125411237474167,0.5125411237474167,,,,,-0.6683743297303735,-0.6683743297303735,-0.6683743297303735,-0.6683743297303735,DMSO,PBS,GOx,14.797142857142854,22.44963412199322,1.9003668661903848,0.4638381210383861,1.0,1.105,1.105,1.0,1.105,1.105,0.4638381210383861,28.12,14.797142857142854,14.797142857142854,1.9003668661903848,10.412996109144574,True,8,8,8,8
260209-2,PMTAC,GOX,0.5122859627770527,0.5122859627770527,0.5122859627770527,0.5122859627770527,,,,,-0.6688722888085274,-0.6688722888085274,-0.6688722888085274,-0.6688722888085274,PBS,PBS,GOx,14.797142857142854,22.44963412199322,1.0305963184655982,0.5122859627770527,1.0,1.0,1.0,1.0,1.0,1.0,0.5122859627770527,15.249880952380948,14.797142857142854,14.797142857142854,1.0305963184655982,11.500632430177872,True,9,9,9,9
260209-2,PMBTA-6,GOX,0.49429291995889435,0.49429291995889435,0.49429291995889435,0.49429291995889435,,,,,-0.7046269821404174,-0.7046269821404174,-0.7046269821404174,-0.7046269821404174,DMSO,PBS,GOx,14.797142857142854,22.44963412199322,1.7191220956426594,0.4473239094650628,1.0,1.105,1.105,1.0,1.105,1.105,0.4473239094650628,25.43809523809523,14.797142857142854,14.797142857142854,1.7191220956426594,10.04225810151028,True,10,10,10,10
