polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,fog_vs_solvent_control_sem,profile_id,profile_label,penalty_exponent,bonus_coef,bonus_deadband,bonus_max_delta,score,rank,rank_default,rank_delta_vs_default
PMPC,1.0357855441848491,0.6643466644842128,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.6643466644842128,1,1,0.0
PMBTA-11,1.8075561562721247,0.5342068960012376,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.5902986200813676,2,2,0.0
PMBTA-3,1.5514578103881056,0.5282890772866455,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.5837594304017433,3,3,0.0
PMBTA-1,1.825802922057025,0.47532685043588263,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.5252361697316503,4,4,0.0
PMBTA-9,1.775793267683594,0.47071879832232927,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.5201442721461739,5,5,0.0
PMBTA-4,1.9003668661903848,0.4638381210383861,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.5125411237474167,6,6,0.0
PMTAC,1.0305963184655982,0.5122859627770527,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.5122859627770527,7,7,0.0
PMBTA-6,1.7191220956426594,0.4473239094650628,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.49429291995889435,8,8,0.0
PMBTA-10,0.8012837391095745,0.758335533250903,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.4868935989785397,9,9,0.0
PMBTA-5,1.8825706378322713,0.4398335031494099,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.48601602098009794,10,10,0.0
PMBTA-8,1.7643045633005088,0.40267337079793686,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.4449540747317202,11,11,0.0
PMBTA-7,1.8839222501126338,0.39487741546287985,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.43633954408648223,12,12,0.0
PMBTA-2,2.132393640986033,0.35841866423730073,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.3960526239822173,13,13,0.0
PMPC,1.0357855441848491,0.6643466644842128,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.6643466644842128,1,1,0.0
PMBTA-11,1.8075561562721247,0.5342068960012376,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.5342068960012376,2,2,0.0
PMBTA-3,1.5514578103881056,0.5282890772866455,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.5282890772866455,3,3,0.0
PMTAC,1.0305963184655982,0.5122859627770527,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.5122859627770527,4,7,-3.0
PMBTA-10,0.8012837391095745,0.758335533250903,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.4868935989785397,5,9,-4.0
PMBTA-1,1.825802922057025,0.47532685043588263,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.47532685043588263,6,4,2.0
PMBTA-9,1.775793267683594,0.47071879832232927,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.47071879832232927,7,5,2.0
PMBTA-4,1.9003668661903848,0.4638381210383861,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.4638381210383861,8,6,2.0
PMBTA-6,1.7191220956426594,0.4473239094650628,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.4473239094650628,9,8,1.0
PMBTA-5,1.8825706378322713,0.4398335031494099,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.4398335031494099,10,10,0.0
PMBTA-8,1.7643045633005088,0.40267337079793686,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.40267337079793686,11,11,0.0
PMBTA-7,1.8839222501126338,0.39487741546287985,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.39487741546287985,12,12,0.0
PMBTA-2,2.132393640986033,0.35841866423730073,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.35841866423730073,13,13,0.0
PMPC,1.0357855441848491,0.6643466644842128,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.6643466644842128,1,1,0.0
PMBTA-11,1.8075561562721247,0.5342068960012376,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.5902986200813676,2,2,0.0
PMBTA-3,1.5514578103881056,0.5282890772866455,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.5837594304017433,3,3,0.0
PMBTA-10,0.8012837391095745,0.758335533250903,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.5439273544865045,4,9,-5.0
PMBTA-1,1.825802922057025,0.47532685043588263,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.5252361697316503,5,4,1.0
PMBTA-9,1.775793267683594,0.47071879832232927,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.5201442721461739,6,5,1.0
PMBTA-4,1.9003668661903848,0.4638381210383861,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.5125411237474167,7,6,1.0
PMTAC,1.0305963184655982,0.5122859627770527,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.5122859627770527,8,7,1.0
PMBTA-6,1.7191220956426594,0.4473239094650628,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.49429291995889435,9,8,1.0
PMBTA-5,1.8825706378322713,0.4398335031494099,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.48601602098009794,10,10,0.0
PMBTA-8,1.7643045633005088,0.40267337079793686,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.4449540747317202,11,11,0.0
PMBTA-7,1.8839222501126338,0.39487741546287985,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.43633954408648223,12,12,0.0
PMBTA-2,2.132393640986033,0.35841866423730073,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.3960526239822173,13,13,0.0
PMPC,1.0357855441848491,0.6643466644842128,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.6643466644842128,1,1,0.0
PMBTA-11,1.8075561562721247,0.5342068960012376,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.5902986200813676,2,2,0.0
PMBTA-3,1.5514578103881056,0.5282890772866455,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.5837594304017433,3,3,0.0
PMBTA-1,1.825802922057025,0.47532685043588263,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.5252361697316503,4,4,0.0
PMBTA-9,1.775793267683594,0.47071879832232927,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.5201442721461739,5,5,0.0
PMBTA-4,1.9003668661903848,0.4638381210383861,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.5125411237474167,6,6,0.0
PMTAC,1.0305963184655982,0.5122859627770527,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.5122859627770527,7,7,0.0
PMBTA-6,1.7191220956426594,0.4473239094650628,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.49429291995889435,8,8,0.0
PMBTA-5,1.8825706378322713,0.4398335031494099,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.48601602098009794,9,10,-1.0
PMBTA-8,1.7643045633005088,0.40267337079793686,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.4449540747317202,10,11,-1.0
PMBTA-7,1.8839222501126338,0.39487741546287985,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.43633954408648223,11,12,-1.0
PMBTA-10,0.8012837391095745,0.758335533250903,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.4358401444069253,12,9,3.0
PMBTA-2,2.132393640986033,0.35841866423730073,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.3960526239822173,13,13,0.0
