run_id,polymer_id,reference_polymer_id,t50_min,t50_sem_min,t50_activity_adjusted_min,t50_activity_adjusted_sem_min,t50_censored,t50_definition,t50_target_rea_percent,rea_at_20_percent,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,activity_weight,use_for_bo,rank_t50
260211-1,PMBTA-11,GOX,16.55982385521643,,14.179628844640215,,0,rea50,50.0,28.313364428184205,27.463333333333328,32.07333333333333,32.07333333333333,0.8562668883807939,0.8562668883807939,True,1
260211-1,PMPC,GOX,14.156198806913505,,12.534900627198404,,0,rea50,50.0,22.68276324614352,28.399999999999995,32.07333333333333,32.07333333333333,0.8854707960922884,0.8854707960922884,True,2
260211-1,GOx with DMSO,GOX,12.374042700006386,,11.989524017060852,,0,rea50,50.0,25.03486002359756,31.076666666666657,32.07333333333333,32.07333333333333,0.9689253793390146,0.9689253793390146,True,3
260211-1,GOx,GOX,11.661139483000616,,11.661139483000616,,0,rea50,50.0,28.146806425750498,32.07333333333333,32.07333333333333,32.07333333333333,1.0,1.0,True,4
260211-1,PMBTA-4,GOX,11.3821559344823,,11.3821559344823,,0,rea50,50.0,20.65239464822924,33.61,32.07333333333333,32.07333333333333,1.047911037206402,1.0,True,5
260211-1,PMBTA-9,GOX,11.25131797382026,,11.25131797382026,,0,rea50,50.0,17.287116479117287,33.00333333333333,32.07333333333333,32.07333333333333,1.0289960507171065,1.0,True,6
260211-1,PMBTA-5,GOX,11.506466125899916,,10.934849953775602,,0,rea50,50.0,16.21814318664713,30.48,32.07333333333333,32.07333333333333,0.9503221783413013,0.9503221783413013,True,7
260211-1,PMBTA-6,GOX,10.69998626803952,,10.69998626803952,,0,rea50,50.0,18.0361921342674,34.463333333333324,32.07333333333333,32.07333333333333,1.074516732488048,1.0,True,8
260211-1,PMBTA-3,GOX,13.068616911501136,,10.497541063083796,,0,rea50,50.0,22.281910094046204,25.76333333333333,32.07333333333333,32.07333333333333,0.8032633548118894,0.8032633548118894,True,9
260211-1,PMBTA-2,GOX,10.44828157627965,,10.35706814327118,,0,rea50,50.0,15.168580633038594,31.79333333333333,32.07333333333333,32.07333333333333,0.9912700062357098,0.9912700062357098,True,10
260211-1,GOx with EtOH,GOX,11.10645537344777,,9.734019763488364,,0,rea50,50.0,14.650237702532262,28.11,32.07333333333333,32.07333333333333,0.8764290168364166,0.8764290168364166,True,11
260211-1,PMBTA-1,GOX,9.9284681181768,,9.66121876849817,,0,rea50,50.0,12.824727339306005,31.21,32.07333333333333,32.07333333333333,0.9730825192267721,0.9730825192267721,True,12
260211-1,PMBTA-7,GOX,9.50202634709529,,9.50202634709529,,0,rea50,50.0,15.875526725066136,32.56666666666666,32.07333333333333,32.07333333333333,1.0153814175847018,1.0,True,13
260211-1,PMBTA-8,GOX,9.168712304684457,,9.168712304684457,,0,rea50,50.0,13.3414193439124,34.76333333333332,32.07333333333333,32.07333333333333,1.0838702972355017,1.0,True,14
260211-1,PMBTA-10,GOX,11.333264882614197,,8.49935973736687,,0,rea50,50.0,38.71951219512194,24.053333333333327,32.07333333333333,32.07333333333333,0.7499480357514029,0.7499480357514029,True,15
260211-1,PMTAC,GOX,18.931999387264057,,7.84855145243283,,0,rea50,50.0,31.38672110278725,13.296493506493508,32.07333333333333,32.07333333333333,0.41456537642361807,0.41456537642361807,True,16
