run_id,polymer_id,native_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,fog_native_constrained,t50_min
260211-1,PMBTA-11,0.8562668883807939,0.8562668883807939,0.7,1,1.4200862513785226,1.4200862513785226,16.55982385521643
260211-1,PMPC,0.8854707960922884,0.8854707960922884,0.7,1,1.213963594857101,1.213963594857101,14.156198806913505
260211-1,PMBTA-3,0.8032633548118894,0.8032633548118894,0.7,1,1.1206981042077675,1.1206981042077675,13.068616911501136
260211-1,GOx with DMSO,0.9689253793390146,0.9689253793390146,0.7,1,1.0611349532389203,1.0611349532389203,12.374042700006386
260211-1,PMBTA-5,0.9503221783413013,0.9503221783413013,0.7,1,0.9867359997428914,0.9867359997428914,11.506466125899916
260211-1,PMBTA-4,1.047911037206402,1.047911037206402,0.7,1,0.9760757901125346,0.9760757901125346,11.3821559344823
260211-1,PMBTA-10,0.7499480357514029,0.7499480357514029,0.7,1,0.9718831422208448,0.9718831422208448,11.333264882614197
260211-1,PMBTA-9,1.0289960507171065,1.0289960507171065,0.7,1,0.9648557921995714,0.9648557921995714,11.25131797382026
260211-1,GOx with EtOH,0.8764290168364166,0.8764290168364166,0.7,1,0.9524331125306018,0.9524331125306018,11.10645537344777
260211-1,PMBTA-6,1.074516732488048,1.074516732488048,0.7,1,0.9175763898234606,0.9175763898234606,10.69998626803952
260211-1,PMBTA-2,0.9912700062357098,0.9912700062357098,0.7,1,0.8959914759197377,0.8959914759197377,10.44828157627965
260211-1,PMBTA-1,0.9730825192267721,0.9730825192267721,0.7,1,0.8514149181261685,0.8514149181261685,9.9284681181768
260211-1,PMBTA-7,1.0153814175847018,1.0153814175847018,0.7,1,0.8148454412149997,0.8148454412149997,9.50202634709529
260211-1,PMBTA-8,1.0838702972355017,1.0838702972355017,0.7,1,0.7862621245591332,0.7862621245591332,9.168712304684457
260211-1,PMTAC,0.41456537642361807,0.41456537642361807,0.7,0,1.6235119573745567,,18.931999387264057
