plate	row	polymer_id	sample_name	use_for_bo	include_in_all_polymers	all_polymers_pair
plate2	A	PMBTA-5		True	True	False
plate2	B	PMBTA-11		True	True	False
plate2	C			True	True	False
plate2	D			True	True	False
plate2	E			True	True	False
plate2	F			True	True	False
plate2	G			True	True	False
plate2	H			True	True	False
