run_id,polymer_id,reference_polymer_id,fog_native_constrained,fog_native_constrained_sem,fog,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog_constraint_reason,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_fog_native_constrained
260211-1,PMBTA-11,GOX,1.4200862513785226,,1.4200862513785226,0.8562668883807939,0.7,1,,27.463333333333328,32.07333333333333,32.07333333333333,0.8562668883807939,16.55982385521643,True,1
260211-1,PMPC,GOX,1.213963594857101,,1.213963594857101,0.8854707960922884,0.7,1,,28.399999999999995,32.07333333333333,32.07333333333333,0.8854707960922884,14.156198806913505,True,2
260211-1,PMBTA-3,GOX,1.1206981042077675,,1.1206981042077675,0.8032633548118894,0.7,1,,25.76333333333333,32.07333333333333,32.07333333333333,0.8032633548118894,13.068616911501136,True,3
260211-1,GOx with DMSO,GOX,1.0611349532389203,,1.0611349532389203,0.9689253793390146,0.7,1,,31.076666666666657,32.07333333333333,32.07333333333333,0.9689253793390146,12.374042700006386,True,4
260211-1,GOx,GOX,1.0,,1.0,1.0,0.7,1,,32.07333333333333,32.07333333333333,32.07333333333333,1.0,11.661139483000616,True,5
260211-1,PMBTA-5,GOX,0.9867359997428914,,0.9867359997428914,0.9503221783413013,0.7,1,,30.48,32.07333333333333,32.07333333333333,0.9503221783413013,11.506466125899916,True,6
260211-1,PMBTA-4,GOX,0.9760757901125346,,0.9760757901125346,1.047911037206402,0.7,1,,33.61,32.07333333333333,32.07333333333333,1.047911037206402,11.3821559344823,True,7
260211-1,PMBTA-10,GOX,0.9718831422208448,,0.9718831422208448,0.7499480357514029,0.7,1,,24.053333333333327,32.07333333333333,32.07333333333333,0.7499480357514029,11.333264882614197,True,8
260211-1,PMBTA-9,GOX,0.9648557921995714,,0.9648557921995714,1.0289960507171065,0.7,1,,33.00333333333333,32.07333333333333,32.07333333333333,1.0289960507171065,11.25131797382026,True,9
260211-1,GOx with EtOH,GOX,0.9524331125306018,,0.9524331125306018,0.8764290168364166,0.7,1,,28.11,32.07333333333333,32.07333333333333,0.8764290168364166,11.10645537344777,True,10
260211-1,PMBTA-6,GOX,0.9175763898234606,,0.9175763898234606,1.074516732488048,0.7,1,,34.463333333333324,32.07333333333333,32.07333333333333,1.074516732488048,10.69998626803952,True,11
260211-1,PMBTA-2,GOX,0.8959914759197377,,0.8959914759197377,0.9912700062357098,0.7,1,,31.79333333333333,32.07333333333333,32.07333333333333,0.9912700062357098,10.44828157627965,True,12
260211-1,PMBTA-1,GOX,0.8514149181261685,,0.8514149181261685,0.9730825192267721,0.7,1,,31.21,32.07333333333333,32.07333333333333,0.9730825192267721,9.9284681181768,True,13
260211-1,PMBTA-7,GOX,0.8148454412149997,,0.8148454412149997,1.0153814175847018,0.7,1,,32.56666666666666,32.07333333333333,32.07333333333333,1.0153814175847018,9.50202634709529,True,14
260211-1,PMBTA-8,GOX,0.7862621245591332,,0.7862621245591332,1.0838702972355017,0.7,1,,34.76333333333332,32.07333333333333,32.07333333333333,1.0838702972355017,9.168712304684457,True,15
