run_id,bo_run_id,frac_MPC,frac_BMA,frac_MTAC,y,x,pred_log_fog_mean,pred_log_fog_std,pred_fog_median,pred_fog_mean,ei,ucb,constraint_sum_ok,constraint_bounds_ok,min_dist_to_train,selected,selection_reason,selection_order,policy_exploration_ratio,policy_n_total,policy_n_unique,policy_n_exploit,policy_n_explore,policy_n_anchor,policy_n_replicate
bo_r1_7pt,bo_r1_7pt,0.02,0.48,0.5,0.98,0.4897959183673469,0.7623974489696352,0.0006046515334840091,2.1434087786832188,2.143409170502106,0.0,0.7636067520366032,True,True,0.34525353003264136,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.5,0.48,0.98,0.5102040816326531,0.7623974491113452,0.0006046515334839778,2.143408778986961,2.1434091708058483,0.0,0.7636067521783132,True,True,0.34525353003264136,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.52,0.45999999999999996,0.98,0.5306122448979592,0.7623974494182153,0.0006046515334838178,2.143408779644709,2.1434091714635963,0.0,0.763606752485183,True,True,0.32249030993194194,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.54,0.43999999999999995,0.98,0.5510204081632654,0.762397450008554,0.0006046515334831568,2.1434087809100464,2.143409172728934,0.0,0.7636067530755203,True,True,0.3006659275674581,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.56,0.41999999999999993,0.98,0.5714285714285715,0.762397450980609,0.000604651533481055,2.1434087829935575,2.1434091748124455,0.0,0.7636067540475711,True,True,0.2799999999999999,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.58,0.4,0.98,0.5918367346938775,0.7623974522782383,0.0006046515334762838,2.143408785774908,2.143409177593796,0.0,0.7636067553451908,True,True,0.260768096208106,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.6,0.38,0.98,0.6122448979591837,0.762397453554084,0.0006046515334694015,2.1434087885095665,2.143409180328455,0.0,0.7636067566210227,True,True,0.2433105012119288,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.62,0.36,0.98,0.6326530612244898,0.7623974542493985,0.0006046515334647361,2.14340878999991,2.143409181818799,0.0,0.763606757316328,True,True,0.22803508501982755,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.64,0.33999999999999997,0.98,0.653061224489796,0.7623974539869032,0.0006046515334665733,2.143408789437275,2.1434091812561635,0.0,0.7636067570538363,True,True,0.21540659228538012,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.66,0.31999999999999995,0.98,0.6734693877551021,0.7623974529145158,0.0006046515334731232,2.1434087871387106,2.1434091789575986,0.0,0.763606755981462,True,True,0.20591260281973994,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.68,0.29999999999999993,0.98,0.6938775510204083,0.7623974515650085,0.0006046515334791845,2.143408784246165,2.1434091760650524,0.0,0.7636067546319668,True,True,0.19999999999999993,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.7000000000000001,0.2799999999999999,0.98,0.7142857142857144,0.7623974504167879,0.0006046515334824279,2.1434087817850584,2.143409173603946,0.0,0.7636067534837527,True,True,0.19798989873223324,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.72,0.26,0.98,0.7346938775510204,0.7623974496534484,0.0006046515334836103,2.14340878014891,2.143409171967797,0.0,0.7636067527204156,True,True,0.19999999999999993,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.74,0.24,0.98,0.7551020408163265,0.7623974492288693,0.0006046515334839315,2.1434087792388636,2.1434091710577503,0.0,0.7636067522958372,True,True,0.20591260281973994,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.76,0.21999999999999997,0.98,0.7755102040816326,0.7623974490225218,0.0006046515334840006,2.1434087787965765,2.143409170615463,0.0,0.7636067520894898,True,True,0.21540659228538012,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.78,0.19999999999999996,0.98,0.7959183673469388,0.7623974489321733,0.000604651533484013,2.1434087786029226,2.1434091704218097,0.0,0.7636067519991413,True,True,0.22803508501982755,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.8,0.17999999999999994,0.98,0.8163265306122449,0.7623974488957269,0.0006046515334840149,2.1434087785248033,2.14340917034369,0.0,0.7636067519626949,True,True,0.2433105012119288,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.8200000000000001,0.15999999999999992,0.98,0.8367346938775511,0.762397448881953,0.0006046515334840151,2.14340877849528,2.143409170314167,0.0,0.763606751948921,True,True,0.260768096208106,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.84,0.14,0.98,0.8571428571428571,0.7623974488770143,0.0006046515334840153,2.1434087784846945,2.143409170303581,0.0,0.7636067519439823,True,True,0.2799999999999999,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.86,0.12,0.98,0.8775510204081632,0.7623974488753179,0.0006046515334840153,2.1434087784810583,2.1434091702999454,0.0,0.7636067519422859,True,True,0.3006659275674581,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.88,0.09999999999999998,0.98,0.8979591836734694,0.7623974488747556,0.0006046515334840153,2.143408778479853,2.1434091702987397,0.0,0.7636067519417236,True,True,0.32249030993194194,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.9,0.07999999999999996,0.98,0.9183673469387755,0.7623974488745745,0.0006046515334840153,2.143408778479465,2.1434091702983515,0.0,0.7636067519415425,True,True,0.34525353003264136,1,explore_std,5.0,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.92,0.05999999999999994,0.98,0.9387755102040817,0.7623974488745178,0.0006046515334840153,2.143408778479343,2.1434091702982303,0.0,0.7636067519414858,True,True,0.3687817782917155,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.9400000000000001,0.039999999999999925,0.98,0.9591836734693878,0.7623974488745002,0.0006046515334840153,2.1434087784793054,2.1434091702981926,0.0,0.7636067519414682,True,True,0.39293765408777004,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.02,0.96,0.020000000000000018,0.98,0.9795918367346939,0.762397448874495,0.0006046515334840153,2.1434087784792943,2.1434091702981815,0.0,0.763606751941463,True,True,0.4176122603564219,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.02,0.94,0.96,0.020833333333333336,0.7623970667801837,0.0006046514611279599,2.14340795949515,2.143408351313793,0.0,0.7636063697024397,True,True,0.06324555320336764,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.04,0.9199999999999999,0.96,0.04166666666666667,0.7623972654978143,0.0006046515168054369,2.143408385428143,2.1434087772469366,0.0,0.7636065685314252,True,True,0.08944271909999166,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.06,0.8999999999999999,0.96,0.0625,0.7623973742245397,0.0006046515307056899,2.1434086184739307,2.1434090102927845,0.0,0.7636066772859511,True,True,0.11661903789690609,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.08,0.88,0.96,0.08333333333333334,0.7623974218238518,0.0006046515331058314,2.143408720498709,2.1434091123175847,0.0,0.7636067248900635,True,True,0.14422205101855956,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.1,0.86,0.96,0.10416666666666667,0.7623974406756928,0.0006046515334385391,2.14340876090591,2.1434091527247934,0.0,0.7636067437425699,True,True,0.17204650534085256,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.12,0.84,0.96,0.125,0.762397448507329,0.0006046515334765879,2.143408777692308,2.143409169511194,0.0,0.7636067515742823,True,True,0.2,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.14,0.82,0.96,0.14583333333333334,0.7623974529836237,0.0006046515334746473,2.143408787286837,2.1434091791057255,0.0,0.763606756050573,True,True,0.22803508501982764,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.16,0.7999999999999999,0.96,0.16666666666666669,0.7623974567013246,0.0006046515334613583,2.14340879525539,2.1434091870742797,0.0,0.7636067597682473,True,True,0.24083189157584578,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.18,0.78,0.96,0.1875,0.7623974596881279,0.0006046515334433329,2.1434088016573303,2.143409193476221,0.0,0.7636067627550146,True,True,0.22360679774997894,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.2,0.76,0.96,0.20833333333333334,0.7623974609098505,0.0006046515334342402,2.1434088042759813,2.1434091960948725,0.0,0.763606763976719,True,True,0.20880613017821095,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.22,0.74,0.96,0.22916666666666669,0.7623974597895726,0.0006046515334431937,2.143408801874768,2.1434091936936586,0.0,0.763606762856459,True,True,0.19697715603592203,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.24,0.72,0.96,0.25,0.7623974570277114,0.0006046515334612499,2.1434087959549704,2.14340918777386,0.0,0.7636067600946339,True,True,0.18867962264113197,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.26,0.7,0.96,0.27083333333333337,0.762397453990779,0.0006046515334750441,2.143408789445582,2.143409181264471,0.0,0.7636067570577291,True,True,0.1843908891458577,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.28,0.6799999999999999,0.96,0.2916666666666667,0.7623974516397474,0.0006046515334813872,2.1434087844063607,2.1434091762252487,0.0,0.7636067547067101,True,True,0.1843908891458577,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.3,0.6599999999999999,0.96,0.3125,0.7623974501933972,0.0006046515334834123,2.143408781306241,2.1434091731251286,0.0,0.7636067532603641,True,True,0.18867962264113197,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.32,0.6399999999999999,0.96,0.33333333333333337,0.7623974494400163,0.0006046515334839017,2.1434087796914376,2.1434091715103247,0.0,0.7636067525069841,True,True,0.19697715603592203,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.34,0.6199999999999999,0.96,0.3541666666666667,0.7623974490940988,0.0006046515334839969,2.143408778949995,2.1434091707688823,0.0,0.7636067521610668,True,True,0.20880613017821098,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.36,0.6,0.96,0.375,0.7623974489507099,0.0006046515334840125,2.1434087786426543,2.143409170461541,0.0,0.7636067520176779,True,True,0.22360679774997894,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.38,0.58,0.96,0.39583333333333337,0.7623974488970409,0.0006046515334840148,2.1434087785276192,2.1434091703465064,0.0,0.7636067519640088,True,True,0.2408318915758459,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.4,0.5599999999999999,0.96,0.4166666666666667,0.762397448880513,0.0006046515334840151,2.1434087784921934,2.1434091703110805,0.0,0.763606751947481,True,True,0.26,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.42,0.54,0.96,0.4375,0.762397448880624,0.0006046515334840151,2.1434087784924314,2.143409170311318,0.0,0.763606751947592,True,True,0.280713376952364,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.44,0.52,0.96,0.45833333333333337,0.7623974488944917,0.0006046515334840149,2.1434087785221556,2.1434091703410423,0.0,0.7636067519614597,True,True,0.3026549190084311,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.46,0.49999999999999994,0.96,0.4791666666666667,0.7623974489345839,0.0006046515334840128,2.1434087786080895,2.1434091704269767,0.0,0.7636067520015519,True,True,0.32557641192199416,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.48,0.48,0.96,0.5,0.7623974490374318,0.0006046515334839973,2.1434087788285345,2.1434091706474216,0.0,0.7636067521043998,True,True,0.3492849839314596,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.5,0.45999999999999996,0.96,0.5208333333333334,0.7623974492831493,0.0006046515334839035,2.143408779355208,2.143409171174095,0.0,0.7636067523501171,True,True,0.3255764119219941,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.52,0.43999999999999995,0.96,0.5416666666666667,0.7623974498180971,0.0006046515334834208,2.1434087805018196,2.1434091723207067,0.0,0.763606752885064,True,True,0.30265491900843106,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.54,0.41999999999999993,0.96,0.5625000000000001,0.7623974508469525,0.0006046515334814188,2.1434087827070774,2.143409174525965,0.0,0.7636067539139154,True,True,0.2807133769523639,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.56,0.3999999999999999,0.96,0.5833333333333334,0.7623974525232977,0.0006046515334751303,2.1434087863001703,2.1434091781190583,0.0,0.7636067555902479,True,True,0.2599999999999999,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.58,0.38,0.96,0.6041666666666666,0.7623974546953851,0.000604651533461404,2.1434087909558412,2.1434091827747306,0.0,0.7636067577623079,True,True,0.2408318915758459,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.6,0.36,0.96,0.625,0.762397456681925,0.0006046515334433369,2.1434087952138086,2.1434091870326983,0.0,0.7636067597488118,True,True,0.22360679774997894,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.62,0.33999999999999997,0.96,0.6458333333333334,0.7623974575108751,0.0006046515334342405,2.1434087969905873,2.1434091888094775,0.0,0.7636067605777436,True,True,0.20880613017821092,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.64,0.31999999999999995,0.96,0.6666666666666667,0.7623974566956749,0.0006046515334431937,2.14340879524328,2.14340918706217,0.0,0.7636067597625613,True,True,0.19697715603592203,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.66,0.29999999999999993,0.96,0.6875000000000001,0.7623974547151846,0.0006046515334612499,2.1434087909982797,2.1434091828171686,0.0,0.7636067577821071,True,True,0.18867962264113197,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.68,0.2799999999999999,0.96,0.7083333333333334,0.7623974525409665,0.0006046515334750441,2.1434087863380418,2.1434091781569298,0.0,0.7636067556079166,True,True,0.1843908891458577,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.7000000000000001,0.2599999999999999,0.96,0.7291666666666667,0.7623974508589384,0.0006046515334813872,2.143408782732768,2.1434091745516555,0.0,0.7636067539259012,True,True,0.1843908891458577,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.72,0.24,0.96,0.75,0.7623974498249104,0.0006046515334834124,2.143408780516423,2.1434091723353106,0.0,0.7636067528918773,True,True,0.18867962264113197,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.74,0.21999999999999997,0.96,0.7708333333333334,0.7623974492867552,0.0006046515334839019,2.143408779362937,2.1434091711818235,0.0,0.763606752353723,True,True,0.19697715603592203,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.76,0.19999999999999996,0.96,0.7916666666666667,0.7623974490396183,0.000604651533483997,2.143408778833221,2.143409170652108,0.0,0.7636067521065862,True,True,0.20880613017821092,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.78,0.17999999999999994,0.96,0.8125000000000001,0.7623974489365153,0.0006046515334840126,2.1434087786122293,2.143409170431116,0.0,0.7636067520034833,True,True,0.22360679774997894,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.8,0.15999999999999992,0.96,0.8333333333333334,0.762397448896606,0.0006046515334840149,2.1434087785266875,2.143409170345574,0.0,0.763606751963574,True,True,0.2408318915758459,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.8200000000000001,0.1399999999999999,0.96,0.8541666666666667,0.7623974488820479,0.0006046515334840151,2.143408778495483,2.1434091703143703,0.0,0.7636067519490158,True,True,0.26,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.84,0.12,0.96,0.875,0.7623974488769847,0.0006046515334840153,2.143408778484631,2.1434091703035176,0.0,0.7636067519439527,True,True,0.2807133769523639,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.86,0.09999999999999998,0.96,0.8958333333333334,0.7623974488752909,0.0006046515334840153,2.1434087784810005,2.143409170299887,0.0,0.7636067519422589,True,True,0.30265491900843106,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.88,0.07999999999999996,0.96,0.9166666666666667,0.7623974488747421,0.0006046515334840153,2.143408778479824,2.1434091702987113,0.0,0.7636067519417101,True,True,0.3255764119219941,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.9,0.05999999999999994,0.96,0.9375000000000001,0.7623974488745691,0.0006046515334840153,2.1434087784794533,2.14340917029834,0.0,0.763606751941537,True,True,0.3492849839314596,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.92,0.039999999999999925,0.96,0.9583333333333334,0.7623974488745157,0.0006046515334840153,2.1434087784793387,2.1434091702982254,0.0,0.7636067519414836,True,True,0.3736308338453881,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.04,0.9400000000000001,0.019999999999999907,0.96,0.9791666666666667,0.7623974488744996,0.0006046515334840153,2.143408778479304,2.1434091702981912,0.0,0.7636067519414675,True,True,0.3984971769034255,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.06,0.02,0.9199999999999999,0.94,0.021276595744680854,0.762397172293082,0.000604651495563863,2.1434081856523477,2.143408577471077,0.0,0.7636064752842098,True,True,0.08246211251235329,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.06,0.04,0.8999999999999999,0.94,0.04255319148936171,0.7623973178596387,0.0006046515249596611,2.1434084976609196,2.143408889479744,0.0,0.763606620909558,True,True,0.10770329614269017,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.06,0.06,0.8799999999999999,0.94,0.06382978723404255,0.7623973959189875,0.0006046515320739432,2.1434086649739976,2.143409056792862,0.0,0.7636066989831354,True,True,0.13416407864998747,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.06,0.08,0.86,0.94,0.08510638297872342,0.7623974301864436,0.0006046515332920566,2.1434087384231613,2.1434091302420404,0.0,0.7636067332530276,True,True,0.161245154965971,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.06,0.1,0.84,0.94,0.10638297872340427,0.7623974443657789,0.0006046515334594884,2.1434087688152728,2.1434091606341577,0.0,0.763606747432698,True,True,0.1886796226411321,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.06,0.12,0.82,0.94,0.1276595744680851,0.7623974514034181,0.00060465153347383,2.1434087838998104,2.143409175718698,0.0,0.7636067544703657,True,True,0.2163330765278394,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.06,0.14,0.7999999999999999,0.94,0.14893617021276598,0.7623974569253,0.0006046515334575496,2.1434087957354606,2.1434091875543504,0.0,0.7636067599922152,True,True,0.23999999999999988,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.06,0.16,0.7799999999999999,0.94,0.17021276595744683,0.7623974624194926,0.0006046515334192097,2.1434088075117614,2.1434091993306534,0.0,0.763606765486331,True,True,0.22090722034374508,0,,,0.35,8,6,4,2,1,1
bo_r1_7pt,bo_r1_7pt,0.06,0.18,0.76,0.94,0.19148936170212766,0.7623974667535088,0.0006046515333738654,2.14340881680133,2.1434092086202234,0.0,0.7636067698202565,True,True,0.20396078054371133,0,,,0.35,8,6,4,2,1,1
