run_id,bo_run_id,polymer_id,round_id,frac_MPC,frac_BMA,frac_MTAC,log_fog,objective_source,run_ids,n_observations,y,x,log_fog_raw,round_shift,log_fog_corrected,obs_noise_rel
bo_r1_7pt,bo_r1_7pt,PMBTA-1,R1,0.8,0.04,0.16,0.1457269762933998,mean_round_aggregated,260203-2,3,0.2,0.19999999999999998,0.1457269762933998,0.0,0.1457269762933998,1.0
bo_r1_7pt,bo_r1_7pt,PMBTA-2,R1,0.8,0.16,0.04,0.8013828945937496,mean_round_aggregated,260203-2,3,0.2,0.7999999999999999,0.8013828945937496,0.0,0.8013828945937496,1.0
bo_r1_7pt,bo_r1_7pt,PMBTA-3,R1,0.3,0.14,0.56,1.7025287093213806,mean_round_aggregated,260203-2,3,0.7000000000000001,0.2,1.7025287093213806,0.0,1.7025287093213806,1.0
bo_r1_7pt,bo_r1_7pt,PMBTA-4,R1,0.3,0.56,0.14,1.4354754316205618,mean_round_aggregated,260203-2,3,0.7000000000000001,0.8,1.4354754316205618,0.0,1.4354754316205618,1.0
bo_r1_7pt,bo_r1_7pt,PMBTA-5,R1,0.55,0.225,0.225,0.3204939106158851,mean_round_aggregated,260203-2,3,0.45,0.5,0.3204939106158851,0.0,0.3204939106158851,1.0
bo_r1_7pt,bo_r1_7pt,PMPC,R1,1.0,0.0,0.0,0.9498751193483816,mean_round_aggregated,260203-2,3,0.0,0.5,0.9498751193483816,0.0,0.9498751193483816,1.0
bo_r1_7pt,bo_r1_7pt,PMTAC,R1,0.0,0.0,1.0,-0.0187008996719084,mean_round_aggregated,260203-2,3,1.0,0.0,-0.0187008996719084,0.0,-0.0187008996719084,1.0
