run_id,plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
260216-3,plate1,336.0,7414,6655,5133,4061,2191,469,310,7697,6139,5051,3585,1762,395,271,7381,6085,5348,3966,2044,457,287,7912,6726,5759,4657,2731,548,313,6550,5353,6923,3636,2631,388,279,6863,5383,5204,3194,2308,329,299,5314,4668,6057,3319,2702,606,372,8345,7311,6426,4727,2635,536,340
260216-3,plate1,366.0,7775,6916,5427,4340,2345,481,315,8049,6439,5334,3841,1878,407,270,7740,6420,5601,4227,2185,466,295,8231,7058,6115,4935,2910,572,315,6882,5592,7287,3862,2855,401,280,7253,5723,5468,3417,2417,338,302,5953,5072,6339,3666,2921,654,381,8630,7666,6809,5015,2788,559,347
260216-3,plate1,396.0,8082,7306,5771,4602,2481,495,324,8387,6750,5665,4093,2001,420,276,8009,6733,5919,4476,2318,491,296,8538,7363,6460,5211,3087,601,315,7218,5915,7655,4094,3001,410,291,7536,5982,5772,3622,2616,336,307,6520,5423,6640,3990,3148,681,388,8892,8008,7096,5282,2961,583,353
260216-3,plate1,426.0,8340,7581,6020,4845,2642,514,321,8671,7046,5922,4306,2104,430,281,8350,6995,6193,4707,2471,509,306,8780,7671,6728,5500,3270,626,327,7477,6177,7978,4314,3199,429,287,7855,6254,6020,3827,2707,348,295,7060,5785,6891,4306,3334,725,394,9149,8263,7373,5498,3139,606,354
260216-3,plate1,456.0,8636,7855,6339,5129,2777,527,326,8934,7317,6204,4549,2229,443,282,8593,7274,6463,4948,2592,519,306,8979,7964,7047,5753,3433,644,329,7768,6422,8281,4552,3353,438,287,8131,6484,6369,4033,2859,346,303,7546,6129,7145,4604,3588,758,405,9363,8532,7693,5826,3288,623,360
260216-3,plate1,486.0,8851,8084,6592,5337,2927,543,327,9139,7547,6478,4755,2338,455,286,8848,7494,6725,5206,2729,542,317,9069,8157,7269,6024,3608,670,338,8027,6641,8474,4795,3540,447,290,8407,6756,6540,4200,3009,356,303,7886,6401,7339,4873,3848,789,424,9424,8756,7953,6062,3454,656,370
260216-3,plate1,516.0,9032,8270,6791,5588,3046,561,329,9290,7818,6660,4961,2453,466,286,9010,7776,6938,5422,2852,552,319,9187,8325,7542,6265,3785,693,340,8261,6912,8708,4989,3702,461,296,8612,6970,6785,4381,3099,363,309,8062,6633,7643,5101,4099,827,436,9293,9038,8130,6294,3604,671,373
260216-3,plate1,546.0,9146,8452,7096,5822,3193,572,335,9267,7994,6924,5208,2549,478,287,9118,7955,7180,5635,2977,573,321,9176,8560,7779,6490,3925,715,348,8505,7113,8981,5196,3852,476,296,8839,7175,7020,4553,3243,370,306,8154,6806,7904,5286,4363,858,448,9190,9219,8483,6562,3773,696,378
260216-3,plate1,576.0,9051,8676,7291,6063,3321,590,341,9218,8178,7198,5360,2670,494,295,9070,8202,7402,5870,3122,594,330,9048,8743,8018,6729,4081,750,356,8676,7376,9214,5396,4007,485,302,8991,7397,7181,4704,3370,379,313,8309,6921,8125,5489,4603,901,460,9124,9375,8656,6774,3918,710,382
260216-3,plate1,606.0,8997,8819,7486,6251,3452,604,341,9221,8390,7384,5569,2785,502,300,8935,8345,7589,6078,3242,612,333,8986,8810,8244,6968,4231,771,364,8834,7519,9323,5584,4177,494,303,9208,7557,7494,4859,3518,384,305,8385,7149,8369,5643,4841,946,472,9024,9510,8865,6979,4047,738,392
260216-3,plate2,6.0,471,522,479,413,393,329,311,630,611,519,427,353,276,291,672,649,561,446,403,277,309,574,508,463,422,397,267,261,913,921,772,616,520,315,257,896,804,632,538,441,278,274,932,831,689,612,493,316,289,982,953,762,607,499,321,295
260216-3,plate2,36.0,1284,1163,870,648,529,347,320,1468,1258,919,644,472,299,296,1558,1338,963,679,541,292,345,1000,873,750,623,537,304,277,1838,1693,1260,921,720,363,267,1576,1317,946,728,572,298,277,1645,1348,1015,818,616,332,296,1631,1474,1116,812,626,334,304
260216-3,plate2,66.0,2147,1841,1263,884,666,362,326,2327,1924,1313,853,591,313,305,2458,2046,1365,900,682,302,366,1454,1305,1087,851,712,339,294,2736,2436,1752,1219,909,409,271,2233,1807,1243,906,688,308,287,2330,1861,1337,1040,745,341,296,2234,2000,1418,998,749,346,302
260216-3,plate2,96.0,2972,2487,1647,1102,794,371,334,3179,2594,1693,1067,703,325,306,3365,2712,1769,1127,816,314,397,1927,1784,1458,1103,899,372,298,3577,3150,2223,1517,1104,453,274,2858,2265,1543,1090,805,317,285,2995,2315,1627,1231,870,359,302,2836,2498,1732,1188,868,356,308
260216-3,plate2,126.0,3759,3127,2025,1334,924,381,338,3937,3184,2066,1279,809,332,309,4164,3322,2153,1342,947,324,426,2401,2317,1846,1366,1095,411,313,4381,3811,2663,1809,1291,497,281,3465,2732,1838,1275,913,328,291,3626,2783,1936,1437,995,374,306,3405,2956,2018,1357,976,375,313
260216-3,plate2,156.0,4501,3712,2402,1551,1062,387,341,4683,3768,2440,1466,919,338,313,4908,3925,2517,1562,1071,333,452,2877,2832,2219,1626,1289,446,325,5095,4424,3073,2098,1472,538,284,4027,3157,2135,1446,1028,339,291,4203,3234,2230,1622,1108,388,308,3937,3411,2340,1544,1090,381,315
260216-3,plate2,186.0,5172,4293,2761,1774,1201,408,342,5335,4296,2765,1664,1028,350,320,5604,4490,2876,1767,1210,343,476,3351,3313,2566,1882,1504,478,336,5715,4981,3476,2369,1658,584,290,4522,3560,2441,1633,1138,349,297,4684,3680,2521,1818,1230,399,306,4385,3835,2593,1714,1207,396,320
260216-3,plate2,216.0,5791,4821,3117,2012,1320,414,341,5975,4812,3121,1861,1137,354,322,6233,4989,3223,1981,1344,355,506,3863,3801,2929,2150,1694,521,348,6304,5518,3856,2639,1830,634,297,5041,3972,2719,1800,1243,358,296,5191,4092,2809,2019,1360,416,314,4814,4241,2868,1896,1324,407,323
260216-3,plate2,246.0,6418,5336,3456,2202,1454,423,345,6525,5280,3470,2066,1249,367,323,6844,5469,3554,2171,1458,360,536,4315,4260,3246,2389,1901,552,357,6857,6012,4263,2876,2006,670,305,5453,4371,2997,1969,1361,369,302,5644,4526,3100,2216,1481,425,317,5288,4635,3153,2058,1431,422,322
260216-3,plate2,276.0,6895,5817,3784,2412,1584,434,348,7053,5795,3777,2254,1366,376,325,7368,5935,3864,2382,1590,375,562,4742,4669,3552,2613,2080,593,366,7364,6466,4608,3140,2170,714,311,5819,4718,3261,2123,1469,376,300,6058,4894,3356,2365,1602,442,317,5743,5031,3414,2205,1535,430,320
260216-3,plate2,306.0,7432,6250,4114,2626,1711,445,348,7516,6207,4103,2460,1480,381,325,7859,6357,4174,2585,1720,384,592,5187,5026,3857,2851,2260,626,381,7789,6893,4926,3378,2366,757,310,6202,5062,3495,2251,1570,385,305,6482,5217,3593,2549,1724,457,319,6090,5404,3687,2403,1650,445,333
260216-3,plate2,336.0,7893,6676,4388,2819,1836,460,356,7974,6593,4404,2637,1577,385,331,8243,6722,4485,2787,1844,390,629,5605,5362,4132,3057,2412,668,394,8138,7293,5256,3612,2522,809,320,6613,5317,3702,2400,1660,397,306,6921,5492,3813,2715,1830,471,320,6462,5733,3933,2568,1778,456,333
260216-3,plate2,366.0,8270,7065,4685,3014,1963,465,361,8325,7011,4716,2821,1691,397,332,8673,7093,4773,2996,1968,401,644,5991,5694,4395,3249,2566,702,408,8500,7663,5562,3861,2667,846,323,6924,5632,3918,2533,1777,401,309,7290,5771,4034,2875,1940,479,326,6818,6090,4132,2712,1896,464,334
260216-3,plate2,396.0,8560,7368,4994,3218,2092,478,357,8650,7345,4983,3000,1795,407,339,8983,7414,5022,3156,2088,416,677,6373,6040,4657,3427,2726,740,421,8788,7975,5834,4072,2848,889,330,7292,5919,4129,2690,1850,414,309,7638,6077,4240,3054,2054,497,324,7201,6382,4393,2880,2001,474,336
260216-3,plate2,426.0,8939,7714,5241,3401,2206,489,367,8948,7677,5235,3166,1906,414,342,9303,7773,5278,3351,2212,425,709,6766,6314,4869,3619,2852,773,425,9128,8291,6111,4283,2996,933,333,7603,6192,4341,2834,1963,422,314,7985,6333,4482,3227,2159,512,331,7497,6641,4631,3044,2114,488,340
260216-3,plate2,456.0,9174,8042,5493,3584,2331,500,369,9156,7909,5522,3354,2015,428,341,9498,8066,5546,3504,2328,438,737,7030,6597,5120,3791,3002,810,444,9241,8589,6369,4513,3140,979,343,7854,6428,4562,2966,2055,429,315,8306,6581,4710,3393,2274,514,337,7873,7005,4893,3187,2212,499,341
260216-3,plate2,486.0,9386,8336,5770,3760,2447,512,374,9442,8255,5772,3520,2118,433,342,9686,8260,5795,3688,2437,444,761,7327,6874,5349,3955,3163,844,455,9400,8856,6649,4723,3321,1018,345,8099,6693,4738,3120,2150,438,312,8548,6867,4917,3536,2386,535,346,8065,7191,5098,3351,2324,510,342
260216-3,plate2,516.0,9530,8582,6012,3921,2576,519,372,9542,8474,5987,3681,2237,444,346,9756,8511,5982,3864,2563,456,790,7627,7076,5551,4126,3314,882,470,9342,9041,6871,4880,3460,1070,354,8407,6921,4944,3246,2252,448,321,8794,7115,5114,3690,2488,542,338,8345,7436,5300,3484,2444,519,351
260216-3,plate2,546.0,9543,8792,6277,4105,2693,535,377,9494,8759,6233,3846,2327,452,353,9698,8756,6254,4032,2668,462,816,7962,7367,5775,4273,3455,908,483,9353,9283,7055,5059,3598,1113,355,8612,7158,5120,3373,2348,457,322,9013,7355,5232,3828,2615,561,341,8592,7670,5504,3629,2517,525,348
260216-3,plate2,576.0,9453,9014,6464,4278,2799,544,383,9435,8923,6442,3998,2446,460,351,9609,8946,6487,4205,2771,477,844,8166,7616,6012,4450,3581,947,492,9235,9475,7263,5282,3754,1149,360,8905,7432,5301,3502,2442,467,324,9251,7618,5401,3955,2707,575,346,8833,7948,5670,3786,2615,544,358
260216-3,plate2,606.0,9327,9154,6678,4451,2924,550,379,9260,9095,6649,4160,2535,473,352,9534,9105,6687,4360,2895,486,867,8423,7835,6206,4584,3736,986,507,9181,9592,7441,5458,3919,1198,366,9091,7599,5448,3661,2511,475,327,9475,7814,5605,4136,2800,587,345,8989,8137,5896,3932,2718,554,359
