SEC Spectra Spectrum 2.7.0.29685
--------- Device Information -----------
Spectrum Name : ,Absorbance_0
256.29,      0.2132861
256.75,      0.2178372
257.21,      0.2245808
257.66,      0.2329041
258.12,      0.2417465
258.58,      0.2495458
259.03,      0.2559132
259.49,      0.2612972
259.95,      0.2663598
260.40,      0.2721775
260.86,      0.2789953
261.31,      0.2863706
261.77,       0.293839
262.23,      0.3006786
262.68,      0.3066863
263.14,      0.3121804
263.60,       0.317382
264.05,      0.3226521
264.51,      0.3281923
264.96,      0.3338932
265.42,      0.3398775
265.88,      0.3462588
266.33,      0.3528946
266.79,      0.3596847
267.25,      0.3662266
267.70,      0.3719968
268.16,      0.3770143
268.61,      0.3815065
269.07,      0.3859431
269.53,      0.3910362
269.98,      0.3969036
270.44,      0.4032488
270.89,      0.4097191
271.35,      0.4158567
271.81,      0.4214889
272.26,      0.4266726
272.72,      0.4313596
273.17,      0.4354183
273.63,       0.438801
274.08,      0.4415619
274.54,       0.443717
275.00,      0.4453686
275.45,      0.4466529
275.91,      0.4475656
276.36,      0.4484937
276.82,      0.4500349
277.27,       0.452159
277.73,      0.4545748
278.19,      0.4565275
278.64,      0.4568127
279.10,      0.4552651
279.55,      0.4524485
280.01,      0.4489512
280.46,      0.4457237
280.92,      0.4431364
281.38,      0.4408183
281.83,      0.4389628
282.29,       0.437894
282.74,      0.4372979
283.20,      0.4367842
283.65,      0.4351997
284.11,      0.4307537
284.56,      0.4230944
285.02,      0.4128637
285.47,      0.4010517
285.93,      0.3893019
286.38,       0.378364
286.84,      0.3680685
287.29,       0.358449
287.75,      0.3493153
288.20,      0.3404291
288.66,      0.3318039
289.12,      0.3230352
289.57,      0.3135538
290.03,      0.3031671
290.48,      0.2917716
290.94,      0.2797026
291.39,       0.267607
291.85,      0.2556081
292.30,      0.2436421
292.76,      0.2311615
293.21,      0.2172256
293.67,      0.2019088
294.12,      0.1858691
294.58,      0.1701849
295.03,      0.1564398
295.48,      0.1450638
295.94,      0.1355812
296.39,      0.1274482
296.85,      0.1197757
297.30,      0.1122008
297.76,       0.104952
298.21,     0.09790197
298.67,     0.09084838
299.12,     0.08377806
299.58,     0.07661591
300.03,     0.06974763
300.49,     0.06392352
300.94,     0.05929112
301.40,     0.05563425
301.85,     0.05242819
302.30,     0.04880127
302.76,     0.04454181
303.21,     0.03992658
303.67,     0.03530902
304.12,     0.03129772
304.58,     0.02808423
305.03,     0.02543297
305.49,     0.02324495
305.94,     0.02136352
306.39,     0.01969301
306.85,     0.01833117
307.30,     0.01709352
307.76,     0.01566815
308.21,     0.01403202
308.66,     0.01223356
309.12,     0.01064394
309.57,    0.009872992
310.03,    0.009989569
310.48,      0.0107751
310.94,     0.01173989
311.39,     0.01205978
311.84,     0.01157466
312.30,     0.01062112
312.75,    0.009569553
313.21,    0.009032666
313.66,    0.009141408
314.11,    0.009514911
314.57,     0.01016211
315.02,     0.01113993
315.47,     0.01227825
315.93,     0.01356898
316.38,     0.01424426
316.84,     0.01302263
317.29,    0.009843444
317.74,    0.005307608
318.20,    0.000739702
318.65,   -0.001770397
319.10,   -0.001663419
319.56,   0.0004349674
320.01,     0.00373537
320.46,    0.006891503
320.92,    0.009264335
321.37,     0.01105383
321.82,     0.01215135
322.28,     0.01243311
322.73,     0.01196535
323.19,     0.01077352
323.64,    0.009045541
324.09,    0.007212155
324.55,     0.00553384
325.00,    0.004034618
325.45,    0.003078389
325.90,    0.003127755
326.36,    0.004177235
326.81,    0.006074447
327.26,    0.008123565
327.72,    0.009150148
328.17,    0.008883585
328.62,    0.007667583
329.08,    0.006123017
329.53,    0.005290946
329.98,    0.005473362
330.44,    0.006333057
330.89,    0.007607277
331.34,    0.008870588
331.79,    0.009915519
332.25,     0.01086903
332.70,     0.01164204
333.15,     0.01205888
333.61,     0.01211771
334.06,     0.01184494
334.51,     0.01137763
334.96,     0.01101867
335.42,     0.01084498
335.87,     0.01072598
336.32,     0.01070169
336.77,       0.010805
337.23,     0.01100092
337.68,      0.0113682
338.13,     0.01152327
338.59,     0.01080507
339.04,    0.009171688
339.49,    0.006858185
339.94,    0.004734954
340.40,    0.004256944
340.85,    0.005788063
341.30,    0.008921023
341.75,     0.01268401
342.20,     0.01549008
342.66,     0.01683732
343.11,     0.01705645
343.56,     0.01682547
344.01,     0.01727096
344.47,     0.01868368
344.92,     0.02071849
345.37,     0.02265803
345.82,     0.02343032
346.27,     0.02284051
346.73,     0.02125182
347.18,     0.01961954
347.63,     0.01940173
348.08,     0.02085005
348.53,     0.02347302
348.99,     0.02612168
349.44,     0.02697608
349.89,     0.02568666
350.34,     0.02293901
350.79,     0.01987867
351.25,     0.01830016
351.70,     0.01872081
352.15,      0.0205897
352.60,      0.0232014
353.05,     0.02544065
353.50,     0.02687086
353.96,      0.0277245
354.41,     0.02826111
354.86,     0.02888231
355.31,     0.02967077
355.76,       0.030457
356.21,     0.03088105
356.66,     0.03042949
357.12,     0.02913466
357.57,     0.02734649
358.02,     0.02576783
358.47,     0.02548441
358.92,     0.02673299
359.37,     0.02909258
359.82,     0.03202324
360.28,     0.03468854
360.73,     0.03678028
361.18,     0.03851597
361.63,     0.03976237
362.08,     0.04034527
362.53,     0.04028594
362.98,     0.03952321
363.43,      0.0385884
363.88,      0.0383848
364.34,     0.03906993
364.79,     0.04045084
365.24,     0.04176386
365.69,     0.04172808
366.14,     0.04010595
366.59,     0.03734449
367.04,     0.03438276
367.49,     0.03269539
367.94,     0.03271493
368.39,       0.034107
368.84,     0.03608018
369.29,     0.03733438
369.74,     0.03749434
370.20,     0.03684355
370.65,     0.03620464
371.10,     0.03694948
371.55,     0.03929231
372.00,     0.04266691
372.45,       0.045822
372.90,     0.04692891
373.35,       0.045664
373.80,     0.04265199
374.25,     0.03917356
374.70,     0.03737496
375.15,     0.03784301
375.60,     0.03987793
376.05,     0.04245582
376.50,     0.04398259
376.95,     0.04401865
377.40,     0.04313532
377.85,     0.04180725
378.30,     0.04073655
378.75,     0.04021458
379.20,     0.04001208
379.65,      0.0400962
380.10,     0.04047351
380.55,     0.04110258
381.00,     0.04200526
381.45,     0.04311927
381.90,       0.044266
382.35,     0.04531185
382.80,     0.04619547
383.25,     0.04677441
383.70,     0.04690636
384.15,     0.04657465
384.60,     0.04580134
385.05,     0.04477178
385.50,     0.04379886
385.95,     0.04298955
386.40,     0.04233165
386.85,     0.04170614
387.30,     0.04087052
387.75,     0.03985151
388.20,     0.03884773
388.65,     0.03801712
389.10,     0.03756739
389.55,     0.03748138
390.00,     0.03754989
390.44,     0.03783356
390.89,     0.03827434
391.34,     0.03872185
391.79,     0.03961284
392.24,      0.0403219
392.69,     0.03902511
393.14,     0.03621804
393.59,     0.03433903
394.04,     0.03379435
394.49,     0.03337852
394.94,     0.03316072
395.39,     0.03409864
395.83,     0.03586641
396.28,     0.03679976
396.73,     0.03642804
397.18,     0.03631667
397.63,     0.03617135
398.08,     0.03282237
398.53,     0.02778449
398.98,     0.02728815
399.43,     0.03037723
399.87,     0.03013837
400.32,     0.02610211
400.77,     0.02215751
401.22,     0.01984654
401.67,     0.01994407
402.12,     0.02282311
402.57,     0.02803571
403.01,     0.03355952
403.46,     0.03629018
403.91,     0.03555337
404.36,      0.0322902
404.81,     0.02803966
405.26,     0.02522825
405.71,     0.02449615
406.15,     0.02503351
406.60,     0.02619872
407.05,     0.02692098
407.50,     0.02683261
407.95,     0.02647947
408.39,     0.02589701
408.84,     0.02501483
409.29,       0.023911
409.74,     0.02245693
410.19,     0.02119753
410.64,     0.02117769
411.08,      0.0225351
411.53,     0.02489895
411.98,     0.02725629
412.43,     0.02812895
412.88,     0.02726324
413.32,     0.02512115
413.77,     0.02258862
414.22,     0.02108395
414.67,     0.02097897
415.11,     0.02187563
415.56,     0.02314174
416.01,     0.02370887
416.46,     0.02338721
416.90,     0.02269683
417.35,      0.0221276
417.80,     0.02242198
418.25,     0.02367507
418.69,     0.02538618
419.14,     0.02750601
419.59,     0.02955267
420.04,     0.03119637
420.48,     0.03367367
420.93,     0.03592173
421.38,     0.03411955
421.83,     0.02962385
422.27,     0.02773193
422.72,     0.02996785
423.17,     0.03147525
423.62,     0.03228879
424.06,     0.03450845
424.51,     0.03737124
424.96,       0.038914
425.40,     0.03880975
425.85,     0.03722382
426.30,     0.03506697
426.74,     0.03415525
427.19,     0.03492217
427.64,     0.03681765
428.09,     0.03876905
428.53,     0.03915176
428.98,     0.03781119
429.43,     0.03552208
429.87,     0.03346652
430.32,     0.03305326
430.77,     0.03442969
431.21,     0.03713226
431.66,     0.04032497
432.11,     0.04234802
432.55,     0.04259274
433.00,      0.0415145
433.44,     0.03983526
433.89,     0.03912604
434.34,     0.04008312
434.78,     0.04085185
435.23,     0.04091207
435.68,     0.04325113
436.12,     0.04780813
436.57,     0.04173347
437.02,     0.04510238
437.46,     0.04404999
437.91,     0.04457157
438.35,     0.04444581
438.80,     0.04430605
439.25,     0.04566636
439.69,       0.047846
440.14,     0.05037653
440.58,     0.05203252
441.03,     0.04894412
441.48,     0.04300918
441.92,     0.04247199
442.37,     0.04684985
442.81,     0.04849213
443.26,      0.0471567
443.71,     0.04752932
444.15,      0.0495241
444.60,     0.05044935
445.04,     0.05005158
445.49,     0.04912155
445.93,     0.04790381
446.38,     0.04675099
446.82,     0.04584683
447.27,     0.04512388
447.72,     0.04476157
448.16,     0.04454953
448.61,     0.04439548
449.05,     0.04533998
449.50,     0.04764532
449.94,     0.04601892
450.39,     0.04928653
450.83,     0.05019614
451.28,     0.05120628
451.72,     0.05183003
452.17,     0.05208208
452.61,     0.05190979
453.06,     0.05143682
453.50,     0.05119124
453.95,       0.051246
454.39,     0.05144429
454.84,     0.05161644
455.28,     0.05139462
455.73,     0.05077827
456.17,     0.05013231
456.62,      0.0493647
457.06,      0.0482636
457.51,     0.04672768
457.95,     0.04462023
458.40,     0.04287508
458.84,     0.04238355
459.29,     0.04318854
459.73,     0.04705023
460.18,     0.05179017
460.62,     0.04930745
461.07,     0.04197676
461.51,      0.0408956
461.95,     0.04634544
462.40,     0.04885738
462.84,     0.04774164
463.29,     0.04954166
463.73,     0.05330078
464.18,     0.05483036
464.62,     0.05321873
465.06,     0.04813884
465.51,     0.04348693
465.95,     0.03974877
466.40,     0.04857864
466.84,     0.05479843
467.29,     0.05883126
467.73,     0.05320919
468.17,     0.04113678
468.62,     0.04038664
469.06,      0.0503797
469.51,     0.05385779
469.95,     0.05015391
470.39,     0.05039992
470.84,     0.05448452
471.28,     0.05600783
471.72,     0.05447598
472.17,     0.05189843
472.61,     0.04913478
473.06,     0.04732783
473.50,     0.04672732
473.94,     0.04698363
474.39,     0.04763074
474.83,     0.04734879
475.27,     0.04583954
475.72,     0.04648108
476.16,     0.04428026
476.60,     0.04351586
477.05,     0.04327293
477.49,     0.04311141
477.93,     0.04324567
478.38,     0.04390972
478.82,     0.04504615
479.26,     0.04647276
479.71,      0.0477865
480.15,     0.04823104
480.59,       0.047764
481.04,     0.04719356
481.48,     0.04673747
481.92,     0.04596481
482.36,     0.04489464
482.81,     0.04591345
483.25,     0.04219164
483.69,     0.04367345
484.14,     0.04841968
484.58,     0.04462743
485.02,     0.05002877
485.46,     0.05170035
485.91,     0.02738889
486.35,     0.03151041
486.79,     0.05116819
487.24,     0.02606969
487.68,     0.03070578
488.12,     0.04396797
488.56,     0.02921101
489.01,     0.03461857
489.45,     0.03317317
489.89,     0.03379011
490.33,     0.03249898
490.77,     0.03127711
491.22,     0.03090359
491.66,     0.03087323
492.10,     0.03099314
492.54,     0.03129533
492.99,     0.03137374
493.43,     0.02921269
493.87,     0.02733846
494.31,      0.0301262
494.75,     0.03405793
495.20,      0.0413015
495.64,     0.04129629
496.08,     0.02377543
496.52,     0.01155903
496.96,     0.01549428
497.41,     0.01991132
497.85,     0.02383238
498.29,     0.01952283
498.73,     0.01885173
499.17,      0.0221094
499.61,     0.02451077
500.06,     0.02548163
500.50,     0.02657824
500.94,     0.02402056
501.38,      0.0222401
501.82,     0.02026932
502.26,     0.01735375
502.71,     0.01438827
503.15,      0.0128457
503.59,     0.01288687
504.03,     0.01645282
504.47,     0.01807246
504.91,     0.01967487
505.35,     0.01940159
505.79,     0.01780794
506.24,     0.01543154
506.68,      0.0134379
507.12,     0.01230771
507.56,     0.01146439
508.00,     0.01080278
508.44,     0.01059036
508.88,     0.01054075
509.32,    0.009867182
509.76,     0.00869364
510.20,    0.008039786
510.65,    0.007982516
511.09,    0.007810822
511.53,      0.0076638
511.97,    0.008143634
512.41,    0.009190464
512.85,     0.01049828
513.29,     0.01157124
513.73,     0.01163908
514.17,     0.01062667
514.61,    0.008796968
515.05,     0.00619547
515.49,     0.00452665
515.93,    0.004460286
516.37,    0.002524257
516.81,   -0.001086557
517.25,    0.006265863
517.69,    0.006825367
518.13,    0.008125676
518.57,    0.005518807
519.01,    0.003730263
519.45,    0.003144199
519.89,    0.006392559
520.33,    0.007591698
520.77,    0.007856846
521.21,     0.00571016
521.65,    0.004679042
522.09,    0.005031544
522.53,    0.004844735
522.97,    0.004246912
523.41,    0.004355393
523.85,    0.005003524
524.29,    0.005363173
524.73,    0.005329718
525.17,    0.005091798
525.61,    0.004779888
526.05,    0.004752172
526.49,     0.00525836
526.93,    0.005446655
527.37,    0.004880546
527.81,    0.005229477
528.25,    0.006911153
528.69,   0.0009231061
529.13,    0.003243523
529.57,    0.001626784
530.01,   0.0007396419
530.45,   0.0001960335
530.89,   0.0003687778
531.33,   0.0004205192
531.76,  -4.535448E-05
532.20,    0.001310012
532.64,    0.004741745
533.08,   6.358176E-06
533.52,    0.003946191
533.96,     0.00316855
534.40,    0.002899671
534.84,    0.003163627
535.28,    0.004117928
535.72,    0.005472595
536.15,    0.006724121
536.59,    0.007314996
537.03,    0.007003954
537.47,    0.006148113
537.91,    0.005096174
538.35,    0.004236968
538.79,    0.003692703
539.22,     0.00328968
539.66,    0.003207315
540.10,    0.003830894
540.54,    0.005020634
540.98,    0.006491787
541.42,    0.007778268
541.86,    0.007845954
542.29,    0.006782543
542.73,    0.005937629
543.17,    0.005125979
543.61,    0.003664724
544.05,    0.002443502
544.48,    0.001051408
544.92,    0.001031422
545.36,    0.008339775
545.80,     0.01948431
546.24,     0.02206676
546.67,     0.01498038
547.11,    0.006508242
547.55,   0.0005222465
547.99,   -0.005075334
548.43,   -0.009279842
548.86,   -0.002338069
549.30,     0.01212479
549.74,     0.01056066
550.18,    -0.00537302
550.61,   -0.006751921
551.05,    0.006368604
551.49,      0.0112819
551.93,    0.007755938
552.36,    0.007098748
552.80,    0.009758804
553.24,    0.009664788
553.68,    0.004805158
554.11,     0.00415486
554.55,     0.01042981
554.99,   -0.008917484
555.43,    -0.01395371
555.86,    0.004326342
556.30,   -0.001100136
556.74,    0.002016268
557.17,   -0.003411971
557.61,   -0.003057294
558.05,    0.003255096
558.49,    0.008535444
558.92,     0.01149318
559.36,     0.01290554
559.80,     0.01243411
560.23,    0.009646884
560.67,    0.006954285
561.11,    0.005694749
561.54,    0.005290742
561.98,     0.01133093
562.42,     0.02143926
562.85,      0.0126382
563.29,    -0.01085244
563.73,    -0.00125981
564.16,    0.004920158
564.60,    0.008082449
565.04,    0.001262013
565.47,    0.003327377
565.91,    0.003221516
566.35,    0.003208293
566.78,    0.008731126
567.22,    0.009755208
567.65,    0.007611089
568.09,     0.01747278
568.53,    0.006543486
568.96,    0.006108701
569.40,     0.01142357
569.83,   -0.001022321
570.27,    0.005610749
570.71,     0.02013657
571.14,     0.00412737
571.58,   -0.008014649
572.01,   -0.005358539
572.45,     0.01368838
572.89,     0.01996332
573.32,   -0.006563174
573.76,    0.006305141
574.19,    0.003396435
574.63,    0.009592648
575.06,    -0.00194646
575.50,    0.006605603
575.94,    0.009163785
576.37,     0.01448378
576.81,    0.008952516
577.24,     0.01905679
577.68,    0.007569595
578.11,  -0.0005869407
578.55,   -0.002374243
578.98,     0.01451993
579.42,     0.01094691
579.85,  -0.0002622966
580.29,     0.01796279
580.72,     0.01218277
581.16,    0.008485055
581.59,   -0.008585127
582.03,  -0.0004133689
582.46,     0.01298534
582.90,    0.004707518
583.33,  -0.0009584863
583.77,     0.01128926
584.20,     0.01678953
584.64,    0.004238513
585.07,   -0.007681987
585.51,  -6.280977E-05
585.94,    0.004186485
586.38,     0.01263034
586.81,     0.01433217
587.25,   -0.007731571
587.68,   0.0002101682
588.11,    0.002239063
588.55,    0.005280394
588.98,    0.002598891
589.42,     0.01646509
589.85,   -0.003856301
590.29,    0.006045598
590.72,    0.007863373
591.15,     0.02074178
591.59,   -0.001588383
592.02,     0.01308885
592.46,    0.007006471
592.89,   -0.003785165
593.32,    0.000560499
593.76,    -0.01035066
594.19,     0.01804227
594.63,     0.01417334
595.06,    -0.01553714
595.49,    -0.01232449
595.93,     0.01084557
596.36,     0.01880825
596.80,    -0.00204986
597.23,   -0.002792598
597.66,   -0.001331221
598.10,     0.01415018
598.53,      0.0128874
598.96,  -0.0006821561
599.40,    0.008240816
599.83,    0.009401098
600.26,   -0.001631051
600.70,     0.01108892
601.13,   0.0002677565
601.56,     0.01075049
602.00,    0.005286993
602.43,    0.003278991
602.86,     0.01522014
603.30,     0.00493809
603.73,     0.00182798
604.16,   -0.007978938
604.60,     0.01649247
605.03,     0.00754205
605.46,    0.009276698
605.89,    0.007663853
606.33,    0.008487861
606.76,    0.005205024
607.19,    0.002308721
607.63,   -0.004201449
608.06,    0.007397261
608.49,    0.001402518
608.92,    0.006156967
609.36,     0.01102657
609.79,    0.004575416
610.22,   -0.008314816
610.65,     0.01304419
611.09,    0.002300495
611.52,   0.0002825818
611.95,    0.006199158
612.38,    0.004441804
612.81,    0.003892664
613.25,  -0.0002062188
613.68,    0.003367556
614.11,     0.01720355
614.54,     0.01222666
614.98,    0.004932322
615.41,    0.001042009
615.84,    0.004400718
616.27,     0.01554317
616.70,   -0.007918384
617.14,    0.008078502
617.57,    0.004170226
618.00,  -9.541335E-05
618.43,    0.008204038
618.86,     0.01036785
619.29,     0.01104216
619.73,    0.007379415
620.16,    0.002334722
620.59,   -0.008891187
621.02,     0.02049202
621.45,     0.01069247
621.88,   0.0007322141
622.31,   -0.004643606
622.75,    0.005864815
623.18,   -0.007069548
623.61,    0.009188012
624.04,   -5.77786E-05
624.47,   -0.009151492
624.90,    0.003302833
625.33,    0.007674157
625.76,    0.009987249
626.20,     0.01231972
626.63,  -0.0003869098
627.06,    -0.00648244
627.49,  -0.0004055851
627.92,     0.00745499
628.35,     0.02063814
628.78,    0.009511023
629.21,   -0.001061385
629.64,     0.01353753
630.07,     0.01150074
630.50,   -0.006483914
630.93,    0.002381666
631.36,   -0.002968485
631.80,   -0.004898888
632.23,   -0.005912362
632.66,   -0.005561084
633.09,   -0.002478486
633.52,    0.003302072
633.95,   0.0004914657
634.38,   0.0006149925
634.81,     0.01071291
635.24,      0.0102479
635.67,    0.003400777
636.10,    -0.01035374
636.53,   -0.009060201
636.96,    0.005212768
637.39,     0.01086771
637.82,    0.005476954
638.25,    0.002194651
638.68,    0.002268204
639.11,    0.004361318
639.54,    0.003650174
639.97,    0.005312804
640.40,     0.00684046
640.83,    0.006876205
641.26,    0.005133816
641.69,     0.00186348
642.12,   -0.001697395
642.55,   -0.003284224
642.97,   -0.002224024
643.40,   0.0007862521
643.83,    0.004173659
644.26,    0.005846746
644.69,    0.005141933
645.12,    0.002288172
645.55,   -0.001112945
645.98,   -0.002894821
646.41,    -0.00223429
646.84,    0.002952837
647.27,    0.009332306
647.70,    0.006791423
648.13,   -0.001168857
648.55,   -0.003319111
648.98,   0.0004134489
649.41,    0.005633108
649.84,    0.009836448
650.27,     0.01020006
650.70,     0.00678581
651.13,   -0.002000445
651.56,    -0.01064523
651.98,   0.0003589026
652.41,     0.01983084
652.84,     0.02111511
653.27,    0.002497211
653.70,    -0.02110932
654.13,    -0.01214078
654.55,    0.009623658
654.98,    0.001811771
655.41,     0.06527327
655.84,    0.006023108
656.27,    -0.01362575
656.70,   0.0007857887
657.12,     0.01877013
657.55,   0.0009042937
657.98,     0.02079735
658.41,    0.004533408
658.84,    -0.02112416
659.26,   -0.004155548
659.69,     0.00268862
660.12,     0.01464838
660.55,     0.01520631
660.97,    0.006283492
661.40,  -0.0002547446
661.83,   -0.002187497
662.26,  -0.0006558801
662.69,     0.00274494
663.11,    0.003406935
663.54,    0.001204247
663.97,   0.0002555599
664.40,   0.0007802769
664.82,    0.000674643
665.25,  -0.0001054971
665.68,  -0.0008284199
666.10,   -0.001496996
666.53,   -0.002283953
666.96,   -0.002960632
667.39,   -0.003275375
667.81,   -0.003193653
668.24,   -0.002505349
668.67,   -0.001626835
669.09,  -0.0008453297
669.52,    0.001699075
669.95,    0.003645307
670.37,    0.001998587
670.80,     0.01087297
671.23,     0.01453177
671.65,   -0.008543862
672.08,    0.003519895
672.51,   0.0005432429
672.93,    0.001562056
673.36,     0.00150617
673.79,   0.0007421448
674.21,      0.0012497
674.64,    0.001589405
675.07,    0.001559556
675.49,    0.002342413
675.92,  -0.0008088576
676.35,   -0.008619775
676.77,   -0.001199357
677.20,     0.01315904
677.62,   -0.008820049
678.05,    0.006165869
678.48,     0.01700346
678.90,     0.00696663
679.33,    0.006734167
679.75,    0.005747439
680.18,    0.004272611
680.60,    0.002140532
681.03,    0.001509272
681.46,    0.002782153
681.88,    0.006118272
682.31,    0.009904591
682.73,     0.00932092
683.16,    0.005945747
683.58,    0.002383969
684.01,   -0.001681875
684.43,    0.005387268
684.86,     0.01244321
685.29,   -0.002064363
685.71,    0.004306177
686.14,    0.009845721
686.56,    0.002734183
686.99,    0.003100003
687.41,    0.003871046
687.84,    0.002762654
688.26,   -0.001591262
688.69,   -0.001167141
689.11,    0.007015886
689.54,  -0.0004825067
689.96,   -0.001956921
690.39,     0.01426336
690.81,    0.005063516
691.24,    -0.01459773
691.66,    0.004669311
692.08,     0.00654243
692.51,    0.008064901
692.93,    0.002560866
693.36,   -0.006762759
693.78,   -0.004170488
694.21,    0.003828065
694.63,    0.004920443
695.06,    0.001317706
695.48,   -0.005194163
695.90,   -0.008007813
696.33,     0.01630094
696.75,    0.003720239
697.18,     -0.0112833
697.60,    0.007423344
698.02,    0.007209976
698.45,    0.002664001
698.87,   -0.003006256
699.30,   -0.006365334
699.72,   -0.006309767
700.14,   -0.003083434
700.57,     0.00198438
700.99,    0.006041811
701.41,    0.006733817
701.84,    0.004633214
702.26,  -0.0007711091
702.69,   -0.005539602
703.11,   -0.004281511
703.53,    0.002509262
703.96,    0.001267047
704.38,   -0.006782531
704.80,   -0.004649312
705.23,    0.006683101
705.65,     0.01165308
706.07,     0.00941924
706.49,    0.006527465
706.92,    0.004211626
707.34,    0.006669393
707.76,    0.007094348
708.19,     0.00742426
708.61,    0.005357478
709.03,    0.003990928
709.46,    0.003420663
709.88,    0.001824452
710.30,   0.0004303959
710.72,   -0.001730357
711.15,   -0.000764054
711.57,    0.002723268
711.99,    0.008013692
712.41,    0.003054481
712.84,   -0.006795486
713.26,   -0.005176878
713.68,    0.005141778
714.10,    0.008431217
714.53,    0.003898249
714.95,   -0.001150703
715.37,    -0.00419785
715.79,   -0.002160811
716.21,    0.003895165
716.64,    0.008307677
717.06,    0.009085648
717.48,    0.003759029
717.90,   -0.004567266
718.32,   -0.003593261
718.75,    0.005713136
719.17,    0.006694293
719.59,   -0.002443983
720.01,    0.004315281
720.43,  -0.0004536634
720.85,   -0.003758261
721.28,   -0.001495521
721.70,   -0.002174208
722.12,    -0.00245445
722.54,    -0.00294747
722.96,   -0.003195466
723.38,    -0.00338041
723.80,    -0.00346081
724.22,   -0.002433995
724.65,  -0.0003673057
725.07,   0.0005540534
725.49,    0.001073406
725.91,    0.005212869
726.33,     0.01132465
726.75,     0.01342303
727.17,     0.01104423
727.59,    0.006673567
728.01,    0.002258728
728.43,    0.002185309
728.85,    0.007523181
729.28,     0.01090543
729.70,    0.007624202
730.12,     0.01458678
730.54,      0.0087277
730.96,    -0.01084821
731.38,    0.002560045
731.80,    0.005621397
732.22,     0.01386342
732.64,    0.002154975
733.06,    0.003939926
733.48,    0.007574953
733.90,   -0.007110061
734.32,   -0.001202448
734.74,     0.01344831
735.16,     0.01610769
735.58,    0.006217622
736.00,    0.005290572
736.42,     0.01484748
736.84,    0.009660535
737.26,       0.010113
737.68,     0.01081477
738.10,    0.006923831
738.52,  -0.0003100466
