SEC Spectra Spectrum 2.7.0.29685
--------- Device Information -----------
Spectrum Name : ,Absorbance_0
384.60,      0.2096733
385.05,       0.208858
385.50,       0.207748
385.95,      0.2063545
386.40,      0.2048383
386.85,      0.2032855
387.30,      0.2018037
387.75,      0.2004699
388.20,      0.1992558
388.65,      0.1982523
389.10,      0.1975956
389.55,      0.1971921
390.00,      0.1968571
390.44,      0.1963586
390.89,      0.1953547
391.34,      0.1938288
391.79,       0.192062
392.24,      0.1900182
392.69,      0.1874936
393.14,      0.1844767
393.59,       0.180974
394.04,      0.1774762
394.49,       0.174975
394.94,       0.173669
395.39,      0.1731884
395.83,      0.1728577
396.28,      0.1712108
396.73,      0.1678738
397.18,      0.1643855
397.63,      0.1609254
398.08,      0.1553524
398.53,      0.1490005
398.98,      0.1468248
399.43,      0.1478218
399.87,      0.1461075
400.32,       0.141248
400.77,      0.1364137
401.22,      0.1330752
401.67,      0.1322609
402.12,       0.134309
402.57,      0.1386861
403.01,       0.143262
403.46,      0.1447737
403.91,      0.1425937
404.36,      0.1378249
404.81,      0.1322323
405.26,      0.1285276
405.71,      0.1274112
406.15,      0.1279712
406.60,      0.1295172
407.05,      0.1308768
407.50,      0.1315678
407.95,      0.1320982
408.39,      0.1323313
408.84,      0.1319764
409.29,      0.1310827
409.74,      0.1295674
410.19,      0.1281288
410.64,      0.1280968
411.08,      0.1297198
411.53,      0.1325855
411.98,      0.1355983
412.43,      0.1371504
412.88,      0.1369487
413.32,      0.1354734
413.77,      0.1336954
414.22,       0.133151
414.67,      0.1342211
415.11,      0.1364771
415.56,      0.1390612
416.01,      0.1405631
416.46,      0.1407067
416.90,      0.1400414
417.35,      0.1394725
417.80,      0.1404221
418.25,      0.1431785
418.69,      0.1471425
419.14,      0.1515591
419.59,      0.1549315
420.04,      0.1566967
420.48,      0.1577927
420.93,      0.1583728
421.38,      0.1576742
421.83,      0.1564744
422.27,       0.156975
422.72,      0.1592884
423.17,      0.1614705
423.62,      0.1633274
424.06,      0.1660985
424.51,      0.1694351
424.96,      0.1721967
425.40,      0.1742355
425.85,      0.1757662
426.30,      0.1769332
426.74,      0.1780296
427.19,      0.1791812
427.64,      0.1803605
428.09,      0.1814216
428.53,      0.1821504
428.98,      0.1825683
429.43,      0.1827702
429.87,      0.1832096
430.32,      0.1845249
430.77,      0.1867968
431.21,      0.1898929
431.66,      0.1932622
432.11,       0.195694
432.55,       0.196788
433.00,      0.1968731
433.44,      0.1964923
433.89,      0.1971143
434.34,      0.1994164
434.78,      0.2010996
435.23,      0.2018661
435.68,      0.2062227
436.12,      0.2134314
436.57,      0.2078322
437.02,      0.2101941
437.46,      0.2093145
437.91,      0.2113873
438.35,      0.2136303
438.80,      0.2157781
439.25,      0.2165831
439.69,      0.2162583
440.14,      0.2189853
440.58,      0.2237453
441.03,      0.2238687
441.48,      0.2201996
441.92,      0.2199246
442.37,       0.223129
442.81,      0.2250145
443.26,      0.2255512
443.71,      0.2274211
444.15,      0.2305059
444.60,       0.233098
445.04,      0.2348419
445.49,      0.2361446
445.93,       0.236772
446.38,      0.2364126
446.82,      0.2351981
447.27,      0.2332924
447.72,      0.2313957
448.16,       0.230699
448.61,      0.2315146
449.05,      0.2335206
449.50,      0.2362918
449.94,      0.2389915
450.39,      0.2412039
450.83,      0.2430729
451.28,      0.2444115
451.72,      0.2450137
452.17,        0.24489
452.61,      0.2439666
453.06,      0.2426974
453.50,      0.2419532
453.95,      0.2419622
454.39,      0.2425889
454.84,      0.2432299
455.28,      0.2428049
455.73,      0.2411533
456.17,      0.2387462
456.62,      0.2363042
457.06,      0.2347997
457.51,      0.2343798
457.95,      0.2346609
458.40,      0.2352631
458.84,      0.2354228
459.29,      0.2349474
459.73,      0.2344602
460.18,      0.2339156
460.62,      0.2327871
461.07,      0.2313644
461.51,      0.2303369
461.95,      0.2300963
462.40,      0.2307222
462.84,      0.2323059
463.29,      0.2352688
463.73,      0.2380842
464.18,      0.2381367
464.62,      0.2352208
465.06,      0.2301094
465.51,      0.2252934
465.95,      0.2235207
466.40,      0.2248517
466.84,      0.2297947
467.29,      0.2358672
467.73,      0.2342784
468.17,      0.2258124
468.62,      0.2226497
469.06,      0.2255837
469.51,      0.2258447
469.95,      0.2234818
470.39,      0.2241382
470.84,      0.2271767
471.28,       0.228222
471.72,      0.2266822
472.17,      0.2239481
472.61,      0.2207411
473.06,      0.2181037
473.50,      0.2163609
473.94,      0.2150207
474.39,      0.2138485
474.83,      0.2125767
475.27,       0.211104
475.72,      0.2096414
476.16,      0.2080874
476.60,      0.2062613
477.05,      0.2042103
477.49,      0.2019235
477.93,       0.199977
478.38,      0.1993344
478.82,      0.2000415
479.26,      0.2016906
479.71,      0.2033023
480.15,      0.2033531
480.59,      0.2017058
481.04,      0.1990888
481.48,      0.1960898
481.92,      0.1936099
482.36,      0.1918607
482.81,      0.1895068
483.25,       0.186753
483.69,      0.1858715
484.14,      0.1868124
484.58,       0.183272
485.02,      0.1886984
485.46,      0.1826088
485.91,      0.1680427
486.35,      0.1668596
486.79,      0.1763578
487.24,      0.1555822
487.68,      0.1553937
488.12,      0.1642011
488.56,      0.1501359
489.01,      0.1526283
489.45,       0.148513
489.89,      0.1464795
490.33,      0.1431557
490.77,      0.1399356
491.22,      0.1374313
491.66,      0.1354285
492.10,      0.1336894
492.54,      0.1318352
492.99,      0.1291478
493.43,      0.1248311
493.87,      0.1219124
494.31,      0.1205317
494.75,      0.1209818
495.20,      0.1310213
495.64,      0.1240564
496.08,      0.1051094
496.52,     0.09452375
496.96,     0.09121199
497.41,     0.09668288
497.85,     0.09703256
498.29,     0.09011593
498.73,     0.08559998
499.17,     0.08462363
499.61,      0.0866634
500.06,     0.08938208
500.50,      0.0877542
500.94,     0.08018247
501.38,     0.07133281
501.82,     0.07204541
502.26,     0.06818667
502.71,     0.06338843
503.15,     0.06026541
503.59,     0.05895412
504.03,     0.05848538
504.47,     0.05842118
504.91,     0.05733383
505.35,     0.05474164
505.79,     0.05294387
506.24,     0.05241624
506.68,     0.04419296
507.12,     0.04450883
507.56,     0.03940387
508.00,     0.03471088
508.44,     0.03432619
508.88,     0.03733135
509.32,     0.03714646
509.76,     0.03340831
510.20,     0.03140068
510.65,     0.03120525
511.09,     0.02923389
511.53,     0.02586918
511.97,     0.02432194
512.41,     0.02493712
512.85,      0.0235429
513.29,     0.02516377
513.73,     0.02402793
514.17,     0.02170646
514.61,     0.01864545
515.05,     0.01492303
515.49,     0.01258556
515.93,     0.01255553
516.37,     0.01021215
516.81,    0.005641173
517.25,     0.01665228
517.69,     0.01794574
518.13,     0.01897306
518.57,     0.01335724
519.01,     0.01008086
519.45,    0.009745548
519.89,     0.01095562
520.33,     0.01289423
520.77,     0.01114079
521.21,    0.006566741
521.65,    0.006184586
522.09,    0.009613566
522.53,     0.01044047
522.97,    0.008387431
523.41,    0.007036193
523.85,    0.006622164
524.29,    0.005994287
524.73,    0.005240878
525.17,     0.00462249
525.61,    0.004179475
526.05,    0.004219404
526.49,    0.004807141
526.93,    0.005262412
527.37,    0.005015858
527.81,    0.006229591
528.25,    0.005988978
528.69,     0.00411025
529.13,    0.001629927
529.57,    0.004300975
530.01,   0.0004600017
530.45,   0.0002422707
530.89,   0.0005255117
531.33,  -7.713147E-05
531.76,   -0.002114824
532.20,    0.001701835
532.64,    0.003226956
533.08,   -0.001189163
533.52,    0.002949798
533.96,    0.002305643
534.40,    0.002032388
534.84,    0.002106005
535.28,    0.002732827
535.72,    0.003543102
536.15,    0.004145941
536.59,     0.00426393
537.03,    0.003824492
537.47,    0.003067879
537.91,    0.001967328
538.35,    0.001431094
538.79,    0.001731802
539.22,   0.0006843086
539.66,   -0.001967026
540.10,    0.004424025
540.54,    0.002311047
540.98,    0.005245653
541.42,    0.007321259
541.86,    0.007347985
542.29,    0.005219204
542.73,     0.00354094
543.17,    0.002226843
543.61,   -0.001399287
544.05,   -0.005366268
544.48,   -0.006572227
544.92,   -0.003750092
545.36,    0.006377403
545.80,     0.01961447
546.24,     0.02308688
546.67,     0.01546722
547.11,    0.006911416
547.55,    0.001215758
547.99,   -0.006870961
548.43,    -0.01531682
548.86,   -0.007803653
549.30,     0.01202207
549.74,     0.01239321
550.18,   -0.005911213
550.61,   -0.008130388
551.05,    0.005765942
551.49,    0.009925785
551.93,    0.004681498
552.36,    0.002984182
552.80,    0.005274523
553.24,     0.00565957
553.68,    0.001736427
554.11,    0.001082076
554.55,    0.006101755
554.99,    -0.01233033
555.43,     -0.0220567
555.86,    2.89221E-05
556.30,   -0.001977002
556.74,    0.001250023
557.17,   -0.009267881
557.61,    -0.01072691
558.05,   -0.002181263
558.49,    0.004680215
558.92,     0.00785693
559.36,    0.009280376
559.80,    0.008467462
560.23,    0.004800238
560.67,    0.001305254
561.11,  -6.125527E-05
561.54,  -0.0001513742
561.98,    0.007953909
562.42,     0.02156618
562.85,     0.01134014
563.29,    -0.01820811
563.73,    -0.00377313
564.16,   0.0002669405
564.60,    0.002525979
565.04,   -0.004361326
565.47,   -8.73692E-05
565.91,  -0.0003060656
566.35,    0.000306751
566.78,    0.006712606
567.22,     0.00644817
567.65,    0.001484202
568.09,     0.01511528
568.53,    0.001302731
568.96,    0.002206235
569.40,    0.008687395
569.83,   -0.005895232
570.27,    0.003675119
570.71,      0.0124066
571.14,   -0.001935874
571.58,     -0.0126961
572.01,    -0.01252896
572.45,     0.00992234
572.89,     0.01798294
573.32,   -0.008239753
573.76,    0.002394755
574.19,   -0.003003519
574.63,     0.00442709
575.06,   -0.009190404
575.50,    0.002985366
575.94,    0.005372319
576.37,    0.008345032
576.81,    0.004801015
577.24,     0.01424741
577.68,   0.0005375719
578.11,    -0.00728912
578.55,   -0.006991892
578.98,    0.009473062
579.42,    0.007492997
579.85,   -0.002561139
580.29,     0.01249448
580.72,    0.004501235
581.16,   0.0008457704
581.59,    -0.01304516
582.03,   -0.005034156
582.46,    0.009155303
582.90,   0.0008644334
583.33,     -0.0071123
583.77,    0.009503289
584.20,     0.01112761
584.64,   -0.003461378
585.07,    -0.01131439
585.51,   -0.004710904
585.94,   -0.002423939
586.38,    0.006675383
586.81,    0.008259246
587.25,    -0.01184326
587.68,   -0.006694976
588.11,  -0.0007051264
588.55,    -0.00245819
588.98,    0.000754885
589.42,     0.01503894
589.85,    -0.01270144
590.29,   -0.002861445
590.72,    0.005376743
591.15,     0.01634847
591.59,   -0.003116884
592.02,    0.009479172
592.46,    0.002312446
592.89,    -0.00946288
593.32,   -0.001347219
593.76,    -0.01362733
594.19,     0.01792922
594.63,     0.01349677
595.06,    -0.01871249
595.49,    -0.01608276
595.93,    0.007661751
596.36,     0.01642014
596.80,   -0.006146048
597.23,   -0.009078319
597.66,   -0.006078877
598.10,     0.01097627
598.53,    0.005085446
598.96,   -0.004505627
599.40,   0.0009865663
599.83,    0.003566333
600.26,   -0.005473556
600.70,    0.008432805
601.13,   -0.004025678
601.56,    0.009046739
602.00,    0.004725352
602.43,    0.001656852
602.86,     0.01373816
603.30,   2.774915E-05
603.73,   -0.003704808
604.16,    -0.01401375
604.60,     0.01494643
605.03,    0.004852497
605.46,    0.003294314
605.89,    0.004257329
606.33,    0.003372589
606.76,    0.002098214
607.19,   -0.005275219
607.63,   -0.008881817
608.06,    0.001541897
608.49,   -0.001407806
608.92,    0.004223077
609.36,    0.009715796
609.79,     0.00132921
610.22,    -0.01604015
610.65,      0.0160091
611.09,  -0.0006194852
611.52,   -0.004626188
611.95,    0.007243485
612.38,    0.002916289
612.81,   -0.003952994
613.25,    -0.00285529
613.68,    0.003463771
614.11,     0.01513978
614.54,     0.00416521
614.98,   -0.003058688
615.41,    -0.00269796
615.84,    0.003997988
616.27,     0.01387232
616.70,    -0.01604559
617.14,    0.006240952
617.57,    0.002173013
618.00,   -0.008417923
618.43,    0.006727323
618.86,    0.007758571
619.29,     0.01100052
619.73,    0.008133526
620.16,   -0.003821191
620.59,   -0.005722671
621.02,     0.02545196
621.45,     0.00201036
621.88,   -0.002174326
622.31,   -0.006082066
622.75,    0.003183733
623.18,   -0.008249583
623.61,     0.00855602
624.04,   -0.002716401
624.47,    -0.01509712
624.90,    0.004254404
625.33,    0.008766465
625.76,    0.005600745
626.20,     0.01684726
626.63,    0.001866073
627.06,    -0.01048728
627.49,   -0.004139998
627.92,     0.01274608
628.35,     0.02435589
628.78,    0.006418161
629.21,   -0.006544805
629.64,     0.01224262
630.07,     0.00688079
630.50,   -0.004292943
630.93,   0.0006618596
631.36,   -0.003321226
631.80,   -0.003077199
632.23,   -0.003104577
632.66,   -0.003133133
633.09,   0.0006434016
633.52,    0.008780302
633.95,   0.0004039359
634.38,    0.006613341
634.81,     0.01020298
635.24,     0.01201319
635.67,    0.004133005
636.10,   -0.009366407
636.53,   -0.008463287
636.96,    0.004648632
637.39,    0.009920394
637.82,    0.004909192
638.25,    0.001459755
638.68,   0.0007408566
639.11,    0.003739068
639.54,    0.002917877
639.97,    0.005283731
640.40,     0.00739003
640.83,    0.007878831
641.26,    0.006387986
641.69,    0.003242834
642.12,  -0.0003501417
642.55,   -0.002283841
642.97,     -0.0017971
643.40,   0.0005610517
643.83,    0.003419651
644.26,    0.004982018
644.69,    0.004536998
645.12,    0.002081172
645.55,   -0.000743784
645.98,   -0.002129314
646.41,   -0.001386395
646.84,    0.004927751
647.27,     0.01282267
647.70,    0.008065296
648.13,   -0.004297059
648.55,   -0.007303421
648.98,  -0.0003905054
649.41,    0.002085221
649.84,      0.0131389
650.27,     0.01389493
650.70,     0.00890895
651.13,   -0.002709604
651.56,    -0.01408379
651.98,   -0.002007104
652.41,     0.02108105
652.84,     0.02236726
653.27,    0.002494998
653.70,    -0.01950269
654.13,   -0.009242172
654.55,     0.01325747
654.98,    0.006677572
655.41,     0.05076805
655.84,   -0.003326554
656.27,    -0.01947249
656.70,    0.002384723
657.12,     0.02072461
657.55,   -0.003657151
657.98,     0.02039181
658.41,   -0.002343964
658.84,    -0.01997094
659.26,   -0.002314332
659.69,    0.008496986
660.12,     0.02183385
660.55,     0.02112051
660.97,    0.009317675
661.40,  -0.0006547028
661.83,   -0.005187626
662.26,   -0.003064437
662.69,    0.003289906
663.11,    0.005074632
663.54,    0.001943408
663.97,   0.0004510304
664.40,    0.001188579
664.82,     0.00154127
665.25,    0.001521787
665.68,    0.001926406
666.10,    0.002454389
666.53,    0.002341196
666.96,    0.001666795
667.39,   0.0009202545
667.81,   0.0003598576
668.24,   0.0005984138
668.67,   0.0009590743
669.09,    0.001318242
669.52,    0.004391716
669.95,    0.006425882
670.37,    0.002358633
670.80,     0.01889985
671.23,     0.01504016
671.65,    -0.01209449
672.08,    0.001624878
672.51,  -0.0003275567
672.93,    0.003162113
673.36,    0.003483547
673.79,    0.001140843
674.21,    0.001753345
674.64,    0.004027041
675.07,    0.004839699
675.49,     0.00547847
675.92,     0.00288925
676.35,   -0.004279868
676.77,    0.000309339
677.20,     0.02072671
677.62,    -0.01018919
678.05,    0.001567919
678.48,     0.02061433
678.90,    0.003561184
679.33,    0.002146946
679.75,   0.0008428628
680.18,    0.003076514
680.60,    0.006137965
681.03,    0.003623051
681.46,   -0.002246091
681.88,    0.001770684
682.31,     0.01345974
682.73,     0.01553291
683.16,    0.008108046
683.58,    0.002035924
684.01,   -0.001556255
684.43,    0.001971742
684.86,     0.01297295
685.29,   -0.001435126
685.71,    0.007879748
686.14,     0.01373552
686.56,    0.006653746
686.99,    0.003922681
687.41,   0.0004543882
687.84,  -0.0005083478
688.26,   -0.001090782
688.69,  -0.0004103938
689.11,    0.004942516
689.54,   -0.001097963
689.96,   -0.003144177
690.39,     0.01818927
690.81,    0.006569719
691.24,    -0.02008137
691.66,    0.002447441
692.08,     0.01079761
692.51,     0.00752779
692.93,    0.001494504
693.36,   -0.008832267
693.78,   -0.005733378
694.21,      0.0040691
694.63,    0.006148092
695.06,    0.004565674
695.48,   -0.007673094
695.90,   -0.007367698
696.33,      0.0254138
696.75,    0.002517658
697.18,    -0.01638329
697.60,    0.003843461
698.02,    0.006134456
698.45,    0.005901353
698.87,  -0.0006775444
699.30,   -0.009499134
699.72,    -0.01077056
700.14,   -0.004018466
700.57,    0.004088783
700.99,    0.009302599
701.41,     0.01002305
701.84,    0.005981866
702.26,   -0.001586518
702.69,   -0.005854661
703.11,   -0.005708497
703.53,   -0.000308738
703.96,   0.0001391897
704.38,   -0.003747128
704.80,   0.0004300021
705.23,     0.01107116
705.65,     0.01572723
706.07,     0.01358626
706.49,    0.009153241
706.92,    0.004189491
707.34,    0.006640602
707.76,    0.003540252
708.19,    0.005115916
708.61,    0.007091667
709.03,    0.007499856
709.46,    0.004971482
709.88,    0.003895854
710.30,    0.002668761
710.72,   -0.002968183
711.15,  -0.0007911053
711.57,    0.002358801
711.99,    0.008772643
712.41,   0.0003308396
712.84,   -0.007647059
713.26,   -0.006103586
713.68,     0.00474686
714.10,    0.008146709
714.53,    0.003407307
714.95,   -0.003509892
715.37,   -0.009049702
715.79,   -0.004412006
716.21,    0.008265604
716.64,     0.01455129
717.06,     0.01212971
717.48,    0.003798774
717.90,   -0.005616228
718.32,   -0.005829919
718.75,     0.01081812
719.17,    0.009009969
719.59,  -0.0002192762
720.01,    0.004817556
720.43,   -0.003402757
720.85,   -0.003504559
721.28,   -0.003678186
721.70,   -0.002791038
722.12,   -0.001525294
722.54,  -0.0007568552
722.96,  -0.0003037532
723.38,   -0.000216985
723.80,  -0.0002160538
724.22,   0.0004969429
724.65,    0.001764072
725.07,     0.00227897
725.49,    0.002894611
725.91,    0.004043503
726.33,    0.005473254
726.75,     0.00853286
727.17,     0.01143506
727.59,    0.006840378
728.01,   -0.002708205
728.43,   -0.004531026
728.85,    0.002958473
729.28,    0.009126233
729.70,    0.007395055
730.12,     0.01713569
730.54,    0.003476102
730.96,    -0.01285757
731.38,  -0.0001453873
731.80,    0.005442401
732.22,     0.01512953
732.64,    0.001819419
733.06,    0.002016541
733.48,    0.002370291
733.90,   -0.008553274
734.32,   -0.001725875
734.74,     0.01316854
735.16,      0.0151169
735.58,    0.003458977
736.00,    0.002390689
736.42,     0.01399746
736.84,    0.003894033
737.26,    0.002482432
737.68,    0.008899217
738.10,    0.007993637
738.52,    0.001435985
738.94,    -0.01154107
