run_id,plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
260211-1,plate1,306.0,7665,6853,6495,3840,3060,485,354,7113,7078,5626,3244,1785,381,311,7567,7167,5803,4431,2796,423,292,7747,6635,5759,3243,1673,372,284,7968,6956,5893,3795,2025,344,256,7164,7221,5817,3774,2383,406,289,8684,7609,6490,4582,2656,527,293,8110,7178,6256,4654,2098,444,284
260211-1,plate1,336.0,8041,7267,6813,4106,3292,497,359,7626,7448,6010,3470,1905,388,315,7971,7540,6130,4718,2996,437,296,8144,6998,6122,3463,1809,386,289,8259,7340,6233,4037,2167,352,252,7564,7625,6148,4060,2553,427,291,9036,7961,6857,4877,2836,543,302,8422,7514,6627,4938,2238,463,287
260211-1,plate1,366.0,8374,7644,7133,4352,3498,521,366,7991,7814,6370,3690,2025,399,316,8340,7890,6419,4990,3176,452,303,8444,7348,6409,3677,1922,393,293,8626,7644,6585,4324,2304,356,258,7916,7961,6484,4282,2688,443,302,9319,8289,7174,5173,3021,571,311,8765,7785,6969,5231,2387,482,287
260211-1,plate1,396.0,8778,7970,7518,4649,3707,540,368,8319,8131,6684,3903,2137,411,322,8643,8191,6716,5270,3356,460,302,8657,7656,6652,3900,2024,394,296,8880,8021,6870,4586,2452,368,259,8171,8259,6793,4534,2886,461,301,9586,8624,7545,5442,3202,589,310,9019,8105,7249,5507,2539,499,292
260211-1,plate1,426.0,9156,8296,7756,4865,3912,556,374,8645,8413,6968,4133,2266,416,321,9026,8450,6963,5523,3547,471,303,8858,7909,6944,4129,2151,396,297,9093,8271,7173,4824,2567,383,259,8570,8576,7079,4744,3053,476,308,9755,8882,7815,5725,3389,609,314,9178,8331,7481,5774,2677,515,297
260211-1,plate1,456.0,9328,8573,8088,5171,4103,579,375,8928,8702,7313,4343,2368,422,327,9274,8736,7178,5743,3745,485,304,9049,8187,7209,4327,2270,404,301,9296,8517,7448,5070,2717,394,263,8825,8775,7308,4993,3216,489,320,9660,9135,8055,5979,3535,627,320,9278,8520,7798,6050,2840,539,305
260211-1,plate1,486.0,9575,8830,8338,5312,4296,594,380,9156,8987,7524,4536,2505,434,327,9521,8889,7460,6008,3913,494,309,9085,8390,7451,4496,2375,410,306,9232,8748,7724,5271,2850,402,263,9032,9000,7536,5184,3373,513,318,9500,9368,8289,6228,3726,655,325,9153,8747,8026,6262,2950,557,310
260211-1,plate1,516.0,9735,8987,8657,5492,4482,614,380,9448,9166,7776,4719,2616,441,327,9710,9105,7673,6265,4057,508,312,9066,8547,7708,4705,2498,419,309,9251,8968,7937,5499,2988,409,267,9232,9206,7800,5416,3517,529,331,9329,9427,8572,6440,3921,674,331,9067,8927,8255,6512,3101,568,312
260211-1,plate1,546.0,9900,9217,8881,5751,4675,629,383,9547,9387,7971,4937,2743,444,329,9838,9342,7867,6456,4192,524,316,9000,8704,7930,4873,2617,427,308,9097,9197,8170,5721,3126,419,277,9426,9320,8000,5594,3679,537,333,9121,9494,8756,6662,4051,693,336,8911,8984,8465,6753,3243,586,321
260211-1,plate1,576.0,10030,9423,9088,5941,4866,646,387,9684,9574,8185,5111,2837,455,334,9905,9445,8088,6652,4394,533,319,8857,8864,8084,5072,2734,429,317,8947,9341,8363,5941,3253,433,278,9552,9280,8223,5800,3819,556,341,8881,9389,8936,6914,4249,715,342,8762,8843,8630,6953,3387,604,322
260211-1,plate1,606.0,10096,9561,9258,6132,5033,668,392,9778,9678,8444,5274,2964,467,338,9923,9596,8230,6861,4535,547,321,8696,8978,8305,5277,2825,431,314,8835,9329,8565,6123,3372,439,275,9533,9115,8402,6008,3991,576,345,8758,9292,9107,7076,4407,739,346,8579,8703,8841,7191,3507,623,326
260211-1,plate2,6.0,571,662,667,712,485,428,377,646,869,404,963,348,425,376,779,808,778,671,521,396,309,951,926,753,678,457,254,232,1047,955,907,701,467,254,232,1241,1160,1072,924,533,257,248,846,660,512,516,605,317,246,1326,1519,1398,967,681,284,529
260211-1,plate2,36.0,1450,1512,1309,1205,696,457,390,1228,1536,525,1601,420,482,390,1848,1693,1398,1112,730,417,323,2002,1732,1272,1052,632,258,238,2158,1780,1504,1033,597,265,241,2280,2016,1748,1419,722,272,253,1686,1116,784,749,862,376,254,2216,2448,2160,1412,927,298,658
260211-1,plate2,66.0,2314,2344,1926,1707,899,462,398,1685,2033,622,2054,472,534,395,2890,2529,2003,1528,918,445,323,2991,2494,1761,1422,799,273,242,3248,2561,2074,1379,745,282,244,3283,2820,2382,1875,911,287,257,2419,1636,1087,997,1161,424,266,3021,3330,2897,1833,1163,320,778
260211-1,plate2,96.0,3123,3101,2506,2145,1085,485,405,1984,2340,727,2388,560,572,397,3878,3287,2582,1937,1096,462,330,3878,3206,2241,1754,973,285,246,4160,3270,2620,1716,883,292,251,4207,3514,2987,2333,1098,301,257,3007,2223,1413,1297,1458,459,269,3804,4163,3559,2242,1404,336,898
260211-1,plate2,126.0,3851,3772,3042,2598,1277,501,402,2240,2620,846,2687,670,593,389,4725,4034,3114,2332,1290,483,334,4682,3856,2710,2097,1135,293,249,4976,3968,3128,2045,1047,305,257,4996,4215,3576,2755,1283,317,266,3607,2838,1771,1636,1736,491,271,4514,4885,4168,2661,1639,356,1019
260211-1,plate2,156.0,4567,4445,3567,2977,1452,512,412,2517,2931,1004,2990,813,635,391,5516,4700,3611,2730,1471,499,340,5371,4513,3155,2444,1299,304,251,5710,4598,3672,2375,1188,315,256,5745,4819,4111,3181,1478,332,268,4178,3396,2118,1939,1977,527,278,5180,5614,4776,3044,1864,376,1145
260211-1,plate2,186.0,5218,5021,4042,3343,1619,528,413,2793,3317,1171,3382,993,646,400,6194,5299,4114,3081,1654,515,342,6031,5061,3590,2797,1455,312,256,6390,5181,4132,2680,1327,328,261,6382,5401,4566,3566,1658,346,273,4657,3889,2451,2220,2208,558,281,5749,6192,5318,3430,2095,390,1264
260211-1,plate2,216.0,5909,5542,4505,3731,1794,539,423,3148,3638,1364,3820,1147,660,404,6813,5837,4588,3442,1834,532,344,6632,5598,4007,3122,1628,323,260,6992,5709,4612,2964,1461,343,263,6967,5935,5025,3955,1852,360,281,5125,4299,2749,2511,2414,587,292,6269,6749,5831,3791,2312,410,1380
260211-1,plate2,246.0,6499,6025,4966,4049,1990,549,413,3650,3763,1584,4238,1262,650,406,7390,6361,5003,3792,2002,551,350,7151,6079,4380,3413,1784,336,261,7526,6190,5052,3257,1606,353,268,7517,6391,5477,4307,2015,375,283,5601,4670,3030,2765,2609,622,296,6724,7219,6257,4125,2517,431,1501
260211-1,plate2,276.0,7002,6438,5375,4384,2114,561,422,4150,4047,1843,4501,1369,670,409,7887,6806,5398,4101,2163,567,361,7638,6538,4752,3707,1937,346,262,7990,6629,5488,3567,1751,364,272,7892,6835,5915,4655,2195,387,288,5971,5002,3292,2989,2816,649,298,7198,7614,6704,4447,2749,442,1619
260211-1,plate2,306.0,7479,6891,5773,4712,2308,578,421,4533,4226,2102,4639,1475,684,407,8313,7223,5772,4425,2359,589,361,8025,6993,5108,4018,2104,354,265,8392,7049,5847,3836,1883,372,268,8315,7170,6259,5012,2360,401,287,6388,5321,3561,3231,3010,673,313,7563,8038,7060,4770,2960,460,1735
260211-1,plate2,336.0,8031,7195,6080,4996,2468,585,424,5028,4364,2422,4728,1583,696,411,8701,7626,6125,4727,2511,608,365,8374,7352,5457,4331,2251,364,268,8758,7400,6223,4132,2019,387,278,8653,7498,6625,5318,2534,418,290,6781,5610,3817,3417,3168,710,324,7959,8395,7392,5044,3174,483,1849
260211-1,plate2,366.0,8484,7518,6435,5299,2631,595,424,5616,4459,2842,4827,1708,708,410,8997,7958,6437,4988,2688,621,368,8732,7741,5740,4601,2404,375,274,9056,7722,6604,4364,2177,400,282,8951,7804,6921,5647,2711,427,295,7118,5894,4059,3628,3360,735,337,8264,8722,7787,5385,3361,497,1970
260211-1,plate2,396.0,8908,7826,6723,5545,2797,609,424,6050,4502,3262,4800,1825,724,422,9279,8282,6784,5257,2845,647,374,8948,7992,6057,4841,2548,387,274,9358,8061,6919,4631,2309,414,286,9183,8086,7190,5902,2880,446,296,7477,6160,4289,3855,3543,771,345,8576,8969,8067,5626,3545,518,2072
260211-1,plate2,426.0,9078,8039,6944,5803,2949,624,434,6474,4589,3623,4749,1934,743,425,9476,8508,7010,5523,2994,659,373,9209,8355,6338,5082,2699,395,278,9455,8327,7204,4871,2445,420,287,9417,8278,7452,6200,3001,464,300,7779,6397,4498,4034,3677,799,359,8841,9230,8303,5905,3760,530,2196
260211-1,plate2,456.0,9573,8304,7248,6033,3133,637,433,6857,4664,3844,4651,2037,757,432,9622,8711,7335,5763,3162,676,380,9290,8545,6643,5332,2853,406,286,9582,8572,7466,5116,2587,436,292,9476,8531,7715,6460,3199,478,311,8056,6625,4744,4220,3868,832,369,9073,9399,8522,6167,3932,559,2305
260211-1,plate2,486.0,9768,8527,7495,6278,3282,630,438,7254,4751,4093,4721,2133,763,438,9560,8946,7561,6002,3304,693,385,9236,8790,6941,5579,2984,412,285,9465,8772,7768,5338,2707,444,295,9441,8685,7955,6710,3352,491,317,8329,6862,4990,4425,4016,865,377,9291,9564,8735,6393,4106,569,2410
260211-1,plate2,516.0,9987,8701,7770,6551,3433,644,440,7630,4888,4270,4778,2235,774,447,9453,9043,7786,6202,3456,711,386,9109,8968,7165,5764,3142,427,286,9263,8996,7958,5580,2854,461,298,9279,8804,8088,6920,3502,507,320,8598,7012,5246,4626,4187,892,381,9431,9628,8964,6634,4316,589,2500
260211-1,plate2,546.0,10144,8853,7964,6758,3552,653,450,7859,4990,4533,4876,2348,784,444,9287,9159,7969,6442,3603,728,394,8968,9172,7385,6007,3283,438,293,9108,9104,8236,5794,2970,468,299,9169,8814,8342,7195,3649,523,321,8780,7232,5448,4810,4338,919,394,9528,9570,9166,6820,4481,608,2638
260211-1,plate2,576.0,10135,9067,8146,6977,3684,662,444,8107,5140,4803,5121,2428,787,457,9122,9177,8167,6647,3757,743,396,8773,9248,7629,6247,3431,443,293,8930,9231,8391,6005,3099,481,304,9037,8796,8492,7386,3807,537,322,8898,7442,5669,4994,4468,952,414,9486,9447,9230,7041,4635,627,2755
260211-1,plate2,606.0,10233,9127,8303,7227,3835,675,450,8276,5327,5104,5367,2531,809,459,8962,9067,8321,6863,3872,765,402,8585,9257,7787,6402,3560,457,295,8739,9163,8617,6173,3231,497,309,8910,8662,8643,7555,3942,553,327,9125,7598,5871,5192,4637,974,422,9388,9386,9393,7247,4789,643,2836
