plate_id,time_s,well,signal,source_file,row,polymer_id,sample_name,use_for_bo,include_in_all_polymers,all_polymers_pair,run_id
plate1,6.0,A1,626,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,36.0,A1,1616,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,66.0,A1,2580,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,96.0,A1,3512,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,126.0,A1,4261,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,156.0,A1,4919,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,186.0,A1,5553,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,216.0,A1,6140,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,246.0,A1,6691,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,276.0,A1,7201,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,306.0,A1,7665,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,336.0,A1,8041,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,366.0,A1,8374,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,396.0,A1,8778,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,426.0,A1,9156,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,456.0,A1,9328,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,486.0,A1,9575,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,516.0,A1,9735,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,546.0,A1,9900,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,576.0,A1,10030,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,606.0,A1,10096,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,6.0,A2,737,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,36.0,A2,1505,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,66.0,A2,2256,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,96.0,A2,2975,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,126.0,A2,3716,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,156.0,A2,4377,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,186.0,A2,4919,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,216.0,A2,5466,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,246.0,A2,5985,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,276.0,A2,6430,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,306.0,A2,6853,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,336.0,A2,7267,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,366.0,A2,7644,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,396.0,A2,7970,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,426.0,A2,8296,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,456.0,A2,8573,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,486.0,A2,8830,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,516.0,A2,8987,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,546.0,A2,9217,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,576.0,A2,9423,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,606.0,A2,9561,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,6.0,A3,844,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,36.0,A3,1588,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,66.0,A3,2270,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,96.0,A3,2905,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,126.0,A3,3542,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,156.0,A3,4128,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,186.0,A3,4658,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,216.0,A3,5155,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,246.0,A3,5622,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,276.0,A3,6117,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,306.0,A3,6495,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,336.0,A3,6813,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,366.0,A3,7133,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,396.0,A3,7518,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,426.0,A3,7756,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,456.0,A3,8088,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,486.0,A3,8338,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,516.0,A3,8657,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,546.0,A3,8881,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,576.0,A3,9088,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,606.0,A3,9258,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,6.0,A4,625,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,36.0,A4,999,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,66.0,A4,1358,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,96.0,A4,1711,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,126.0,A4,2035,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,156.0,A4,2392,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,186.0,A4,2729,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,216.0,A4,3033,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,246.0,A4,3325,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,276.0,A4,3581,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,306.0,A4,3840,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,336.0,A4,4106,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,366.0,A4,4352,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,396.0,A4,4649,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,426.0,A4,4865,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,456.0,A4,5171,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,486.0,A4,5312,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,516.0,A4,5492,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,546.0,A4,5751,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,576.0,A4,5941,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,606.0,A4,6132,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,6.0,A5,622,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,36.0,A5,902,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,66.0,A5,1169,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,96.0,A5,1448,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,126.0,A5,1712,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,156.0,A5,1976,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,186.0,A5,2226,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,216.0,A5,2450,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,246.0,A5,2662,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,276.0,A5,2861,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,306.0,A5,3060,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,336.0,A5,3292,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,366.0,A5,3498,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,396.0,A5,3707,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,426.0,A5,3912,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,456.0,A5,4103,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,486.0,A5,4296,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,516.0,A5,4482,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,546.0,A5,4675,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,576.0,A5,4866,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,606.0,A5,5033,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,6.0,A6,298,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,36.0,A6,323,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,66.0,A6,337,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,96.0,A6,356,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,126.0,A6,376,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,156.0,A6,394,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,186.0,A6,412,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,216.0,A6,432,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,246.0,A6,448,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,276.0,A6,460,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,306.0,A6,485,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,336.0,A6,497,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,366.0,A6,521,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,396.0,A6,540,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,426.0,A6,556,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,456.0,A6,579,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,486.0,A6,594,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,516.0,A6,614,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,546.0,A6,629,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,576.0,A6,646,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,606.0,A6,668,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,6.0,A7,307,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,36.0,A7,316,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,66.0,A7,323,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,96.0,A7,331,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,126.0,A7,329,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,156.0,A7,331,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,186.0,A7,338,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,216.0,A7,341,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,246.0,A7,350,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,276.0,A7,348,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,306.0,A7,354,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,336.0,A7,359,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,366.0,A7,366,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,396.0,A7,368,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,426.0,A7,374,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,456.0,A7,375,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,486.0,A7,380,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,516.0,A7,380,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,546.0,A7,383,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,576.0,A7,387,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,606.0,A7,392,1-plate1.csv,A,GOx,,True,True,True,260211-1
plate1,6.0,B1,746,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,36.0,B1,1620,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,66.0,B1,2475,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,96.0,B1,3272,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,126.0,B1,4015,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,156.0,B1,4624,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,186.0,B1,5212,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,216.0,B1,5758,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,246.0,B1,6239,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,276.0,B1,6731,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,306.0,B1,7113,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,336.0,B1,7626,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,366.0,B1,7991,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,396.0,B1,8319,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,426.0,B1,8645,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,456.0,B1,8928,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,486.0,B1,9156,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,516.0,B1,9448,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,546.0,B1,9547,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,576.0,B1,9684,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,606.0,B1,9778,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,6.0,B2,899,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,36.0,B2,1747,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,66.0,B2,2570,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,96.0,B2,3305,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,126.0,B2,3995,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,156.0,B2,4614,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,186.0,B2,5193,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,216.0,B2,5718,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,246.0,B2,6206,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,276.0,B2,6640,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,306.0,B2,7078,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,336.0,B2,7448,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,366.0,B2,7814,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,396.0,B2,8131,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,426.0,B2,8413,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,456.0,B2,8702,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,486.0,B2,8987,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,516.0,B2,9166,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,546.0,B2,9387,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,576.0,B2,9574,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,606.0,B2,9678,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,6.0,B3,813,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,36.0,B3,1403,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,66.0,B3,1965,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,96.0,B3,2515,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,126.0,B3,3031,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,156.0,B3,3528,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,186.0,B3,3978,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,216.0,B3,4389,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,246.0,B3,4785,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,276.0,B3,5231,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,306.0,B3,5626,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,336.0,B3,6010,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,366.0,B3,6370,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,396.0,B3,6684,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,426.0,B3,6968,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,456.0,B3,7313,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,486.0,B3,7524,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,516.0,B3,7776,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,546.0,B3,7971,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,576.0,B3,8185,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,606.0,B3,8444,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,6.0,B4,595,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,36.0,B4,884,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,66.0,B4,1177,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,96.0,B4,1458,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,126.0,B4,1746,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,156.0,B4,2016,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
plate1,186.0,B4,2280,1-plate1.csv,B,GOx with EtOH,,True,True,True,260211-1
