run_id,polymer_id,reference_polymer_id,t50_min,t50_sem_min,t50_activity_adjusted_min,t50_activity_adjusted_sem_min,t50_censored,t50_definition,t50_target_rea_percent,rea_at_20_percent,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,activity_weight,use_for_bo,rank_t50
260216-1,PMTAC,GOX,19.26352858803908,,13.515344931740183,,0,rea50,50.0,51.635956428789584,14.883333333333336,21.213333333333328,21.213333333333328,0.7016027655562542,0.7016027655562542,True,1
260216-1,PMBTA-5,GOX,12.632594887455902,,12.53731447347132,,0,rea50,50.0,32.990289212581814,21.053333333333327,21.213333333333328,21.213333333333328,0.9924575738529227,0.9924575738529227,True,2
260216-1,PMBTA-4,GOX,12.407674608811318,,12.407674608811318,,0,rea50,50.0,26.557475001318025,27.09666666666666,21.213333333333328,21.213333333333328,1.2773412947831553,1.0,True,3
260216-1,PMBTA-6,GOX,12.090564974711596,,12.090564974711596,,0,rea50,50.0,21.98310645500269,26.98333333333333,21.213333333333328,21.213333333333328,1.2719987429289756,1.0,True,4
260216-1,PMPC,GOX,12.025401003230913,,12.025401003230913,,0,rea50,50.0,26.61735152007525,22.273333333333326,21.213333333333328,21.213333333333328,1.049968573224387,1.0,True,5
260216-1,PMBTA-1,GOX,11.310541246843163,,11.310541246843163,,0,rea50,50.0,18.99310166143084,26.733333333333327,21.213333333333328,21.213333333333328,1.2602137020741673,1.0,True,6
260216-1,PMBTA-10,GOX,14.495195291164034,,11.235067039526788,,0,rea50,50.0,38.43025470272395,16.442222222222224,21.213333333333328,21.213333333333328,0.7750890425309033,0.7750890425309033,True,7
260216-1,PMBTA-3,GOX,10.871589138805012,,10.871589138805012,,0,rea50,50.0,18.04997980853744,25.513333333333325,21.213333333333328,21.213333333333328,1.2027027027027026,1.0,True,8
260216-1,GOx with EtOH,GOX,11.465711107860628,,10.20995990701543,,0,rea50,50.0,22.566739771610063,18.89,21.213333333333328,21.213333333333328,0.8904776869893152,0.8904776869893152,False,9
260216-1,PMBTA-11,GOX,10.055289552842009,,10.055289552842009,,0,rea50,50.0,21.101245548834523,30.623333333333328,21.213333333333328,21.213333333333328,1.4435889377749844,1.0,True,10
260216-1,PMBTA-2,GOX,9.452223674357466,,9.452223674357466,,0,rea50,50.0,14.780390948615254,27.82,21.213333333333328,21.213333333333328,1.3114393463230676,1.0,True,11
260216-1,GOx with DMSO,GOX,8.99259959629535,,8.99259959629535,,0,rea50,50.0,20.247469066366715,22.01333333333333,21.213333333333328,21.213333333333328,1.0377121307353865,1.0,False,12
260216-1,PMBTA-7,GOX,8.870599080989379,,8.870599080989379,,0,rea50,50.0,13.972293955442732,27.693333333333324,21.213333333333328,21.213333333333328,1.3054682589566309,1.0,True,13
260216-1,GOx,GOX,8.754330259067764,,8.754330259067764,,0,rea50,50.0,16.799448194797037,21.213333333333328,21.213333333333328,21.213333333333328,1.0,1.0,True,14
260216-1,PMBTA-8,GOX,8.523053122848983,,8.523053122848983,,0,rea50,50.0,13.832869511440949,28.0,21.213333333333328,21.213333333333328,1.3199245757385296,1.0,True,15
260216-1,PMBTA-9,GOX,8.483971119154148,,8.483971119154148,,0,rea50,50.0,14.220975179955849,29.82333333333333,21.213333333333328,21.213333333333328,1.405876807039598,1.0,True,16
