polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,fog_vs_solvent_control_sem,profile_id,profile_label,penalty_exponent,bonus_coef,bonus_deadband,bonus_max_delta,score,rank,rank_default,rank_delta_vs_default
PMBTA-4,1.2773412947831553,1.4173185431243478,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.5300938045742702,1,1,0.0
PMBTA-6,1.2719987429289756,1.381095368453589,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.4884058709351933,2,2,0.0
PMBTA-5,0.9924575738529227,1.4430110029686187,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.4213254854172577,3,3,0.0
PMBTA-3,1.2027027027027026,1.2418527536751522,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.3082247488208987,4,4,0.0
PMBTA-11,1.4435889377749844,1.1486075182538045,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.2692113076704539,5,5,0.0
PMBTA-2,1.3114393463230676,1.0797197951912794,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.178518228304689,6,6,0.0
PMBTA-7,1.3054682589566309,1.0132812926267185,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.1038827153079538,7,7,0.0
PMPC,1.179107111346391,1.048814233160521,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0962075147543382,8,8,0.0
PMBTA-1,1.4152108699488262,0.9864666168929476,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.090045611666707,9,9,0.0
PMTAC,0.7016027655562542,2.2004571472598777,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0831671985111266,10,10,0.0
PMBTA-9,1.405876807039598,0.9691170961212507,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.070874391213982,11,11,0.0
