run_id,polymer_id,reference_polymer_id,objective_loglinear_main,objective_loglinear_main_exp,abs0_vs_solvent_control,fog_vs_solvent_control,fog_sem,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,solvent_group,solvent_control_polymer_id,use_for_bo,rank_objective_loglinear_main
260209-group_mean,PMBTA-11,GOX,0.09226229974134001,1.0966524360089436,0.9801321893992374,1.1188821751493807,0.31352204030305975,1.1671548148568793,23.691428571428567,24.171666666666667,24.171666666666667,0.9801321893992374,12.272611311182118,PBS,GOx,True,1
260209-group_mean,PMBTA-7,GOX,0.022239216337587214,1.0224883511356853,1.0986692408467214,0.9306607604192823,0.15599043940935725,0.9546784348135402,26.556666666666665,24.171666666666667,24.171666666666667,1.0986692408467214,10.208079124748005,PBS,GOx,True,2
260209-group_mean,GOx with DMSO,GOX,0.004248610487573669,1.0042576486284247,1.0388885058263806,0.9666654727588802,0.0004919255341284123,0.9665897315317276,25.111666666666665,24.171666666666667,24.171666666666667,1.0388885058263806,10.603001708849243,PBS,GOx,True,3
260209-group_mean,PMBTA-4,GOX,0.01765882820956384,1.017815667153609,0.9584125451876947,1.0619807433283135,0.2591437140489972,1.101880812646114,23.16642857142856,24.171666666666667,24.171666666666667,0.9584125451876947,11.648480217399651,PBS,GOx,True,4
260209-group_mean,PMBTA-9,GOX,-0.013275280660994565,0.9868124472440529,1.0781907191615525,0.9152485081780715,0.11787507527472517,0.933397602365296,26.06166666666666,24.171666666666667,24.171666666666667,1.0781907191615525,10.039027739904,PBS,GOx,True,5
260209-group_mean,GOx,GOX,0.0,1.0,1.0,1.0,0.0,1.0,24.171666666666667,24.171666666666667,24.171666666666667,1.0,10.968636004540528,PBS,GOx,True,6
260209-group_mean,PMBTA-3,GOX,-0.02807461400468414,0.9723158157177887,0.8723219826439848,1.1146295004176385,0.076805174536261,1.102803893150996,21.085476190476186,24.171666666666667,24.171666666666667,0.8723219826439848,12.225965270003933,PBS,GOx,True,7
260209-group_mean,PMBTA-8,GOX,-0.05958294673230194,0.9421573814739361,1.0478521685168583,0.899131967066954,0.03942990014150382,0.9052029449203566,25.328333333333326,24.171666666666667,24.171666666666667,1.0478521685168583,9.86225126680394,PBS,GOx,True,8
260209-group_mean,PMBTA-5,GOX,-0.08124226198703366,0.9219703060284787,1.0421292146452457,0.8846986468394223,0.0959848994715583,0.8994773350141745,25.189999999999998,24.171666666666667,24.171666666666667,1.0421292146452457,9.703937430891173,PBS,GOx,True,9
260209-group_mean,PMBTA-6,GOX,-0.12233898564509914,0.8848483667629362,1.1202805330916754,0.7898453473265226,0.03551704908059799,0.7953138678556819,27.079047619047614,24.171666666666667,24.171666666666667,1.1202805330916754,8.663526114704514,PBS,GOx,True,10
260209-group_mean,PMBTA-2,GOX,-0.1270641478119032,0.8806771772712355,0.973000659961978,0.9051146761870128,0.013307198652203367,0.9071635707573371,23.519047619047612,24.171666666666667,24.171666666666667,0.973000659961978,9.92787342546291,PBS,GOx,True,11
260209-group_mean,PMBTA-1,GOX,-0.1975440095920336,0.8207440192234364,1.1113562711163205,0.7385066702318837,0.1547491285959215,0.7623332213813321,26.863333333333326,24.171666666666667,24.171666666666667,1.1113562711163205,8.100410852698777,ETOH,GOx,True,12
260209-group_mean,PMPC,GOX,-0.21177221733895374,0.8091489866861402,0.6435909811763081,1.2572410278454142,0.14994292391626227,1.280327573007923,15.55666666666666,24.171666666666667,24.171666666666667,0.6435909811763081,13.79021920441075,ETOH,GOx,True,13
260209-group_mean,PMBTA-10,GOX,-0.4973019200231052,0.6081693375888787,0.603875060332345,1.0071112015359112,0.292037517875559,1.0520758932298415,14.596666666666664,24.171666666666667,24.171666666666667,0.603875060332345,11.046636185742866,PBS,GOx,True,14
260209-group_mean,PMTAC,GOX,-0.6721143168303894,0.5106278066771645,0.8253631954935136,0.6186704343799122,0.21455053881422245,0.6517045421230787,19.950404040404045,24.171666666666667,24.171666666666667,0.8253631954935136,6.7859708014842335,PBS,GOx,True,15
