run_id,plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
260209-3,plate1,6.0,582.0,551.0,726.0,524.0,552.0,352.0,332.0,720.0,654.0,766.0,536.0,564.0,323.0,305.0,674.0,552.0,684.0,586.0,511.0,301.0,273.0,785.0,668.0,643.0,540.0,445.0,242.0,231.0,763.0,708.0,700.0,607.0,484.0,264.0,249.0,845.0,870.0,722.0,704.0,618.0,296.0,268.0,1028.0,893.0,985.0,672.0,583.0,295.0,274.0,616.0,753.0,1203.0,733.0,609.0,342.0,321.0
260209-3,plate1,36.0,1281.0,988.0,1119.0,766.0,762.0,383.0,343.0,1488.0,1174.0,1198.0,759.0,759.0,343.0,320.0,1501.0,1054.0,1089.0,854.0,691.0,322.0,274.0,1589.0,1225.0,1011.0,794.0,597.0,263.0,235.0,1510.0,1270.0,1067.0,880.0,648.0,282.0,261.0,1509.0,1440.0,1076.0,1002.0,849.0,310.0,274.0,1821.0,1466.0,1384.0,936.0,766.0,308.0,280.0,1096.0,1182.0,1500.0,965.0,754.0,349.0,327.0
260209-3,plate1,66.0,1996.0,1401.0,1495.0,1013.0,972.0,402.0,352.0,2245.0,1685.0,1603.0,966.0,950.0,356.0,332.0,2322.0,1577.0,1487.0,1133.0,859.0,337.0,273.0,2392.0,1774.0,1385.0,1035.0,755.0,276.0,239.0,2255.0,1814.0,1422.0,1141.0,811.0,293.0,264.0,2155.0,2011.0,1422.0,1283.0,1046.0,323.0,279.0,2604.0,2019.0,1780.0,1193.0,941.0,320.0,281.0,1584.0,1591.0,1853.0,1184.0,901.0,359.0,334.0
260209-3,plate1,96.0,2689.0,1814.0,1864.0,1252.0,1178.0,420.0,358.0,2990.0,2156.0,1972.0,1174.0,1127.0,375.0,332.0,3085.0,2103.0,1869.0,1352.0,1031.0,351.0,280.0,3118.0,2312.0,1728.0,1268.0,891.0,288.0,242.0,2949.0,2359.0,1776.0,1396.0,971.0,305.0,268.0,2784.0,2546.0,1793.0,1559.0,1262.0,337.0,280.0,3317.0,2542.0,2150.0,1447.0,1127.0,330.0,285.0,2009.0,2009.0,2160.0,1412.0,1040.0,366.0,333.0
260209-3,plate1,126.0,3341.0,2194.0,2216.0,1493.0,1375.0,442.0,358.0,3661.0,2611.0,2358.0,1382.0,1317.0,385.0,335.0,3802.0,2572.0,2236.0,1569.0,1201.0,367.0,280.0,3809.0,2817.0,2073.0,1511.0,1050.0,301.0,245.0,3609.0,2862.0,2124.0,1660.0,1156.0,316.0,273.0,3372.0,3085.0,2186.0,1844.0,1462.0,351.0,285.0,4034.0,3045.0,2512.0,1698.0,1302.0,345.0,289.0,2294.0,2214.0,2484.0,1634.0,1175.0,373.0,336.0
260209-3,plate1,156.0,3856.0,2569.0,2563.0,1729.0,1565.0,458.0,361.0,4268.0,3071.0,2729.0,1577.0,1500.0,396.0,337.0,4434.0,3017.0,2596.0,1799.0,1356.0,381.0,281.0,4449.0,3317.0,2407.0,1746.0,1195.0,317.0,249.0,4182.0,3343.0,2461.0,1917.0,1306.0,330.0,276.0,3949.0,3536.0,2592.0,2113.0,1653.0,364.0,288.0,4647.0,3524.0,2863.0,1944.0,1474.0,354.0,289.0,2552.0,2469.0,2817.0,1838.0,1320.0,381.0,337.0
260209-3,plate1,186.0,4358.0,2944.0,2900.0,1952.0,1774.0,483.0,363.0,4860.0,3522.0,3044.0,1781.0,1666.0,409.0,336.0,5031.0,3456.0,2932.0,2076.0,1509.0,395.0,285.0,5026.0,3748.0,2727.0,1983.0,1341.0,332.0,249.0,4738.0,3798.0,2783.0,2158.0,1472.0,342.0,278.0,4451.0,4011.0,2953.0,2383.0,1878.0,378.0,293.0,5230.0,3967.0,3199.0,2180.0,1658.0,367.0,295.0,2783.0,2705.0,3173.0,2052.0,1451.0,384.0,342.0
260209-3,plate1,216.0,4883.0,3291.0,3224.0,2183.0,1960.0,501.0,366.0,5336.0,3892.0,3415.0,1963.0,1838.0,422.0,338.0,5635.0,3869.0,3274.0,2283.0,1652.0,405.0,287.0,5590.0,4199.0,3046.0,2196.0,1487.0,343.0,251.0,5210.0,4249.0,3103.0,2399.0,1639.0,357.0,283.0,4955.0,4455.0,3279.0,2649.0,2093.0,390.0,295.0,5781.0,4384.0,3559.0,2441.0,1838.0,380.0,299.0,3061.0,2906.0,3498.0,2249.0,1594.0,394.0,342.0
260209-3,plate1,246.0,5328.0,3653.0,3530.0,2407.0,2150.0,516.0,370.0,5884.0,4282.0,3699.0,2157.0,2000.0,427.0,338.0,6090.0,4264.0,3589.0,2539.0,1817.0,417.0,289.0,6059.0,4572.0,3353.0,2413.0,1619.0,356.0,256.0,5677.0,4691.0,3422.0,2617.0,1803.0,364.0,287.0,5443.0,4881.0,3595.0,2883.0,2299.0,401.0,302.0,6251.0,4806.0,3848.0,2661.0,2003.0,391.0,301.0,3346.0,3177.0,3775.0,2461.0,1727.0,398.0,345.0
260209-3,plate1,276.0,5773.0,4018.0,3851.0,2623.0,2345.0,540.0,379.0,6321.0,4647.0,4015.0,2333.0,2153.0,446.0,340.0,6579.0,4654.0,3898.0,2697.0,1953.0,431.0,295.0,6524.0,4972.0,3670.0,2629.0,1763.0,371.0,259.0,6065.0,5126.0,3689.0,2850.0,1963.0,381.0,288.0,5832.0,5255.0,3873.0,3138.0,2487.0,417.0,304.0,6693.0,5196.0,4172.0,2900.0,2174.0,407.0,301.0,3634.0,3427.0,4135.0,2658.0,1852.0,404.0,343.0
260209-3,plate1,306.0,6233.0,4354.0,4125.0,2853.0,2543.0,555.0,382.0,6771.0,5002.0,4296.0,2506.0,2309.0,450.0,345.0,7062.0,4967.0,4156.0,2916.0,2077.0,438.0,296.0,6926.0,5337.0,3912.0,2857.0,1916.0,384.0,265.0,6462.0,5443.0,3958.0,3088.0,2133.0,397.0,292.0,6266.0,5630.0,4163.0,3373.0,2691.0,430.0,304.0,7101.0,5570.0,4470.0,3124.0,2326.0,418.0,307.0,3906.0,3679.0,4404.0,2832.0,1983.0,407.0,350.0
260209-3,plate1,336.0,6716.0,4603.0,4438.0,3081.0,2710.0,581.0,383.0,7155.0,5312.0,4539.0,2677.0,2464.0,465.0,349.0,7382.0,5285.0,4449.0,3112.0,2248.0,452.0,302.0,7291.0,5682.0,4223.0,3057.0,2050.0,398.0,263.0,6783.0,5775.0,4266.0,3297.0,2261.0,407.0,295.0,6620.0,5991.0,4396.0,3597.0,2868.0,447.0,309.0,7447.0,5887.0,4742.0,3336.0,2490.0,430.0,308.0,4171.0,3960.0,4630.0,3031.0,2118.0,422.0,354.0
260209-3,plate1,366.0,7019.0,4928.0,4716.0,3282.0,2893.0,595.0,387.0,7465.0,5590.0,4838.0,2836.0,2612.0,469.0,354.0,7738.0,5620.0,4719.0,3286.0,2414.0,463.0,308.0,7586.0,5979.0,4453.0,3238.0,2169.0,406.0,268.0,7057.0,6116.0,4546.0,3523.0,2438.0,423.0,298.0,7011.0,6347.0,4637.0,3817.0,3026.0,457.0,315.0,7813.0,6227.0,5006.0,3550.0,2654.0,441.0,314.0,4416.0,4138.0,4914.0,3219.0,2240.0,425.0,354.0
260209-3,plate1,396.0,7307.0,5205.0,4989.0,3479.0,3071.0,615.0,389.0,7789.0,5862.0,5102.0,3004.0,2765.0,484.0,358.0,8004.0,5901.0,4947.0,3495.0,2541.0,471.0,307.0,7953.0,6300.0,4721.0,3474.0,2312.0,424.0,271.0,7380.0,6450.0,4769.0,3739.0,2589.0,432.0,300.0,7299.0,6676.0,4876.0,4041.0,3173.0,472.0,314.0,8106.0,6511.0,5291.0,3743.0,2804.0,452.0,318.0,4677.0,4411.0,5167.0,3401.0,2358.0,426.0,358.0
260209-3,plate1,426.0,7660.0,5499.0,5235.0,3693.0,3248.0,635.0,396.0,8109.0,6146.0,5351.0,3177.0,2926.0,493.0,363.0,8267.0,6107.0,5238.0,3750.0,2706.0,480.0,315.0,8234.0,6554.0,4972.0,3673.0,2432.0,436.0,270.0,7549.0,6763.0,5027.0,3939.0,2747.0,446.0,306.0,7639.0,6974.0,5132.0,4268.0,3318.0,486.0,319.0,8391.0,6808.0,5576.0,3946.0,2973.0,465.0,323.0,4841.0,4553.0,5416.0,3567.0,2494.0,440.0,362.0
260209-3,plate1,456.0,7966.0,5784.0,5505.0,3907.0,3396.0,650.0,399.0,8401.0,6396.0,5607.0,3345.0,3051.0,506.0,366.0,8547.0,6473.0,5471.0,3889.0,2853.0,489.0,313.0,8499.0,6842.0,5214.0,3855.0,2585.0,453.0,276.0,7794.0,7025.0,5247.0,4130.0,2883.0,458.0,311.0,7914.0,7187.0,5327.0,4493.0,3453.0,500.0,322.0,8660.0,7054.0,5826.0,4160.0,3128.0,483.0,325.0,5060.0,4717.0,5610.0,3742.0,2620.0,446.0,363.0
260209-3,plate1,486.0,8292.0,6079.0,5718.0,4051.0,3588.0,672.0,403.0,8628.0,6646.0,5825.0,3510.0,3204.0,517.0,368.0,8782.0,6719.0,5679.0,4130.0,2994.0,504.0,316.0,8725.0,7097.0,5461.0,4034.0,2704.0,466.0,276.0,7954.0,7306.0,5483.0,4333.0,3030.0,472.0,312.0,8227.0,7466.0,5503.0,4677.0,3597.0,512.0,327.0,8854.0,7373.0,6009.0,4363.0,3267.0,492.0,326.0,5205.0,4837.0,5887.0,3937.0,2755.0,455.0,363.0
