plate_id,well,row,col,heat_min,polymer_id,sample_name,source_file,use_for_bo,include_in_all_polymers,all_polymers_pair,status,abs_activity,slope,intercept,r2,n,t_start,t_end,select_method,select_method_used,exclude_reason,dy,mono_frac,down_steps,pos_steps,pos_steps_eps,pos_eps,rmse,snr,start_idx_used,skip_indices,skip_count,baseline_abs_activity,REA_percent,run_id
plate1,A1,A,1,0.0,GOx,,1-plate3.csv,True,True,True,ok,32.51666666666666,32.51666666666666,490.89999999999947,0.99925371014583,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2918.0,1.0,0,5,5,216.83024999999998,29.805620275377663,97.90099897402416,0,,0,32.51666666666666,100.0,260211-2
plate1,A2,A,2,5.0,GOx,,1-plate3.csv,True,True,True,ok,27.926666666666666,27.926666666666666,593.2399999999991,0.999420545572234,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2512.0,1.0,0,5,5,195.70319999999998,22.554378732299472,111.37526906926176,0,,0,32.51666666666666,85.88416196822145,260211-2
plate1,A3,A,3,10.0,GOx,,1-plate3.csv,True,True,True,ok,25.286666666666665,25.286666666666665,1133.8799999999994,0.9990475373709296,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2273.0,1.0,0,5,5,172.908225,26.187783411354356,86.79619669583789,0,,0,32.51666666666666,77.76524859046644,260211-2
plate1,A4,A,4,15.0,GOx,,1-plate3.csv,True,True,True,ok,14.749999999999996,14.749999999999996,1082.4999999999989,0.9987681572474053,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,1333.0,1.0,0,5,5,62.825174999999994,17.374550353894026,76.72140992708731,0,,0,32.51666666666666,45.361353152229626,260211-2
plate1,A5,A,5,20.0,GOx,,1-plate3.csv,True,True,True,ok,9.239047619047614,9.239047619047614,927.1371428571429,0.9992378095476289,6,6.0,156.0,initial_positive,initial_positive,,1110.5,1.0,0,5,5,31.1346,13.07341905219462,84.94334921617131,0,,0,32.51666666666666,28.413267921212558,260211-2
plate1,A6,A,6,40.0,GOx,,1-plate3.csv,True,True,True,ok,0.9114285714285697,0.9114285714285697,527.0076190476193,0.9951869633643445,6,6.0,156.0,initial_positive,initial_positive,,110.0,1.0,0,5,5,3.3358499999999998,3.247465434155027,33.87256992577891,0,,0,32.51666666666666,2.8029581899392206,260211-2
plate1,A7,A,7,60.0,GOx,,1-plate3.csv,True,True,True,ok,0.18060606060606033,0.18060606060606033,418.02025974026,0.9913328351680396,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,42.0,1.0,0,8,4,4.4478,2.1791662240634064,19.2734264766939,0,,0,32.51666666666666,0.5554261218023384,260211-2
plate1,B1,B,1,0.0,GOx with EtOH,,1-plate3.csv,True,True,True,ok,29.37666666666666,29.37666666666666,563.0399999999993,0.9995258269924844,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2639.0,1.0,0,5,5,185.13967499999998,21.461011159775424,122.96717896247964,0,,0,29.37666666666666,100.0,260211-2
plate1,B2,B,2,5.0,GOx with EtOH,,1-plate3.csv,True,True,True,ok,27.88333333333333,27.88333333333333,768.1999999999994,0.9989887792761284,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2509.0,1.0,0,5,5,223.50194999999997,29.755251637316118,84.32124959257189,0,,0,29.37666666666666,94.91660047656872,260211-2
plate1,B3,B,3,10.0,GOx with EtOH,,1-plate3.csv,True,True,True,ok,20.796666666666667,20.796666666666667,1126.6199999999992,0.9986706497060377,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,1877.0,1.0,0,5,5,137.8818,25.44945971921612,73.7540215277207,0,,0,29.37666666666666,70.79314648814253,260211-2
plate1,B4,B,4,15.0,GOx with EtOH,,1-plate3.csv,True,True,True,ok,11.29904761904761,11.29904761904761,1041.4438095238108,0.9985683694671502,6,6.0,156.0,initial_positive,initial_positive,,1355.0,1.0,0,5,5,61.713225,21.91962228848479,61.81675861776922,0,,0,29.37666666666666,38.46266067983982,260211-2
