run_id,polymer_id,reference_polymer_id,fog_activity_bonus_penalty,fog_abs_bonus_penalty,fog_abs_modulated,fog_solvent_balanced,fog_activity_bonus_penalty_sem,fog_abs_bonus_penalty_sem,fog_abs_modulated_sem,fog_solvent_balanced_sem,log_fog_activity_bonus_penalty,log_fog_abs_bonus_penalty,log_fog_abs_modulated,log_fog_solvent_balanced,stock_solvent_group,solvent_group,solvent_control_polymer_id,solvent_control_abs_activity_at_0,solvent_control_t50_min,abs0_vs_solvent_control,fog_vs_solvent_control,abs_activity_down_penalty,abs_activity_up_bonus,abs_activity_balance_factor,solvent_activity_down_penalty,solvent_activity_up_bonus,solvent_activity_balance_factor,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_objective_fog_activity_bonus_penalty,rank_objective_solvent_balanced,rank_objective_abs_bonus_penalty,rank_objective_abs_modulated
260216-1,PMBTA-4,GOX,1.5301019776144835,1.5301019776144835,1.5301019776144835,1.5301019776144835,,,,,0.425334385218806,0.425334385218806,0.425334385218806,0.425334385218806,DMSO,PBS,GOx,21.213333333333328,8.754283497809826,1.2773412947831553,1.4173261137722475,1.0,1.0795694531741042,1.0795694531741042,1.0,1.0795694531741042,1.0795694531741042,1.4173261137722475,27.09666666666666,21.213333333333328,21.213333333333328,1.2773412947831553,12.407674608811318,True,1,1,1,1
260216-1,PMBTA-6,GOX,1.4884138212981057,1.4884138212981057,1.4884138212981057,1.4884138212981057,,,,,0.3977110034577677,0.3977110034577677,0.3977110034577677,0.3977110034577677,DMSO,PBS,GOx,21.213333333333328,8.754283497809826,1.2719987429289756,1.3811027456143556,1.0,1.0776995600251413,1.0776995600251413,1.0,1.0776995600251413,1.0776995600251413,1.3811027456143556,26.98333333333333,21.213333333333328,21.213333333333328,1.2719987429289756,12.090564974711596,True,2,2,2,2
260216-1,PMBTA-5,GOX,1.4213624217263452,1.4213624217263452,1.4213624217263452,1.4213624217263452,,,,,0.3516158635533329,0.3516158635533329,0.3516158635533329,0.3516158635533329,DMSO,PBS,GOx,21.213333333333328,8.754283497809826,0.9924575738529227,1.4430485028241895,0.9849720358980294,1.0,0.9849720358980294,0.9849720358980294,1.0,0.9849720358980294,1.4430485028241895,21.053333333333327,21.213333333333328,21.213333333333328,0.9924575738529227,12.632855694812978,True,3,3,3,3
260216-1,PMBTA-3,GOX,1.3082317367411478,1.3082317367411478,1.3082317367411478,1.3082317367411478,,,,,0.26867640610482063,0.26867640610482063,0.26867640610482063,0.26867640610482063,DMSO,PBS,GOx,21.213333333333328,8.754283497809826,1.2027027027027026,1.241859387067474,1.0,1.053445945945946,1.053445945945946,1.0,1.053445945945946,1.053445945945946,1.241859387067474,25.513333333333325,21.213333333333328,21.213333333333328,1.2027027027027026,10.871589138805012,True,4,4,4,4
260216-1,PMBTA-11,GOX,1.269218087199281,1.269218087199281,1.269218087199281,1.269218087199281,,,,,0.23840103149148206,0.23840103149148206,0.23840103149148206,0.23840103149148206,DMSO,PBS,GOx,21.213333333333328,8.754283497809826,1.4435889377749844,1.1486136535740101,1.0,1.105,1.105,1.0,1.105,1.105,1.1486136535740101,30.623333333333328,21.213333333333328,21.213333333333328,1.4435889377749844,10.055289552842009,True,5,5,5,5
260216-1,PMBTA-2,GOX,1.1785116496544654,1.1785116496544654,1.1785116496544654,1.1785116496544654,,,,,0.1642523284995952,0.1642523284995952,0.1642523284995952,0.1642523284995952,DMSO,PBS,GOx,21.213333333333328,8.754283497809826,1.3114393463230676,1.0797137680474462,1.0,1.0915037712130737,1.0915037712130737,1.0,1.0915037712130737,1.0915037712130737,1.0797137680474462,27.82,21.213333333333328,21.213333333333328,1.3114393463230676,9.452120421975826,True,6,6,6,6
260216-1,PMBTA-7,GOX,1.1038886117293336,1.1038886117293336,1.1038886117293336,1.1038886117293336,,,,,0.09883904759193818,0.09883904759193818,0.09883904759193818,0.09883904759193818,DMSO,PBS,GOx,21.213333333333328,8.754283497809826,1.3054682589566309,1.0132867050979846,1.0,1.0894138906348207,1.0894138906348207,1.0,1.0894138906348207,1.0894138906348207,1.0132867050979846,27.693333333333324,21.213333333333328,21.213333333333328,1.3054682589566309,8.870599080989379,True,7,7,7,7
260216-1,PMPC,GOX,1.0966027257015636,1.0966027257015636,1.0966027257015636,1.0966027257015636,,,,,0.09221696957797709,0.09221696957797709,0.09221696957797709,0.09221696957797709,ETOH,ETOH,GOx with EtOH,18.89,11.465711107860628,1.179107111346391,1.0491923576132107,1.0,1.0451874889712367,1.0451874889712367,1.0,1.0451874889712367,1.0451874889712367,1.3741543179379452,22.273333333333326,21.213333333333328,21.213333333333328,1.049968573224387,12.02973646896827,True,8,8,8,8
260216-1,PMBTA-1,GOX,1.090045611666707,1.090045611666707,1.090045611666707,1.090045611666707,,,,,0.0862195409313373,0.0862195409313373,0.0862195409313373,0.0862195409313373,ETOH,ETOH,GOx with EtOH,18.89,11.465711107860628,1.4152108699488262,0.9864666168929476,1.0,1.105,1.105,1.0,1.105,1.105,1.292000795915836,26.733333333333327,21.213333333333328,21.213333333333328,1.2602137020741673,11.310541246843163,True,9,9,9,9
260216-1,PMTAC,GOX,1.0814432862074448,1.0814432862074448,1.0814432862074448,1.0814432862074448,,,,,0.07829652509831707,0.07829652509831707,0.07829652509831707,0.07829652509831707,PBS,PBS,GOx,21.213333333333328,8.754283497809826,0.7016027655562542,2.1969550146665897,0.4922464406361842,1.0,0.4922464406361842,0.4922464406361842,1.0,0.4922464406361842,2.1969550146665897,14.883333333333336,21.213333333333328,21.213333333333328,0.7016027655562542,19.232767030326272,True,10,10,10,10
