run_id,polymer_id,polymer_label,n_points,abs_activity_at_0,abs_activity_at_20,functional_activity_at_20_rel,gox_abs_activity_at_20_ref,functional_reference_source,functional_reference_round_id,functional_reference_run_id,y0_REA_percent,t50_definition,t50_target_rea_percent,t50_linear_min,t50_exp_min,rea_at_20_percent,fit_model,fit_k_per_min,fit_tau_min,fit_plateau,fit_r2,rea_connector
260211-1,GOx,GOx,7,32.07333333333333,9.027619047619044,1.0,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.798057447983798,11.653322843997445,28.146806425750498,exp,0.059480646836878905,16.812191076913184,,0.9701326049583658,exp
260211-1,GOx with EtOH,GOx with EtOH,7,28.11,4.118181818181818,0.456175852842168,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.352135664490426,11.107706980587286,14.650237702532262,exp,0.062402364571854885,16.025033776541,,0.9182287636665765,exp
260211-1,GOx with DMSO,GOx with DMSO,7,31.076666666666657,7.779999999999998,0.8617997679080073,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,13.422685834502104,12.374042700006386,25.03486002359756,exp,0.05601622665804988,17.851970039047494,,0.9587628426383994,exp
260211-1,PMBTA-1,PMBTA-1,7,31.209999999999997,4.002597402597403,0.44337243092386064,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.084786053882727,9.934345776555755,12.824727339306005,exp,0.06977280599551065,14.332231386313206,,0.9528268626545917,exp
260211-1,PMBTA-2,PMBTA-2,7,31.79333333333333,4.822597402597403,0.5342047972072239,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.367319915254235,10.447386393113003,15.168580633038594,exp,0.06634646738220319,15.072392539594963,,0.9604829533394666,exp
260211-1,PMBTA-3,PMBTA-3,7,25.76333333333333,5.74056277056277,0.6358889027419464,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,13.596311475409834,13.068616911501135,22.281910094046204,exp,0.05303906184210939,18.854028809500328,,0.9090351497653899,exp
260211-1,PMBTA-4,PMBTA-4,7,33.61,6.941269841269845,0.7688926398705919,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.905050337426704,11.3821559344823,20.652394648229237,exp,0.06089770554452275,16.4209799213025,,0.9696525648908857,exp
260211-1,PMBTA-5,PMBTA-5,7,30.479999999999997,4.943290043290044,0.547574063240273,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,13.580780132271562,11.506466125899916,16.21814318664713,exp,0.06023979673478894,16.600321617992652,,0.9524364611522864,exp
260211-1,PMPC,PMPC,7,28.399999999999995,6.441904761904758,0.7135773815803353,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,15.943025051048359,14.156198806913503,22.68276324614352,exp,0.04896421631359338,20.423077816572373,,0.9172559760650403,exp
260211-1,PMTAC,PMTAC,7,15.13555555555556,4.52380952380952,0.5011077117839432,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,18.645462507769675,20.926818065813524,29.88862554271449,exp,0.03312243545005462,30.19101664513474,,0.7425164146946932,exp
260211-1,PMBTA-6,PMBTA-6,7,34.463333333333324,6.215873015873019,0.6885395787178681,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.215107161526399,10.700163520480496,18.0361921342674,exp,0.06477912035953813,15.437072847698204,,0.9760056590976137,exp
260211-1,PMBTA-7,PMBTA-7,7,32.56666666666666,5.170129870129871,0.5727013781660899,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,9.850300928287256,9.50202634709529,15.875526725066136,exp,0.07294730147447297,13.70852628935065,,0.9829926628929261,exp
260211-1,PMBTA-8,PMBTA-8,7,34.76333333333332,4.637922077922079,0.5137480938725799,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,10.661499999999998,9.168712304684455,13.3414193439124,exp,0.07559918530825799,13.227655773305882,,0.9824148479621686,exp
260211-1,PMBTA-9,PMBTA-9,7,33.00333333333333,5.705324675324675,0.6319855374080505,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,13.576043737574548,11.251262891633257,17.287116479117287,exp,0.06160616699085293,16.23214117749732,,0.9650840571158851,exp
260211-1,PMBTA-10,PMBTA-10,7,24.053333333333327,9.313333333333327,1.0316489081126698,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,9.102423108681833,11.334184962703752,38.71951219512194,exp,0.06115544989258726,16.351772438210965,,0.9724847980472955,exp
260211-1,PMBTA-11,PMBTA-11,7,27.463333333333328,7.775793650793654,0.8613338256496824,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,15.09625312022165,16.55982385521643,28.313364428184205,exp,0.04185715902657988,23.890775753915502,,0.8463632847358175,exp
