plate_id,well,row,col,heat_min,polymer_id,sample_name,source_file,use_for_bo,include_in_all_polymers,all_polymers_pair,status,abs_activity,slope,intercept,r2,n,t_start,t_end,select_method,select_method_used,exclude_reason,dy,mono_frac,down_steps,pos_steps,pos_steps_eps,pos_eps,rmse,snr,start_idx_used,skip_indices,skip_count,baseline_abs_activity,REA_percent,run_id
plate1,A1,A,1,0.0,GOx,,1-plate1.csv,True,True,True,ok,32.07333333333333,32.07333333333333,447.75999999999965,0.9998179692513175,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2886.0,1.0,0,5,5,235.7334,14.515508947329465,198.8218263976725,0,,0,32.07333333333333,100.0,260211-1
plate1,A2,A,2,5.0,GOx,,1-plate1.csv,True,True,True,ok,24.335238095238086,24.335238095238086,623.1790476190481,0.9995137806427453,6,6.0,156.0,initial_positive,initial_positive,,2925.5,1.0,0,5,5,168.460425,27.499321780958308,106.38444188924083,0,,0,32.07333333333333,75.87374172283752,260211-1
plate1,A3,A,3,10.0,GOx,,1-plate1.csv,True,True,True,ok,21.825714285714284,21.825714285714284,778.2838095238101,0.9984474510745249,6,6.0,156.0,initial_positive,initial_positive,,2619.0,1.0,0,5,5,152.893125,44.09538722591261,59.393967595342666,0,,0,32.07333333333333,68.04941057695163,260211-1
plate1,A4,A,4,15.0,GOx,,1-plate1.csv,True,True,True,ok,11.480952380952386,11.480952380952386,585.8642857142845,0.9994011048033928,8,6.0,216.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,2069.0,1.0,0,7,7,57.26542499999999,19.318985850342013,107.0967190528412,0,,0,32.07333333333333,35.79594381922382,260211-1
plate1,A5,A,5,20.0,GOx,,1-plate1.csv,True,True,True,ok,9.027619047619043,9.027619047619043,573.5961904761909,0.99989030501989,6,6.0,156.0,initial_positive,initial_positive,,1082.0,1.0,0,5,5,18.347175,4.8445682232620975,223.34291729123598,0,,0,32.07333333333333,28.146806425750498,260211-1
plate1,A6,A,6,40.0,GOx,,1-plate1.csv,True,True,True,ok,0.6088744588744591,0.6088744588744591,297.73203463203464,0.9995005719562223,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,129.5,1.0,0,8,8,3.3358499999999998,1.715038782270339,75.5084965650133,0,,0,32.07333333333333,1.898382224717707,260211-1
plate1,A7,A,7,60.0,GOx,,1-plate1.csv,True,True,True,ok,0.26333333333333275,0.26333333333333275,305.8199999999998,0.9977617905675459,4,6.0,96.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,24.0,1.0,0,7,6,2.2239,0.41833001326704117,57.37097324791329,0,,0,32.07333333333333,0.8210351278320498,260211-1
plate1,B1,B,1,0.0,GOx with EtOH,,1-plate1.csv,True,True,True,ok,28.109999999999996,28.109999999999996,594.6399999999994,0.9995619470795921,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2526.0,1.0,0,5,5,169.572375,19.73765436925063,127.9787330725143,0,,0,28.109999999999996,100.0,260211-1
plate1,B2,B,2,5.0,GOx with EtOH,,1-plate1.csv,True,True,True,ok,26.803333333333327,26.803333333333327,763.2800000000001,0.9989522830223238,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2406.0,1.0,0,5,5,166.7925,29.114858749442725,82.6382164758388,0,,0,28.109999999999996,95.35159492470056,260211-1
plate1,B3,B,3,10.0,GOx with EtOH,,1-plate1.csv,True,True,True,ok,18.103809523809517,18.103809523809517,742.7580952380955,0.9990247653119314,6,6.0,156.0,initial_positive,initial_positive,,2171.5,1.0,0,5,5,118.422675,28.980179323993013,74.93052322840929,0,,0,28.109999999999996,64.40344903525265,260211-1
