run_id,polymer_id,heat_min,abs_activity,REA_percent,include_in_all_polymers,all_polymers_pair
260211-1,PMBTA-6,60.0,0.14316017316017293,0.415398509991797,True,False
260211-1,PMBTA-7,0.0,32.56666666666666,100.0,True,False
260211-1,PMBTA-7,5.0,25.339999999999993,77.80962128966222,True,False
260211-1,PMBTA-7,10.0,16.003809523809515,49.141687381196064,True,False
260211-1,PMBTA-7,15.0,11.603968253968258,35.631427596627205,True,False
260211-1,PMBTA-7,20.0,5.170129870129871,15.875526725066136,True,False
260211-1,PMBTA-7,40.0,0.3399567099567102,1.0438793550359577,True,False
260211-1,PMBTA-7,60.0,0.13999999999999851,0.4298874104401183,True,False
260211-1,PMBTA-8,0.0,34.76333333333332,100.0,True,False
260211-1,PMBTA-8,5.0,25.753333333333327,74.08188704573784,True,False
260211-1,PMBTA-8,10.0,18.32666666666666,52.718381436379325,True,False
260211-1,PMBTA-8,15.0,11.183809523809517,32.17128063230277,True,False
260211-1,PMBTA-8,20.0,4.637922077922079,13.341419343912401,True,False
260211-1,PMBTA-8,40.0,0.3974891774891772,1.143415027775944,True,False
260211-1,PMBTA-8,60.0,0.11456140350877214,0.3295466588611723,True,False
260211-1,PMBTA-9,0.0,33.00333333333333,100.0,True,False
260211-1,PMBTA-9,5.0,26.219999999999995,79.44652055347944,True,False
260211-1,PMBTA-9,10.0,20.27047619047618,61.419481437661396,True,False
260211-1,PMBTA-9,15.0,15.000952380952373,45.45284026144544,True,False
260211-1,PMBTA-9,20.0,5.705324675324675,17.287116479117287,True,False
260211-1,PMBTA-9,40.0,0.48978354978355,1.4840426718014847,True,False
260211-1,PMBTA-9,60.0,0.14600141542816714,0.4423838463635001,True,False
260211-1,PMBTA-10,0.0,24.053333333333327,100.0,True,False
260211-1,PMBTA-10,5.0,18.50761904761904,76.94409249287297,True,False
260211-1,PMBTA-10,10.0,10.608686868686869,44.104851172478675,True,False
260211-1,PMBTA-10,15.0,9.497171717171717,39.48380702815294,True,False
260211-1,PMBTA-10,20.0,9.313333333333329,38.71951219512194,True,False
260211-1,PMBTA-10,40.0,1.5799999999999998,6.568736141906874,True,False
260211-1,PMBTA-10,60.0,0.3543956043956046,1.4733741867888221,True,False
260211-1,PMBTA-11,0.0,27.463333333333328,100.0,True,False
260211-1,PMBTA-11,5.0,29.379999999999995,106.97900230610512,True,False
260211-1,PMBTA-11,10.0,24.066666666666663,87.63199417405025,True,False
260211-1,PMBTA-11,15.0,13.848571428571423,50.425675792831996,True,False
260211-1,PMBTA-11,20.0,7.775793650793654,28.313364428184205,True,False
260211-1,PMBTA-11,40.0,0.6006926406926406,2.187253212863117,True,False
260211-1,PMBTA-11,60.0,3.8595238095238105,14.053369861113525,True,False
