run_id,polymer_id,heat_min,abs_activity,REA_percent
260205-R1,GOx,0.0,5.033333333333334,100.0
260205-R1,GOx,5.0,3.224444444444445,64.06181015452539
260205-R1,GOx,10.0,2.106666666666667,41.854304635761586
260205-R1,GOx,15.0,1.214632034632035,24.131762277457646
260205-R1,GOx,20.0,0.28050125313283214,5.5728725787979885
260205-R1,GOx,40.0,0.14505050505050507,2.881798113586193
260205-R1,GOx,60.0,0.14505050505050507,2.881798113586193
260205-R1,PMBTA-1,0.0,6.8599999999999985,100.0
260205-R1,PMBTA-1,5.0,5.986666666666665,87.26919339164236
260205-R1,PMBTA-1,10.0,5.207619047619046,75.91281410523392
260205-R1,PMBTA-1,15.0,4.540000000000001,66.18075801749274
260205-R1,PMBTA-1,20.0,3.839999999999999,55.97667638483964
260205-R1,PMBTA-1,40.0,1.3951510403064336,20.33747872166813
260205-R1,PMBTA-1,60.0,0.9124812030075191,13.301475262500281
260205-R1,PMBTA-2,0.0,7.539999999999999,100.0
260205-R1,PMBTA-2,5.0,6.039999999999998,80.10610079575595
260205-R1,PMBTA-2,10.0,5.52,73.20954907161804
260205-R1,PMBTA-2,15.0,5.066666666666665,67.19717064544649
260205-R1,PMBTA-2,20.0,4.006666666666667,53.13881520778073
260205-R1,PMBTA-2,40.0,1.4921212121212122,19.789405996302552
260205-R1,PMBTA-2,60.0,0.7375757575757577,9.78217185113737
260205-R1,PMBTA-3,0.0,6.119999999999998,100.00000000000001
260205-R1,PMBTA-3,5.0,7.586666666666666,123.96514161220047
260205-R1,PMBTA-3,10.0,6.233333333333332,101.85185185185185
260205-R1,PMBTA-3,15.0,5.839999999999999,95.42483660130719
260205-R1,PMBTA-3,20.0,4.26,69.60784313725492
260205-R1,PMBTA-3,40.0,3.575238095238094,58.418923124805474
260205-R1,PMBTA-3,60.0,1.6939393939393943,27.678748266983575
260205-R1,PMBTA-4,0.0,5.993333333333331,100.0
260205-R1,PMBTA-4,5.0,6.499999999999998,108.45383759733036
260205-R1,PMBTA-4,10.0,6.633333333333332,110.67853170189099
260205-R1,PMBTA-4,15.0,5.5666666666666655,92.88097886540601
260205-R1,PMBTA-4,20.0,4.233333333333333,70.6340378197998
260205-R1,PMBTA-4,40.0,2.4476190476190482,40.83902749086288
260205-R1,PMBTA-4,60.0,1.217835497835498,20.31983589269463
260205-R1,PMBTA-5,0.0,6.653333333333332,100.0
260205-R1,PMBTA-5,5.0,5.986666666666666,89.97995991983969
260205-R1,PMBTA-5,10.0,6.393333333333333,96.09218436873748
260205-R1,PMBTA-5,15.0,6.5666666666666655,98.69739478957915
260205-R1,PMBTA-5,20.0,6.186666666666665,92.98597194388776
260205-R1,PMBTA-5,40.0,3.8323809523809507,57.60091611795017
260205-R1,PMBTA-5,60.0,2.1555555555555554,32.39812959251837
260205-R1,PMPC,0.0,6.233333333333332,100.0
260205-R1,PMPC,5.0,5.499999999999999,88.23529411764706
260205-R1,PMPC,10.0,3.973333333333333,63.743315508021404
260205-R1,PMPC,15.0,2.6690476190476202,42.81894576012226
260205-R1,PMPC,20.0,1.7872727272727276,28.67282450170152
260205-R1,PMPC,40.0,0.5460389708910418,8.759983490230619
260205-R1,PMPC,60.0,0.25111111111111106,4.028520499108735
260205-R1,PMTAC,0.0,5.979999999999999,100.0
260205-R1,PMTAC,5.0,5.686666666666666,95.0947603121516
260205-R1,PMTAC,10.0,3.9133333333333327,65.44035674470457
260205-R1,PMTAC,15.0,2.262222222222222,37.82980304719435
260205-R1,PMTAC,20.0,1.3442424242424245,22.478970305057267
260205-R1,PMTAC,40.0,0.31428007889546355,5.255519713970964
260205-R1,PMTAC,60.0,0.1358395989974938,2.271565200626987
