polymer_id,n_runs,mean_fog,median_fog,mean_native,median_native,feasible_rate_070
PMBTA-3,5,0.9503853229313306,1.025998718614735,1.0221130673710181,1.0016401845207583,1.0
PMBTA-5,5,0.8447471358243007,0.9867359997428914,1.1706248087992421,0.9995982322217756,1.0
PMBTA-4,5,0.9195133283096506,0.9708517692901264,1.1737255363174965,1.0297308155885898,1.0
PMBTA-2,5,0.7808415173850447,0.8938563721051337,1.206603470096452,0.9912700062357098,1.0
PMBTA-1,5,0.739548514038858,0.8514149181261685,1.192895013244236,1.079951787866613,1.0
PMPC,5,1.0477451882736082,1.130384649091661,0.8618434606625851,0.8854707960922884,0.6
PMTAC,5,0.902303297830213,0.8662550809373012,0.7540440416385185,0.8220063052354127,0.6
