run_id,raw_top,raw_native,raw_fog,raw_fit_r2,cons070_top,cons070_native,cons070_fog,cons070_fit_r2
260209-1,PMBTA-3,0.7162562895789089,1.179609067687257,0.9040977670851936,PMBTA-3,0.7162562895789089,1.179609067687257,0.9040977670851936
260209-2,PMBTA-10,0.8012837391095745,0.7306063024359707,0.9439071734007982,PMBTA-10,0.8012837391095745,0.7306063024359707,0.9439071734007982
260209-3,PMBTA-11,0.8395192073418339,1.4806768551599392,0.9656244562811864,PMBTA-11,0.8395192073418339,1.4806768551599392,0.9656244562811864
260211-1,PMTAC,0.414565376423618,1.623511957374557,,PMBTA-11,0.8562668883807939,1.4200862513785226,0.8463632847358175
260211-2,PMBTA-10,0.5744917136511195,1.5956638764220237,0.8117108525967022,PMBTA-11,1.0284982060481809,1.071524111959006,0.9496997625199916
