run_id,polymer_id,native_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,fog_native_constrained,t50_min
260211-2,PMBTA-11,1.0284982060481807,1.0284982060481807,0.7,1,1.071524111959006,1.071524111959006,14.707290985432351
260211-2,PMBTA-5,0.9333675038441823,0.9333675038441823,0.7,1,1.0142944196266372,1.0142944196266372,13.92178020807794
260211-2,PMBTA-9,0.9695540748334187,0.9695540748334187,0.7,1,1.0039162085074396,1.0039162085074396,13.77933323079132
260211-2,PMBTA-4,1.0078933880061507,1.0078933880061507,0.7,1,0.9708517692901263,0.9708517692901263,13.325504592301687
260211-2,GOx with DMSO,0.9399282419272168,0.9399282419272168,0.7,1,0.9495204890832505,0.9495204890832505,13.032720378122177
260211-2,PMBTA-6,1.0037929267042542,1.0037929267042542,0.7,1,0.9243008269244841,0.9243008269244841,12.686565862527418
260211-2,PMBTA-3,1.0016401845207585,1.0016401845207585,0.7,1,0.9166490190771217,0.9166490190771217,12.581540354169954
260211-2,PMBTA-8,0.9495643259866736,0.9495643259866736,0.7,1,0.9056233207140945,0.9056233207140945,12.430206238275742
260211-2,PMBTA-7,0.9555099948744236,0.9555099948744236,0.7,1,0.8966662532539017,0.8966662532539017,12.307265283384528
260211-2,GOx with EtOH,0.9034341363403383,0.9034341363403383,0.7,1,0.8912660348826307,0.8912660348826307,12.233144148745795
260211-2,PMBTA-1,0.940953357252691,0.940953357252691,0.7,1,0.863715118929397,0.863715118929397,11.854991820378126
260211-2,PMBTA-2,0.9555099948744236,0.9555099948744236,0.7,1,0.8485762107969449,0.8485762107969449,11.647201510649454
260211-2,PMPC,1.0996412096360841,1.0996412096360841,0.7,1,0.8240529780670256,0.8240529780670256,11.310605893586755
260211-2,PMBTA-10,0.5744917136511195,0.5744917136511195,0.7,0,1.5956638764220237,,21.90141377460622
260211-2,PMTAC,0.6745258841619681,0.6745258841619681,0.7,0,0.6671356421291814,,9.156824289850892
