run_id,polymer_id,reference_polymer_id,functional_activity_at_20_rel,functional_activity_at_20_rel_sem,abs_activity_at_20,gox_abs_activity_at_20_ref,functional_reference_source,functional_reference_round_id,functional_reference_run_id,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,use_for_bo,rank_functional
260211-2,PMBTA-11,GOX,1.142253375940624,,10.553333333333324,9.239047619047614,same_run_gox,,260211-2,33.443333333333335,32.51666666666666,32.51666666666666,1.0284982060481807,True,1
260211-2,PMBTA-10,GOX,1.121946191114318,,10.36571428571428,9.239047619047614,same_run_gox,,260211-2,18.680555555555564,32.51666666666666,32.51666666666666,0.5744917136511195,True,2
260211-2,GOx,GOX,1.0,,9.239047619047614,9.239047619047614,same_run_gox,,260211-2,32.51666666666666,32.51666666666666,32.51666666666666,1.0,True,3
260211-2,PMBTA-4,GOX,0.9383568704257292,,8.669523809523804,9.239047619047614,same_run_gox,,260211-2,32.773333333333326,32.51666666666666,32.51666666666666,1.0078933880061507,True,4
260211-2,PMBTA-9,GOX,0.9271380957289636,,8.56587301587302,9.239047619047614,same_run_gox,,260211-2,31.526666666666657,32.51666666666666,32.51666666666666,0.9695540748334187,True,5
260211-2,PMBTA-5,GOX,0.895268529017627,,8.271428571428567,9.239047619047614,same_run_gox,,260211-2,30.349999999999987,32.51666666666666,32.51666666666666,0.9333675038441823,True,6
260211-2,PMBTA-3,GOX,0.7894632855719346,,7.293888888888889,9.239047619047614,same_run_gox,,260211-2,32.56999999999999,32.51666666666666,32.51666666666666,1.0016401845207585,True,7
260211-2,PMPC,GOX,0.7481617015427973,,6.9123015873015925,9.239047619047614,same_run_gox,,260211-2,35.75666666666666,32.51666666666666,32.51666666666666,1.0996412096360841,True,8
260211-2,PMBTA-6,GOX,0.7205442737862076,,6.657142857142853,9.239047619047614,same_run_gox,,260211-2,32.63999999999999,32.51666666666666,32.51666666666666,1.0037929267042542,True,9
260211-2,GOx with DMSO,GOX,0.6741573033707873,,6.228571428571432,9.239047619047614,same_run_gox,,260211-2,30.563333333333325,32.51666666666666,32.51666666666666,0.9399282419272168,True,10
260211-2,PMBTA-7,GOX,0.6597687523622999,,6.0956349206349225,9.239047619047614,same_run_gox,,260211-2,31.07,32.51666666666666,32.51666666666666,0.9555099948744236,True,11
260211-2,PMTAC,GOX,0.6425348695217787,,5.93641025641026,9.239047619047614,same_run_gox,,260211-2,21.933333333333326,32.51666666666666,32.51666666666666,0.6745258841619681,True,12
260211-2,PMBTA-2,GOX,0.6292134831460675,,5.813333333333331,9.239047619047614,same_run_gox,,260211-2,31.07,32.51666666666666,32.51666666666666,0.9555099948744236,True,13
260211-2,GOx with EtOH,GOX,0.6161735903515105,,5.692857142857144,9.239047619047614,same_run_gox,,260211-2,29.37666666666666,32.51666666666666,32.51666666666666,0.9034341363403383,True,14
260211-2,PMBTA-8,GOX,0.6095388479163351,,5.631558441558441,9.239047619047614,same_run_gox,,260211-2,30.87666666666666,32.51666666666666,32.51666666666666,0.9495643259866736,True,15
260211-2,PMBTA-1,GOX,0.5898360993711987,,5.449523809523805,9.239047619047614,same_run_gox,,260211-2,30.59666666666666,32.51666666666666,32.51666666666666,0.940953357252691,True,16
