select_method_used,count,fraction
initial_positive_tangent,19,0.3392857142857143
initial_positive_ext_tangent,17,0.30357142857142855
initial_positive,8,0.14285714285714285
initial_positive_ext,5,0.08928571428571429
full_range_outlier_skip,3,0.05357142857142857
initial_positive_ext_intskip1_tangent,2,0.03571428571428571
initial_positive_ext_skip1,1,0.017857142857142856
initial_positive_post_long_ext,1,0.017857142857142856
