run_id,polymer_id,polymer_label,reference_polymer_id,n_points,abs_activity_at_0,native_activity_rel_at_0,native_0,native_activity_min_rel_threshold,native_activity_feasible,abs_activity_at_20,u_at_20,t_theta_min,t_theta_censor_flag,functional_activity_at_20_rel,gox_abs_activity_at_0_ref,gox_abs_activity_at_20_ref,functional_reference_source,functional_reference_round_id,functional_reference_run_id,y0_REA_percent,t50_definition,t50_target_rea_percent,t50_linear_min,t50_exp_min,rea_at_20_percent,fit_model,fit_k_per_min,fit_tau_min,fit_plateau,fit_r2,rea_connector
260211-2,GOx,GOx,GOX,7,32.51666666666666,1.0,1.0,0.7,1,9.239047619047614,0.2841326792121256,11.198196773173049,,1.0,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,14.284245491932932,13.725580993734107,28.41326792121256,exp,0.05050038908199043,19.801827632980007,,0.9418217239105293,exp
260211-2,GOx with DMSO,GOx with DMSO,GOX,7,30.563333333333325,0.9399282419272168,0.9399282419272168,0.7,1,6.228571428571432,0.19155012081716352,9.73144952545298,,0.6741573033707873,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,13.895730490494696,13.032720378122175,20.37922814452427,exp,0.053185149412360654,18.802241058809397,,0.9093098343389332,exp
260211-2,GOx with EtOH,GOx with EtOH,GOX,7,29.37666666666666,0.9034341363403383,0.9034341363403383,0.7,1,5.692857142857144,0.17507505308632942,8.613593603010353,,0.6161735903515105,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,13.215718225119076,12.233144148745797,19.37883970109093,exp,0.05666140872140464,17.6486963978754,,0.920541329316068,exp
260211-2,PMPC,PMPC,GOX,7,35.75666666666666,1.0996412096360841,1.0996412096360841,0.7,1,6.9123015873015925,0.21257718874325765,8.695117197017687,,0.7481617015427973,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,13.120700636942672,11.310605893586755,19.33150439256529,exp,0.06128293984259214,16.317755032127096,,0.966478042904714,exp
260211-2,PMTAC,PMTAC,GOX,7,21.933333333333326,0.6745258841619681,0.6745258841619681,0.7,0,5.93641025641026,0.18256515396443654,0.0,already_below,0.6425348695217787,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,8.463992997007365,9.156824289850892,27.065700257189643,exp,0.07569733333511769,13.210504993259486,,0.9914576045375676,exp
260211-2,PMBTA-1,PMBTA-1,GOX,7,30.59666666666666,0.940953357252691,0.940953357252691,0.7,1,5.449523809523805,0.16759171121036823,9.065836298932386,,0.5898360993711987,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,13.10129728706027,11.854991820378126,17.810841517127596,exp,0.058468802936536876,17.10313790903875,,0.9259800271802551,exp
260211-2,PMBTA-2,PMBTA-2,GOX,7,31.069999999999997,0.9555099948744236,0.9555099948744236,0.7,1,5.813333333333331,0.17878011276268577,9.62173579109064,,0.6292134831460675,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,13.017769352553954,11.647201510649454,18.7104387941208,exp,0.059511907639459655,16.80335985964841,,0.9341265708279162,exp
260211-2,PMBTA-3,PMBTA-3,GOX,7,32.56999999999999,1.0016401845207585,1.0016401845207585,0.7,1,7.293888888888889,0.22431231846916116,9.480119634060523,,0.7894632855719346,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,13.41541787596991,12.581540354169954,22.394500733462973,exp,0.0550923941781272,18.151325875705368,,0.933051996227608,exp
260211-2,PMBTA-4,PMBTA-4,GOX,7,32.773333333333326,1.0078933880061507,1.0078933880061507,0.7,1,8.669523809523804,0.2666178516511678,10.184596737207631,,0.9383568704257292,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,14.570202450370173,13.325504592301687,26.45298151807508,exp,0.05201658036727443,19.224639392656755,,0.9539421192887213,exp
260211-2,PMBTA-5,PMBTA-5,GOX,7,30.349999999999987,0.9333675038441823,0.9333675038441823,0.7,1,8.271428571428567,0.25437504576407693,9.245258841619679,,0.895268529017627,32.51666666666666,9.239047619047614,same_run_gox,,260211-2,100.0,rea50,50.0,15.127218338262974,13.921780208077939,27.253471405036475,exp,0.04978868867343239,20.084883266540164,,0.9393122623891271,exp
