run_id,source_run_id,rank_in_source_run,polymer_id,t50_min,t50_definition
260211-group_mean,260211-1,1,PMTAC,18.931999387264057,rea50
260211-group_mean,260211-1,2,PMBTA-11,16.55982385521643,rea50
260211-group_mean,260211-1,3,PMPC,14.156198806913505,rea50
260211-group_mean,260211-2,1,PMBTA-10,21.90141377460622,rea50
260211-group_mean,260211-2,2,PMBTA-11,14.707290985432351,rea50
260211-group_mean,260211-2,3,PMBTA-5,13.92178020807794,rea50
260211-group_mean,260211-3,1,PMBTA-10,15.376047964950647,rea50
260211-group_mean,260211-3,2,PMBTA-9,15.19391232836635,rea50
260211-group_mean,260211-3,3,PMBTA-11,15.009073312628932,rea50
