run_id,polymer_id,reference_polymer_id,functional_activity_at_20_rel,functional_activity_at_20_rel_sem,abs_activity_at_20,gox_abs_activity_at_20_ref,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,use_for_bo,rank_functional
260211-group_mean,GOx,GOX,1.0,0.0,9.13333333333333,9.13333333333333,32.294999999999995,32.294999999999995,32.294999999999995,1.0,True,1
260211-group_mean,PMBTA-10,GOX,0.9842588735814138,0.09613986255222255,8.771821219715955,8.856894179894178,21.059040404040406,30.04536507936508,32.294999999999995,0.6520836167840349,True,2
260211-group_mean,PMBTA-11,GOX,0.9716613529079597,0.08651166688588312,8.632460317460316,8.856894179894178,30.53,30.04536507936508,32.294999999999995,0.9453475770243074,True,3
260211-group_mean,PMBTA-9,GOX,0.8797937416947675,0.13155236551071442,7.747224627224628,8.856894179894178,31.12444444444444,30.04536507936508,32.294999999999995,0.963754279128176,True,4
260211-group_mean,PMBTA-4,GOX,0.8536247551481606,0.08473211527756867,7.805396825396825,9.13333333333333,33.19166666666666,32.294999999999995,32.294999999999995,1.0277648758837798,True,5
260211-group_mean,PMPC,GOX,0.7744313082107377,0.044691167425667325,6.8361904761904775,8.856894179894178,32.151111111111106,30.04536507936508,32.294999999999995,0.9955445459393439,True,6
260211-group_mean,GOx with DMSO,GOX,0.7679785356393973,0.09382123226861,7.0042857142857144,9.13333333333333,30.819999999999993,32.294999999999995,32.294999999999995,0.9543272952469422,True,7
260211-group_mean,PMBTA-6,GOX,0.735518700831984,0.032325205937651584,6.498412698412699,8.856894179894178,33.48222222222222,30.04536507936508,32.294999999999995,1.0367617966317457,True,8
260211-group_mean,PMBTA-5,GOX,0.72142129612895,0.17384723288867698,6.607359307359305,9.13333333333333,30.414999999999992,32.294999999999995,32.294999999999995,0.9417866542808483,True,9
260211-group_mean,PMBTA-3,GOX,0.7126760941569406,0.07678719141499407,6.517225829725829,9.13333333333333,29.16666666666666,32.294999999999995,32.294999999999995,0.9031325798627238,True,10
260211-group_mean,PMBTA-7,GOX,0.6301160815843089,0.028712539389574056,5.576265031265032,8.856894179894178,31.88444444444444,30.04536507936508,32.294999999999995,0.9872873337805991,True,11
260211-group_mean,PMBTA-8,GOX,0.6006864477756441,0.047843596824452835,5.3020057720057725,8.856894179894178,30.71555555555555,30.04536507936508,32.294999999999995,0.9510932204847672,True,12
260211-group_mean,PMBTA-2,GOX,0.5817091401766457,0.04750434296942179,5.317965367965368,9.13333333333333,31.431666666666665,32.294999999999995,32.294999999999995,0.9732672756360635,True,13
260211-group_mean,PMTAC,GOX,0.5703174507696187,0.05502888300521124,5.0476923076923095,8.856894179894178,17.8821645021645,30.04536507936508,32.294999999999995,0.5537130980698096,True,14
260211-group_mean,GOx with EtOH,GOX,0.5361747215968393,0.07999886875467126,4.905519480519481,9.13333333333333,28.743333333333332,32.294999999999995,32.294999999999995,0.8900242555607164,True,15
260211-group_mean,PMBTA-1,GOX,0.5166042651475297,0.07323183422366907,4.726060606060605,9.13333333333333,30.90333333333333,32.294999999999995,32.294999999999995,0.9569076740465501,True,16
