run_id,polymer_id,native_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,fog_native_constrained,t50_min
260211-plate7,PMBTA-5,1.2628153030562868,1.2628153030562868,0.7,1,,,12.887016751452675
260211-plate7,PMBTA-11,1.3071795521820497,1.3071795521820497,0.7,1,,,15.102971932990224
