run_id,plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
260211-3,plate2,306.0,7683,7371,6201,4633,2613,440,360,4120,3870,1984,2749,2883,658,431,8093,7474,6313,4679,2455,457,353,7969,7189,6292,4623,2212,393,311,7071,7450,5960,4497,2340,417,325,7580,7447,6465,5119,3208,438,333,6925,4922,5184,3064,3181,887,374,7883,7874,6924,5819,2927,555,363
260211-3,plate2,336.0,8068,7724,6557,4974,2787,455,361,4342,4239,2201,3001,2792,666,441,8388,7839,6640,5013,2631,472,358,8343,7513,6670,4932,2393,402,314,7468,7800,6333,4814,2516,431,331,7923,7727,6849,5423,3421,452,335,7296,5129,5379,3315,3359,938,382,8203,8171,7247,6082,3112,578,369
260211-3,plate2,366.0,8428,8104,6872,5211,2964,471,368,4394,4195,2436,3206,2744,675,446,8659,8101,6992,5338,2812,489,359,8545,7831,7003,5221,2555,416,316,7797,8082,6625,5094,2678,446,333,8268,8034,7112,5686,3628,471,340,7632,5371,5534,3562,3548,983,397,8469,8497,7537,6436,3347,600,375
260211-3,plate2,396.0,8746,8313,7146,5448,3167,477,367,4503,4062,2734,3456,2735,695,454,8896,8380,7263,5551,2977,504,365,8830,8109,7282,5505,2711,428,321,8142,8365,6954,5363,2834,453,337,8558,8196,7434,5960,3822,484,343,7926,5602,5729,3843,3700,1024,406,8625,8686,7766,6678,3519,629,381
260211-3,plate2,426.0,9026,8580,7379,5708,3319,494,368,4608,3933,3084,3724,2750,693,462,9035,8554,7533,5835,3141,516,374,8993,8360,7558,5740,2848,440,325,8387,8616,7198,5598,2984,471,343,8830,8438,7688,6204,4038,501,351,8058,5823,5931,4088,3873,1065,418,8776,8804,8002,6973,3703,654,388
260211-3,plate2,456.0,9253,8789,7665,5977,3478,506,373,4801,4028,3510,3954,2833,705,469,9078,8755,7820,6101,3327,531,375,9066,8502,7823,6032,3013,454,330,8697,8809,7434,5838,3123,483,349,9076,8559,7887,6441,4239,519,355,8212,6051,6105,4336,4065,1109,425,8681,8865,8246,7131,3890,674,394
260211-3,plate2,486.0,9420,9014,7847,6193,3652,517,381,4964,4292,4041,4232,2919,714,481,9104,8826,8040,6379,3484,551,379,8950,8628,8030,6223,3184,464,331,8916,8966,7703,6083,3322,507,351,9195,8685,8120,6703,4442,533,359,8323,6268,6262,4615,4195,1158,433,8604,8824,8418,7346,4075,698,399
260211-3,plate2,516.0,9579,9168,8030,6382,3816,529,376,5188,4627,4541,4510,3015,734,482,9011,8784,8193,6610,3647,559,380,8860,8699,8206,6460,3325,479,337,9100,8981,7849,6300,3460,513,356,9287,8574,8253,6876,4609,555,363,8393,6480,6366,4834,4330,1191,444,8578,8772,8568,7589,4255,722,404
260211-3,plate2,546.0,9542,9211,8265,6574,3982,543,380,5433,5013,5021,4755,3153,751,489,8939,8716,8419,6796,3812,578,387,8716,8658,8468,6622,3452,489,340,9203,8927,8048,6480,3612,533,361,9232,8454,8458,7066,4752,572,369,8466,6628,6601,5065,4481,1235,457,8452,8703,8623,7805,4398,748,409
260211-3,plate2,576.0,9555,9278,8440,6771,4138,556,385,5743,5460,5498,4987,3282,771,503,8843,8623,8500,6978,3939,597,391,8575,8523,8567,6839,3603,495,344,9336,8818,8184,6730,3764,550,367,9159,8442,8574,7256,4932,589,374,8583,6836,6745,5275,4629,1283,469,8397,8651,8641,7885,4582,771,412
260211-3,plate2,606.0,9541,9259,8582,7052,4274,567,386,5994,5752,5952,5178,3405,795,508,8726,8555,8625,7208,4096,607,393,8421,8452,8750,7000,3772,513,348,9268,8733,8304,6911,3906,562,370,9117,8300,8703,7446,5116,606,379,8643,7005,6850,5485,4757,1327,477,8260,8559,8568,8008,4743,802,422
