run_id,plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
260211-3,plate2,6.0,550,825,791,702,519,304,318,541,421,646,912,564,379,384,734,984,919,760,495,301,307,946,1104,998,793,478,271,271,822,1172,1003,798,526,273,278,1084,1347,1191,985,681,263,284,977,759,757,523,629,338,280,1425,1714,1503,1294,722,319,305
260211-3,plate2,36.0,1528,1742,1478,1203,755,327,324,1333,606,1105,1468,781,441,395,1771,1892,1619,1218,699,324,313,1971,1968,1675,1237,665,288,279,1645,2063,1643,1247,717,291,284,1987,2243,1903,1492,967,283,291,1634,1346,1233,729,913,408,296,2412,2672,2267,1883,962,342,314
260211-3,plate2,66.0,2523,2655,2166,1688,978,340,335,1646,764,1494,1866,927,481,402,2792,2779,2293,1664,910,339,320,2930,2806,2336,1676,850,299,282,2448,2903,2263,1672,909,306,287,2840,3081,2598,1990,1239,300,296,2296,2013,1751,973,1214,479,306,3316,3507,2956,2433,1193,366,320
260211-3,plate2,96.0,3448,3467,2775,2147,1194,349,338,2317,944,1767,2213,1054,501,388,3728,3609,2948,2102,1106,354,325,3828,3533,2969,2114,1023,309,287,3205,3671,2824,2064,1093,316,296,3684,3842,3218,2444,1513,316,300,2878,2582,2281,1252,1498,539,312,4192,4284,3644,2975,1418,394,323
260211-3,plate2,126.0,4247,4221,3391,2552,1409,365,349,2465,1198,1677,2492,1166,544,388,4566,4358,3536,2524,1304,367,328,4651,4208,3526,2519,1198,324,290,3872,4370,3386,2444,1277,329,295,4399,4530,3782,2894,1767,333,306,3482,3047,2796,1506,1774,600,320,4954,4988,4235,3442,1656,414,331
260211-3,plate2,156.0,5004,4911,3908,2975,1614,380,349,2610,1303,1435,2722,1313,598,398,5368,5008,4085,2928,1504,384,332,5345,4785,4075,2909,1382,334,295,4516,5002,3873,2830,1453,345,304,5060,5166,4332,3318,2030,348,311,4099,3453,3291,1765,2033,654,327,5574,5632,4786,3921,1876,439,335
260211-3,plate2,186.0,5599,5501,4438,3342,1832,390,351,2857,1574,1306,2559,1539,667,404,6016,5589,4597,3318,1689,398,338,6009,5393,4591,3279,1545,346,296,5090,5583,4325,3199,1629,360,305,5697,5698,4838,3705,2276,365,313,4758,3825,3780,2066,2294,707,341,6155,6177,5256,4333,2093,462,340
260211-3,plate2,216.0,6248,6044,4936,3732,2022,406,354,3190,2062,1344,2224,1901,716,411,6652,6156,5104,3670,1889,414,343,6620,5928,5094,3641,1730,357,301,5649,6116,4811,3529,1826,368,310,6231,6201,5280,4096,2516,383,319,5357,4181,4223,2348,2528,756,347,6724,6684,5744,4743,2312,484,346
260211-3,plate2,246.0,6759,6586,5355,4076,2227,417,354,3513,2668,1536,2276,2410,704,417,7263,6655,5540,4053,2073,429,345,7092,6395,5484,3969,1893,367,305,6160,6639,5238,3852,1990,384,314,6733,6702,5731,4442,2772,404,321,5954,4448,4578,2595,2753,803,354,7136,7162,6202,5136,2526,507,351
260211-3,plate2,276.0,7227,6995,5776,4405,2410,432,358,3847,3248,1792,2496,2827,674,421,7697,7097,5909,4356,2276,441,349,7577,6816,5930,4288,2059,382,307,6635,7052,5617,4192,2168,399,319,7179,7082,6136,4796,2976,418,328,6465,4709,4905,2813,2988,843,362,7526,7531,6565,5500,2737,532,359
