group_label,pattern_id,pair_tag,polymer_ids,source_runs,n_polymers,n_source_runs,png_path
260216,pair_01,GOx__GOx_with_DMSO__GOx_with_EtOH,GOx|GOx with DMSO|GOx with EtOH,260216-1|260216-2|260216-3,3,3,/home/shunya/research/gox_plate_pipeline/data/processed/across_runs/260216-group_mean/plots/per_polymer_across_runs__260216__260216-1/all_polymers_pair__260216__GOx__GOx_with_DMSO__GOx_with_EtOH.png
