run_id,polymer_id,reference_polymer_id,functional_activity_at_20_rel,functional_activity_at_20_rel_sem,abs_activity_at_20,gox_abs_activity_at_20_ref,functional_reference_source,functional_reference_round_id,functional_reference_run_id,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,use_for_bo,rank_functional
260216-3,PMTAC,GOX,1.9724398301085444,,7.65494505494506,3.8809523809523774,same_run_gox,,260216-3,17.180303030303026,20.90190476190476,20.90190476190476,0.821949158509964,True,1
260216-3,PMBTA-4,GOX,1.8635582822085897,,7.23238095238095,3.8809523809523774,same_run_gox,,260216-3,28.733333333333324,20.90190476190476,20.90190476190476,1.3746753542625412,True,2
260216-3,PMBTA-5,GOX,1.722229038854807,,6.683888888888889,3.8809523809523774,same_run_gox,,260216-3,22.306666666666665,20.90190476190476,20.90190476190476,1.0672073631931471,True,3
260216-3,PMBTA-6,GOX,1.6684049079754624,,6.475000000000004,3.8809523809523774,same_run_gox,,260216-3,28.97333333333333,20.90190476190476,20.90190476190476,1.3861575613979131,True,4
260216-3,PMBTA-11,GOX,1.608997955010227,,6.244444444444448,3.8809523809523774,same_run_gox,,260216-3,29.63333333333332,20.90190476190476,20.90190476190476,1.4177336310201845,True,5
260216-3,PMBTA-10,GOX,1.592713544124588,,6.18124542124542,3.8809523809523774,same_run_gox,,260216-3,15.164688644688642,20.90190476190476,20.90190476190476,0.7255170673405511,True,6
260216-3,PMPC,GOX,1.515828220858896,,5.88285714285714,3.8809523809523774,same_run_gox,,260216-3,22.409523809523805,20.90190476190476,20.90190476190476,1.0721283091083063,True,7
260216-3,PMBTA-1,GOX,1.4683026584867092,,5.6984126984127,3.8809523809523774,same_run_gox,,260216-3,26.026666666666664,20.90190476190476,20.90190476190476,1.2451815737914065,True,8
260216-3,PMBTA-3,GOX,1.2355939765755728,,4.7952813852813865,3.8809523809523774,same_run_gox,,260216-3,25.3,20.90190476190476,20.90190476190476,1.2104160021870873,True,9
260216-3,PMBTA-7,GOX,1.0877746793084224,,4.221601731601732,3.8809523809523774,same_run_gox,,260216-3,27.04761904761904,20.90190476190476,20.90190476190476,1.2940265184307649,True,10
260216-3,PMBTA-9,GOX,1.0691132180702745,,4.14917748917749,3.8809523809523774,same_run_gox,,260216-3,28.48095238095237,20.90190476190476,20.90190476190476,1.3626008110447894,True,11
260216-3,PMBTA-2,GOX,1.0438929168990527,,4.051298701298702,3.8809523809523774,same_run_gox,,260216-3,28.623333333333324,20.90190476190476,20.90190476190476,1.3694126759921625,True,12
260216-3,GOx,GOX,1.0,,3.8809523809523774,3.8809523809523774,same_run_gox,,260216-3,20.90190476190476,20.90190476190476,20.90190476190476,1.0,True,13
260216-3,GOx with DMSO,GOX,0.9960401561628563,,3.865584415584416,3.8809523809523774,same_run_gox,,260216-3,21.869523809523805,20.90190476190476,20.90190476190476,1.0462933430537202,False,14
260216-3,GOx with EtOH,GOX,0.9570217512548808,,3.714155844155844,3.8809523809523774,same_run_gox,,260216-3,19.713333333333324,20.90190476190476,20.90190476190476,0.9431357360914928,False,15
260216-3,PMBTA-8,GOX,0.9383937534857788,,3.641861471861472,3.8809523809523774,same_run_gox,,260216-3,27.16571428571428,20.90190476190476,20.90190476190476,1.2996764933703921,True,16
