run_id,polymer_id,reference_polymer_id,objective_loglinear_main,objective_loglinear_main_exp,abs0_vs_solvent_control,fog_vs_solvent_control,fog_sem,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,solvent_group,solvent_control_polymer_id,use_for_bo,rank_objective_loglinear_main
260216-3,PMBTA-6,GOX,0.611289606314031,1.8428063617885446,1.3861575613979131,1.3294349885666028,,1.3294349885666028,28.97333333333333,20.90190476190476,20.90190476190476,1.3861575613979131,11.900653610435423,PBS,GOx,True,1
260216-3,PMBTA-4,GOX,0.5957630284960693,1.8144148671543072,1.3746753542625412,1.319886081850699,,1.319886081850699,28.733333333333324,20.90190476190476,20.90190476190476,1.3746753542625412,11.81517501828038,PBS,GOx,True,2
260216-3,PMBTA-11,GOX,0.4886580293293574,1.630127168612853,1.4177336310201845,1.149812018947334,,1.149812018947334,29.63333333333332,20.90190476190476,20.90190476190476,1.4177336310201845,10.29272937171693,PBS,GOx,True,3
260216-3,PMBTA-1,GOX,0.4512214655810757,1.5702289952653896,1.3202570172472106,1.189335845030675,,1.3140697803544232,26.026666666666664,20.90190476190476,20.90190476190476,1.2451815737914065,11.763109449075174,ETOH,GOx with EtOH,True,4
260216-3,PMBTA-3,GOX,0.4423585180693602,1.556373628490147,1.2104160021870873,1.2858171287209956,,1.2858171287209956,25.3,20.90190476190476,20.90190476190476,1.2104160021870873,11.51020124103392,PBS,GOx,True,5
260216-3,PMBTA-2,GOX,0.34383226530690353,1.4103420523753174,1.3694126759921625,1.029888270424765,,1.029888270424765,28.623333333333324,20.90190476190476,20.90190476190476,1.3694126759921625,9.21921242421216,PBS,GOx,True,6
260216-3,PMBTA-5,GOX,0.3265996854652569,1.3862464314960234,1.0672073631931471,1.2989475891061064,,1.2989475891061064,22.306666666666665,20.90190476190476,20.90190476190476,1.0672073631931471,11.627740693607851,PBS,GOx,True,7
260216-3,PMPC,GOX,0.3061931029985439,1.35824456232363,1.136769892265327,1.1948280576088741,,1.3201379995260296,22.409523809523805,20.90190476190476,20.90190476190476,1.0721283091083063,11.81743010034023,ETOH,GOx with EtOH,True,8
260216-3,PMTAC,GOX,0.3016092085503489,1.352032760613696,0.821949158509964,1.6449104505011864,,1.6449104505011864,17.180303030303026,20.90190476190476,20.90190476190476,0.821949158509964,14.724683538460368,PBS,GOx,True,9
260216-3,PMBTA-10,GOX,0.3170931335938119,1.3731304505441004,0.7255170673405511,1.8926232232929203,,1.8926232232929203,15.164688644688642,20.90190476190476,20.90190476190476,0.7255170673405511,16.942124729062243,PBS,GOx,True,10
260216-3,PMBTA-9,GOX,0.2625822398909817,1.3002833989364173,1.3626008110447894,0.9542658336885992,,0.9542658336885992,28.48095238095237,20.90190476190476,20.90190476190476,1.3626008110447894,8.54226587736032,PBS,GOx,True,11
260216-3,PMBTA-7,GOX,0.24771183454102585,1.2810907129051814,1.2940265184307649,0.9900034463426063,,0.9900034463426063,27.04761904761904,20.90190476190476,20.90190476190476,1.2940265184307649,8.862176931843557,PBS,GOx,True,12
260216-3,PMBTA-8,GOX,0.21983370883516531,1.245869536264148,1.2996764933703921,0.9585997304862314,,0.9585997304862314,27.16571428571428,20.90190476190476,20.90190476190476,1.2996764933703921,8.581061459705873,PBS,GOx,True,13
260216-3,GOx with DMSO,GOX,0.0337498260985578,1.0343258130337445,1.0462933430537202,0.9885619744219655,,0.9885619744219655,21.869523809523805,20.90190476190476,20.90190476190476,1.0462933430537202,8.849273361406306,PBS,GOx,False,14
260216-3,GOx,GOX,0.0,1.0,1.0,1.0,,1.0,20.90190476190476,20.90190476190476,20.90190476190476,1.0,8.95166270843128,PBS,GOx,True,15
260216-3,GOx with EtOH,GOX,0.0,1.0,1.0,1.0,,1.1048769662874585,19.713333333333324,20.90190476190476,20.90190476190476,0.9431357360914928,9.890485936520127,ETOH,GOx with EtOH,False,16
