run_id,plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
260211-2,plate1,546.0,10086,9014,8974,6807,5143,971,515,9601,9185,8215,5915,3650,745,501,9521,9311,8487,6536,3892,704,456,8623,8725,8259,5880,3480,494,392,8538,8550,8584,5684,3457,544,326,7836,8917,8533,6768,4207,670,350,8895,8806,8685,7559,4838,749,360,8501,8629,8795,7394,4668,638,368
260211-2,plate1,576.0,9830,9147,9100,7011,5356,990,527,9672,9136,8416,6120,3794,741,504,9539,9345,8619,6751,4014,711,457,8528,8742,8368,6071,3603,502,399,8455,8535,8691,5894,3607,556,326,7712,8748,8676,6975,4305,693,353,8768,8654,8827,7709,5017,772,369,8367,8507,8951,7585,4864,662,374
260211-2,plate1,606.0,9884,9258,9231,7266,5509,1011,528,9674,9131,8590,6261,3916,754,503,9576,9284,8821,7104,4164,724,460,8434,8657,8490,6265,3708,508,402,8350,8412,8921,6070,3712,571,337,7597,8610,8773,7126,4514,706,357,8610,8530,8819,7945,5178,795,369,8173,8342,9033,7795,4988,674,376
260211-2,plate2,6.0,563,983,896,913,707,365,326,651,787,801,1194,1023,413,406,669,1117,1051,904,628,312,298,852,1201,1037,984,579,288,267,861,1257,1094,955,640,285,286,1090,1440,1161,1327,862,302,273,792,739,910,500,712,337,276,1452,1784,1658,1480,1089,360,249
260211-2,plate2,36.0,1658,1943,1567,1424,928,376,334,1309,1433,1117,1907,1399,445,410,1670,2049,1755,1397,836,325,304,1816,2051,1686,1486,779,297,273,1817,2124,1731,1425,834,302,292,2099,2315,1785,1931,1137,320,284,1429,1088,1364,814,997,389,296,2554,2703,2426,2100,1425,385,255
260211-2,plate2,66.0,2752,2850,2199,1941,1152,388,340,1658,2090,1436,2481,1684,444,417,2660,2951,2445,1868,1035,337,309,2767,2878,2306,1982,963,316,274,2758,2919,2332,1916,1019,318,299,3040,3136,2378,2504,1407,339,281,1987,1501,1938,1294,1308,437,304,3563,3543,3177,2687,1752,406,258
260211-2,plate2,96.0,3774,3679,2798,2464,1357,402,347,1660,2645,1686,2851,1804,483,398,3603,3779,3067,2334,1236,352,315,3642,3608,2852,2432,1151,326,277,3635,3710,2899,2370,1214,330,301,3929,3887,2939,3049,1666,357,287,2546,1886,2626,1768,1626,486,318,4460,4319,3863,3227,2066,432,262
260211-2,plate2,126.0,4615,4424,3393,2922,1561,417,360,1511,3145,1980,2705,1846,490,395,4415,4495,3645,2782,1424,367,319,4383,4273,3419,2850,1332,336,281,4424,4413,3447,2781,1385,341,304,4713,4598,3460,3551,1922,372,291,3092,2328,3259,2170,1954,530,328,5272,5012,4421,3762,2374,460,265
260211-2,plate2,156.0,5387,5055,3925,3369,1756,427,362,1663,3655,2296,2488,1838,498,410,5171,5169,4223,3213,1633,379,320,5120,4935,3937,3277,1507,343,288,5138,5062,3940,3186,1568,357,307,5411,5225,3942,4049,2174,392,298,3654,2782,3785,2532,2251,576,331,5954,5615,5042,4247,2673,484,266
260211-2,plate2,186.0,6098,5704,4417,3826,1973,437,368,2112,4120,2609,2524,1872,497,415,5882,5779,4692,3631,1818,397,324,5772,5500,4407,3701,1684,355,289,5762,5606,4432,3570,1750,367,315,5990,5765,4394,4487,2427,409,300,4206,3226,4114,2837,2536,622,344,6559,6215,5551,4691,2939,509,271
260211-2,plate2,216.0,6705,6200,4855,4212,2161,446,378,2874,4606,2785,2678,1933,493,430,6506,6327,5199,4028,1991,410,335,6328,6023,4884,4074,1868,371,290,6342,6174,4851,3957,1927,383,322,6556,6341,4848,4924,2659,431,306,4741,3688,4283,3137,2759,663,359,7130,6715,6041,5112,3233,534,273
260211-2,plate2,246.0,7247,6685,5248,4605,2349,462,383,3544,5107,2921,2940,2069,504,423,7024,6837,5653,4378,2175,422,334,6821,6520,5331,4449,2036,381,298,6869,6675,5263,4291,2094,397,323,7070,6728,5247,5325,2891,447,309,5206,4145,4384,3415,2994,707,367,7557,7118,6464,5535,3513,562,270
260211-2,plate2,276.0,7750,7122,5701,4972,2534,471,391,3652,5572,3137,3202,2242,520,437,7538,7256,6035,4726,2347,434,338,7304,6995,5710,4827,2215,394,301,7330,7144,5668,4644,2289,409,329,7448,7127,5629,5728,3091,463,314,5625,4553,4538,3713,3217,746,379,7939,7536,6896,5875,3785,583,276
260211-2,plate2,306.0,8158,7500,6038,5328,2721,483,395,3742,6116,3407,3617,2442,544,446,7920,7625,6415,5065,2539,451,344,7737,7336,6116,5175,2385,409,301,7751,7517,6062,4966,2447,426,338,7846,7502,6016,6028,3355,482,320,5998,4929,4644,4004,3408,792,387,8237,7919,7267,6287,4042,615,282
260211-2,plate2,336.0,8534,7840,6381,5628,2916,508,402,4224,6534,3685,4017,2639,570,449,8305,7955,6783,5421,2717,466,343,8052,7726,6436,5476,2541,421,305,8151,7873,6420,5273,2639,443,341,8177,7854,6325,6397,3561,500,321,6315,5295,4781,4277,3624,826,399,8534,8216,7597,6589,4265,637,281
260211-2,plate2,366.0,8856,8209,6726,6000,3068,508,414,4819,6977,4015,4407,2812,591,462,8577,8201,7125,5691,2875,477,348,8417,8005,6765,5831,2713,430,310,8450,8192,6776,5571,2792,450,345,8454,8113,6659,6716,3767,517,324,6626,5597,4993,4579,3789,867,408,8679,8462,7897,6894,4515,661,283
260211-2,plate2,396.0,9206,8458,7006,6258,3232,524,415,5373,7352,4310,4745,3024,611,465,8906,8508,7422,5999,3043,493,358,8679,8317,7080,6103,2881,446,316,8680,8511,7076,5861,2956,464,349,8700,8390,6937,7029,3981,533,332,6941,5904,5158,4820,3981,898,416,8829,8713,8201,7118,4754,691,288
260211-2,plate2,426.0,9369,8726,7308,6536,3424,532,423,5706,7638,4663,4964,3215,638,474,9037,8699,7698,6293,3203,509,358,8902,8546,7372,6389,3025,451,322,8934,8708,7349,6137,3106,484,353,8891,8530,7239,7255,4178,551,338,7175,6121,5383,5076,4149,934,431,8815,8879,8424,7471,5015,716,290
260211-2,plate2,456.0,9605,8931,7603,6772,3601,548,426,6048,7951,5012,5040,3395,661,480,9130,8827,7946,6550,3366,524,363,9047,8684,7598,6651,3179,468,317,9114,8910,7656,6419,3270,492,359,8960,8746,7499,7517,4348,568,343,7451,6363,5546,5321,4338,975,440,8766,9049,8648,7712,5208,744,291
260211-2,plate2,486.0,9697,9083,7783,7082,3753,561,430,6358,8161,5362,5173,3578,678,487,9172,8823,8131,6740,3526,534,370,9112,8910,7906,6912,3319,477,322,9192,9049,7928,6657,3432,509,365,8859,8880,7699,7800,4552,590,348,7698,6571,5741,5577,4529,1010,451,8690,9025,8815,7946,5410,771,295
260211-2,plate2,516.0,9770,9280,8065,7273,3893,570,438,6697,8378,5704,5269,3730,694,493,9068,8783,8310,7029,3698,548,367,9066,9009,8047,7162,3494,495,322,9135,9153,8091,6878,3563,522,368,8834,8920,7931,7956,4720,609,350,7842,6802,5945,5826,4671,1047,466,8603,9019,8972,8104,5598,792,302
260211-2,plate2,546.0,9809,9398,8254,7457,4063,584,444,7021,8437,6110,5454,3868,714,499,8971,8707,8544,7267,3843,560,372,8939,9028,8258,7371,3609,503,330,8998,9131,8281,7110,3708,534,371,8730,8900,8114,8165,4885,619,353,7971,7025,6154,6029,4824,1093,477,8508,8940,9175,8302,5765,819,301
260211-2,plate2,576.0,9747,9337,8416,7633,4195,594,448,7403,8595,6360,5690,4028,737,508,8787,8573,8661,7433,3983,578,383,8824,8911,8458,7569,3764,514,334,8811,9040,8504,7311,3879,551,375,8577,8747,8343,8397,5094,640,354,8163,7242,6285,6241,4987,1127,488,8404,8858,9145,8530,6008,834,301
260211-2,plate2,606.0,9710,9387,8636,7782,4333,610,458,7609,8647,6743,5901,4179,755,514,8633,8449,8751,7663,4139,590,381,8690,8800,8610,7812,3906,531,339,8700,8915,8656,7518,4008,566,379,8542,8640,8457,8555,5219,658,364,8295,7490,6458,6466,5158,1175,498,8230,8758,9107,8655,6167,865,306
