run_id,plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
260211-2,plate1,6.0,662,739,1261,1152,965,531,416,721,906,1224,1078,877,543,442,821,1028,1281,1130,897,473,392,941,1014,1212,899,796,324,330,891,971,1275,851,613,300,264,1167,1201,1310,1031,671,308,260,1213,1278,1461,1270,789,324,252,1354,1494,1529,1310,813,317,273
260211-2,plate1,36.0,1677,1619,2066,1638,1266,560,423,1634,1801,1908,1458,1060,557,445,1815,2012,2022,1575,1094,487,394,1922,1927,1883,1272,974,334,338,1895,1838,1989,1209,802,319,265,2230,2184,2015,1476,894,334,265,2256,2212,2192,1797,1070,347,256,2344,2418,2242,1819,1066,341,281
260211-2,plate1,66.0,2678,2461,2833,2064,1551,586,433,2530,2639,2516,1810,1245,562,450,2743,2901,2684,1980,1280,500,401,2845,2756,2542,1634,1137,345,340,2834,2658,2650,1525,970,334,267,3211,3138,2677,1900,1111,355,272,3250,3100,2891,2283,1328,369,266,3247,3265,2872,2282,1317,353,285
260211-2,plate1,96.0,3580,3251,3534,2485,1819,617,436,3360,3415,3101,2148,1403,577,455,3568,3739,3295,2371,1479,511,404,3693,3547,3146,1962,1303,353,347,3685,3375,3298,1878,1149,346,272,4097,4008,3267,2327,1341,375,276,4159,3876,3531,2756,1594,395,267,4088,4040,3497,2753,1569,373,286
260211-2,plate1,126.0,4352,3965,4108,2899,2102,647,442,4102,4123,3647,2470,1569,583,460,4326,4482,3896,2769,1659,517,407,4441,4235,3704,2302,1466,360,347,4513,4069,3870,2181,1312,358,272,4841,4782,3858,2710,1560,394,279,4992,4611,4138,3206,1839,415,274,4822,4779,4074,3188,1802,392,292
260211-2,plate1,156.0,5091,4640,4627,3253,2350,664,443,4783,4732,4122,2776,1749,594,464,4996,5166,4440,3124,1850,534,406,5138,4868,4225,2626,1612,371,348,5188,4653,4405,2508,1492,374,276,5560,5434,4421,3090,1772,417,286,5695,5277,4679,3640,2095,442,284,5479,5390,4609,3619,2058,407,298
260211-2,plate1,186.0,5771,5192,5156,3607,2613,689,455,5400,5342,4600,3090,1922,608,465,5581,5763,4912,3464,2024,552,411,5719,5495,4701,2938,1760,383,352,5826,5283,4912,2820,1653,387,282,6123,6027,4901,3451,1991,431,289,6336,5911,5218,4054,2348,468,286,6045,5979,5113,3994,2283,426,304
260211-2,plate1,216.0,6340,5691,5632,3939,2836,713,457,5941,5877,5035,3378,2071,613,468,6148,6305,5365,3788,2205,571,416,6266,6031,5167,3222,1916,391,351,6413,5729,5399,3084,1803,399,284,6680,6558,5385,3801,2196,454,298,6919,6461,5673,4416,2568,493,289,6598,6504,5586,4374,2510,444,310
260211-2,plate1,246.0,6878,6154,6107,4272,3099,735,466,6487,6366,5494,3669,2220,630,469,6699,6782,5792,4122,2365,579,412,6758,6515,5563,3543,2076,395,357,6861,6231,5820,3343,1988,413,292,7158,7074,5793,4160,2429,469,299,7493,6914,6120,4818,2811,514,296,7103,6980,5983,4728,2706,459,319
260211-2,plate1,276.0,7437,6596,6508,4600,3308,762,469,6995,6828,5911,3930,2386,645,473,7108,7220,6178,4521,2528,595,416,7159,6933,5959,3814,2226,402,365,7314,6626,6227,3657,2137,423,294,7520,7462,6195,4437,2595,488,304,7889,7335,6512,5176,3054,537,304,7444,7339,6406,5077,2929,479,323
260211-2,plate1,306.0,7846,6914,6921,4860,3542,787,474,7404,7215,6234,4171,2527,653,475,7574,7551,6517,4670,2679,601,421,7543,7330,6298,4058,2373,416,367,7714,7014,6580,3889,2276,435,296,7926,7864,6531,4777,2797,512,306,8305,7687,6891,5513,3255,560,309,7859,7727,6805,5374,3147,498,324
260211-2,plate1,336.0,8271,7308,7299,5176,3774,813,475,7765,7554,6562,4436,2667,665,475,7952,7937,6869,4947,2842,611,428,7934,7704,6632,4318,2514,427,368,8034,7337,6921,4178,2449,450,299,8170,8182,6895,5092,2984,535,314,8670,8051,7227,5828,3459,585,313,8204,8038,7130,5692,3332,518,330
260211-2,plate1,366.0,8638,7688,7628,5455,3982,825,487,8140,7888,6798,4626,2803,681,480,8239,8197,7150,5191,2992,622,433,8155,7945,6957,4572,2670,432,374,8332,7635,7183,4381,2591,460,301,8372,8408,7222,5348,3151,553,320,8917,8307,7460,6137,3689,610,319,8448,8355,7429,5971,3570,533,333
260211-2,plate1,396.0,8930,7982,7901,5678,4149,852,485,8418,8194,7119,4883,2931,689,487,8578,8458,7439,5453,3156,635,438,8421,8186,7204,4811,2804,444,377,8512,7862,7483,4621,2748,479,311,8464,8602,7476,5660,3327,575,324,9147,8542,7795,6381,3893,638,331,8686,8576,7756,6250,3729,549,341
260211-2,plate1,426.0,9196,8313,8118,5889,4373,871,492,8778,8458,7396,5125,3093,694,488,8817,8717,7652,5635,3281,656,435,8612,8387,7434,5026,2947,450,382,8709,8129,7722,4849,2881,492,315,8407,8779,7748,5879,3529,590,330,9267,8773,8048,6667,4081,653,335,8826,8744,8080,6483,3925,568,350
260211-2,plate1,456.0,9400,8549,8461,6137,4566,899,506,9057,8674,7635,5316,3246,712,494,9074,8928,7871,5871,3434,667,434,8764,8564,7709,5296,3070,465,385,8745,8315,8029,5054,3029,505,313,8278,8884,8013,6105,3703,613,333,9316,8905,8241,6892,4283,677,340,8794,8819,8269,6705,4135,590,348
260211-2,plate1,486.0,9805,8749,8666,6396,4777,927,501,9280,8923,7837,5513,3399,724,494,9276,9090,8104,6103,3580,677,446,8731,8703,7882,5476,3212,473,385,8693,8477,8240,5297,3186,516,316,8155,8909,8190,6333,3859,630,340,9147,9003,8420,7102,4493,708,348,8715,8837,8503,6959,4314,601,356
260211-2,plate1,516.0,9846,8838,8756,6619,4975,945,509,9508,9052,8090,5716,3508,735,498,9445,9288,8310,6346,3745,689,456,8701,8733,8103,5669,3355,483,393,8628,8621,8446,5517,3318,534,327,8009,8937,8388,6589,4019,646,343,9036,8902,8575,7344,4646,726,352,8606,8757,8674,7161,4480,627,366
