plate_id,time_s,well,signal,source_file,row,polymer_id,sample_name,use_for_bo,include_in_all_polymers,all_polymers_pair,run_id
plate1,6.0,A1,662,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,36.0,A1,1677,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,66.0,A1,2678,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,96.0,A1,3580,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,126.0,A1,4352,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,156.0,A1,5091,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,186.0,A1,5771,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,216.0,A1,6340,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,246.0,A1,6878,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,276.0,A1,7437,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,306.0,A1,7846,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,336.0,A1,8271,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,366.0,A1,8638,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,396.0,A1,8930,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,426.0,A1,9196,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,456.0,A1,9400,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,486.0,A1,9805,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,516.0,A1,9846,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,546.0,A1,10086,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,576.0,A1,9830,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,606.0,A1,9884,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,6.0,A2,739,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,36.0,A2,1619,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,66.0,A2,2461,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,96.0,A2,3251,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,126.0,A2,3965,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,156.0,A2,4640,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,186.0,A2,5192,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,216.0,A2,5691,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,246.0,A2,6154,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,276.0,A2,6596,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,306.0,A2,6914,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,336.0,A2,7308,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,366.0,A2,7688,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,396.0,A2,7982,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,426.0,A2,8313,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,456.0,A2,8549,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,486.0,A2,8749,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,516.0,A2,8838,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,546.0,A2,9014,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,576.0,A2,9147,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,606.0,A2,9258,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,6.0,A3,1261,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,36.0,A3,2066,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,66.0,A3,2833,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,96.0,A3,3534,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,126.0,A3,4108,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,156.0,A3,4627,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,186.0,A3,5156,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,216.0,A3,5632,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,246.0,A3,6107,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,276.0,A3,6508,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,306.0,A3,6921,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,336.0,A3,7299,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,366.0,A3,7628,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,396.0,A3,7901,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,426.0,A3,8118,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,456.0,A3,8461,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,486.0,A3,8666,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,516.0,A3,8756,1-plate3.csv,A,GOx,,True,True,True,260211-2
plate1,546.0,A3,8974,1-plate3.csv,A,GOx,,True,True,True,260211-2
