run_id,polymer_id,reference_polymer_id,fog_activity_bonus_penalty,fog_abs_bonus_penalty,fog_abs_modulated,fog_solvent_balanced,fog_activity_bonus_penalty_sem,fog_abs_bonus_penalty_sem,fog_abs_modulated_sem,fog_solvent_balanced_sem,log_fog_activity_bonus_penalty,log_fog_abs_bonus_penalty,log_fog_abs_modulated,log_fog_solvent_balanced,stock_solvent_group,solvent_group,solvent_control_polymer_id,solvent_control_abs_activity_at_0,solvent_control_t50_min,abs0_vs_solvent_control,fog_vs_solvent_control,abs_activity_down_penalty,abs_activity_up_bonus,abs_activity_balance_factor,solvent_activity_down_penalty,solvent_activity_up_bonus,solvent_activity_balance_factor,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_objective_fog_activity_bonus_penalty,rank_objective_solvent_balanced,rank_objective_abs_bonus_penalty,rank_objective_abs_modulated
260211-group_mean,PMPC,GOX,1.1266395218535328,1.1266395218535328,1.1266395218535328,1.1267706503737034,0.14795244569326566,0.14795244569326566,0.14795244569326566,0.19963338043189288,0.11923932750716724,0.11923932750716724,0.11923932750716724,0.11935570979915719,ETOH,ETOH,GOx with EtOH,28.743333333333332,11.669799761096783,1.1185588928833738,1.100366677951563,1.0,1.0292563542494042,1.0292563542494042,1.0,1.023995612509181,1.023995612509181,1.0190082864620633,32.151111111111106,32.294999999999995,32.294999999999995,0.9955445459393439,12.84105879547801,True,1,1,1,1
260211-group_mean,PMBTA-11,GOX,1.0563606941698076,1.0563606941698076,1.0563606941698076,1.0860323171523625,0.015163417789198384,0.015163417789198384,0.015163417789198384,0.15575186215310532,0.05482969341221159,0.05482969341221159,0.05482969341221159,0.08253097903616878,DMSO,PBS,GOx,32.294999999999995,12.693360238367362,0.9453475770243074,1.2152334576046515,0.8665964920686635,1.0,0.8665964920686635,0.8936820413857288,1.0,0.8936820413857288,1.2458051816687643,30.53,32.294999999999995,32.294999999999995,0.9453475770243074,15.425396051092571,True,2,2,2,2
260211-group_mean,GOx,GOX,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PBS,PBS,GOx,32.294999999999995,12.693360238367362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.294999999999995,32.294999999999995,32.294999999999995,1.0,12.693360238367362,True,3,3,3,3
260211-group_mean,GOx with EtOH,GOX,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.030583538823985568,0.0,0.0,0.0,0.0,ETOH,ETOH,GOx with EtOH,28.743333333333332,11.669799761096783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9218495737066162,28.743333333333332,32.294999999999995,32.294999999999995,0.8900242555607164,11.669799761096783,True,4,4,4,4
260211-group_mean,PMBTA-4,GOX,0.9734637797013306,0.9734637797013306,0.9734637797013306,0.9732513716935968,0.002612010411204124,0.002612010411204124,0.002612010411204124,0.002612010411204124,-0.026894661126736445,-0.026894661126736445,-0.026894661126736445,-0.02711288309765451,DMSO,PBS,GOx,32.294999999999995,12.693360238367362,1.0277648758837798,0.9732513716935968,1.0,1.0,1.0,1.0,1.0,1.0,0.9734637797013306,33.19166666666666,32.294999999999995,32.294999999999995,1.0277648758837798,12.353830263391995,True,5,5,5,5
260211-group_mean,PMBTA-9,GOX,0.9542861348486683,0.9542861348486683,0.9542861348486683,0.9811290138957303,0.010569657350903094,0.010569657350903094,0.010569657350903094,0.018140093062822608,-0.0467917207971737,-0.0467917207971737,-0.0467917207971737,-0.019051315427991874,DMSO,PBS,GOx,32.294999999999995,12.693360238367362,0.963754279128176,1.0563150806827302,0.9700175520130432,1.0,0.9700175520130432,0.9288223105378702,1.0,0.9288223105378702,0.9843860003535054,31.12444444444444,32.294999999999995,32.294999999999995,0.963754279128176,13.408187844325978,True,6,6,6,6
260211-group_mean,PMBTA-1,GOX,0.9409425969281979,0.9409425969281979,0.9409425969281979,0.9415411138825858,0.028145290554396796,0.028145290554396796,0.028145290554396796,0.006204232054778042,-0.060873143459169915,-0.060873143459169915,-0.060873143459169915,-0.06023726334916645,ETOH,ETOH,GOx with EtOH,28.743333333333332,11.669799761096783,1.07514786037342,0.9333262088683694,1.0,1.0105491817858412,1.0105491817858412,1.0,1.008801751130697,1.008801751130697,0.8575650185277828,30.90333333333333,32.294999999999995,32.294999999999995,0.9569076740465501,10.891729969277463,True,7,7,7,7
260211-group_mean,PMBTA-6,GOX,0.9248754039791363,0.9248754039791363,0.9248754039791363,0.9321813357925434,0.0005745770546521922,0.0005745770546521922,0.0005745770546521922,0.0033622185505117197,-0.07809624894328997,-0.07809624894328997,-0.07809624894328997,-0.07022791692110161,DMSO,PBS,GOx,32.294999999999995,12.693360238367362,1.0367617966317457,0.9321813357925434,1.0,1.0042904281854084,1.0042904281854084,1.0,1.0,1.0,0.9209386083739723,33.48222222222222,32.294999999999995,32.294999999999995,1.0367617966317457,11.832513502697244,True,8,8,8,8
260211-group_mean,GOx with DMSO,GOX,0.9175395503440306,0.9175395503440306,0.9175395503440306,0.9114596084540082,0.07867133653026526,0.07867133653026526,0.07867133653026526,0.05082591127090539,-0.08605959334048115,-0.08605959334048115,-0.08605959334048115,-0.09270799911570565,DMSO,PBS,GOx,32.294999999999995,12.693360238367362,0.9543272952469422,1.0007894915537519,0.9111407453498209,1.0,0.9111407453498209,0.9107405864533443,1.0,0.9107405864533443,1.0053277211610854,30.819999999999993,32.294999999999995,32.294999999999995,0.9543272952469422,12.703381539064281,True,9,9,9,9
260211-group_mean,PMBTA-5,GOX,0.8873805992051172,0.8873805992051172,0.8873805992051172,0.8884129339921456,0.003752762423566258,0.003752762423566258,0.003752762423566258,0.012221637016444029,-0.11948130279027015,-0.11948130279027015,-0.11948130279027015,-0.11831862831936676,DMSO,PBS,GOx,32.294999999999995,12.693360238367362,0.9417866542808483,1.0016357314557895,0.8871435699398378,1.0,0.8871435699398378,0.8869621021815141,1.0,0.8869621021815141,1.0005152096847643,30.414999999999992,32.294999999999995,32.294999999999995,0.9417866542808483,12.714123166988928,True,10,10,10,10
