plate_id,time_s,well,signal,source_file,row,polymer_id,sample_name,use_for_bo,include_in_all_polymers,all_polymers_pair,run_id
plate1,6.0,A1,572.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,36.0,A1,1406.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,66.0,A1,2132.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,96.0,A1,2819.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,126.0,A1,3456.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,156.0,A1,4055.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,186.0,A1,4627.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,216.0,A1,5172.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,246.0,A1,5787.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,276.0,A1,6323.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,306.0,A1,6691.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,336.0,A1,7099.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,366.0,A1,7441.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,396.0,A1,7783.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,426.0,A1,8138.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,456.0,A1,8404.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,486.0,A1,8671.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,516.0,A1,8871.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,546.0,A1,9185.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,576.0,A1,9206.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,606.0,A1,9360.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,6.0,A2,603.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,36.0,A2,1202.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,66.0,A2,1762.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,96.0,A2,2271.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,126.0,A2,2763.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,156.0,A2,3224.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,186.0,A2,3662.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,216.0,A2,4102.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
plate1,246.0,A2,4517.0,1-plate-1.csv,A,GOx,,True,True,True,260209-1
