run_id,plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
260216-2,plate1,6.0,445,753,764,687,516,288,259,622,832,802,643,461,267,236,570,819,867,708,511,270,243,793,998,1043,882,661,309,249,668,810,1246,731,682,268,242,889,953,1057,747,658,280,270,748,795,1210,809,754,330,287,1263,1490,1453,1083,774,323,275
260216-2,plate1,36.0,1232,1470,1294,1060,683,308,271,1507,1502,1299,957,606,282,244,1364,1457,1370,1050,657,284,245,1704,1705,1627,1293,888,329,257,1347,1311,1974,1034,889,290,245,1593,1486,1570,1019,841,283,273,1248,1185,1780,1088,940,349,298,2170,2233,2085,1487,984,347,284
260216-2,plate1,66.0,2078,2182,1816,1436,858,328,274,2416,2146,1769,1282,742,291,246,2171,2072,1858,1384,814,303,249,2593,2387,2202,1702,1107,356,261,2034,1805,2680,1342,1095,301,248,2298,1992,2034,1273,1021,286,276,1720,1562,2299,1339,1117,377,310,3078,2926,2667,1863,1196,364,287
260216-2,plate1,96.0,2905,2833,2315,1793,1005,341,277,3254,2732,2232,1588,880,305,248,2974,2642,2350,1707,962,317,253,3423,3026,2736,2098,1320,381,270,2653,2260,3333,1637,1309,313,254,2924,2453,2496,1514,1187,290,275,2054,1928,2801,1549,1308,404,318,3884,3610,3239,2255,1409,381,296
260216-2,plate1,126.0,3654,3444,2810,2144,1171,356,283,4021,3315,2645,1873,1001,315,253,3667,3192,2824,2015,1109,332,257,4191,3641,3245,2462,1543,408,272,3209,2699,3947,1921,1499,320,256,3549,2913,2919,1778,1343,298,276,2389,2278,3295,1745,1518,438,324,4618,4225,3784,2628,1607,404,300
260216-2,plate1,156.0,4363,4013,3239,2496,1328,370,290,4739,3841,3063,2165,1142,327,254,4342,3718,3271,2335,1260,353,259,4859,4185,3728,2860,1743,433,278,3745,3134,4514,2201,1705,334,261,4113,3331,3320,2038,1524,300,281,2738,2637,3748,1992,1750,462,337,5295,4795,4282,2985,1813,425,308
260216-2,plate1,186.0,5020,4538,3693,2813,1483,389,291,5349,4344,3496,2469,1284,337,258,4946,4175,3695,2625,1403,364,266,5503,4725,4190,3199,1952,458,280,4224,3541,5042,2473,1901,342,264,4609,3733,3721,2247,1696,312,282,3085,3022,4229,2258,1952,472,343,5946,5351,4763,3334,1999,450,311
260216-2,plate1,216.0,5656,5014,4114,3112,1635,396,294,5910,4784,3876,2729,1405,351,258,5485,4667,4091,2935,1549,376,268,6083,5196,4640,3555,2151,480,293,4760,3943,5536,2725,2100,351,264,5076,4121,4092,2475,1850,317,282,3504,3412,4667,2459,2172,501,353,6488,5824,5213,3659,2205,464,313
260216-2,plate1,246.0,6294,5475,4518,3427,1805,415,300,6452,5209,4214,3006,1526,357,261,5987,5069,4483,3230,1698,396,273,6577,5628,5060,3869,2347,514,298,5192,4320,5986,3015,2290,361,270,5530,4481,4413,2700,1995,321,284,3968,3587,5127,2712,2388,515,365,6965,6229,5666,3991,2389,491,323
260216-2,plate1,276.0,6747,5882,4886,3719,1943,434,314,6893,5628,4580,3259,1667,373,264,6441,5487,4860,3502,1836,406,275,7037,6073,5421,4187,2552,534,301,5609,4688,6407,3242,2481,371,268,5990,4820,4719,2912,2106,329,288,4441,3678,5516,2926,2594,556,372,7399,6702,6065,4317,2584,515,322
260216-2,plate1,306.0,7279,6246,5227,4014,2095,443,316,7283,5977,4929,3489,1784,387,268,6919,5878,5183,3778,1984,427,284,7438,6426,5790,4505,2722,547,307,5999,5006,6862,3482,2659,386,273,6339,5097,5004,3147,2237,341,287,5010,3917,5925,3206,2823,586,381,7883,7020,6409,4591,2776,528,326
260216-2,plate1,336.0,7710,6611,5633,4246,2250,464,319,7638,6344,5268,3766,1910,398,270,7307,6199,5527,4043,2115,439,281,7815,6817,6141,4800,2926,564,310,6352,5285,7235,3767,2822,391,276,6691,5390,5353,3344,2413,341,291,5546,4164,6278,3535,2996,623,389,8137,7381,6766,4914,2954,554,338
260216-2,plate1,366.0,8075,6943,5941,4537,2389,473,321,7999,6646,5548,3995,2031,407,273,7599,6564,5883,4291,2258,457,292,8129,7116,6452,5113,3095,590,325,6691,5594,7558,3965,3011,404,278,7019,5689,5661,3546,2517,350,285,5981,4430,6663,3920,3169,651,395,8485,7738,7063,5162,3113,572,337
260216-2,plate1,396.0,8396,7270,6257,4807,2548,493,329,8299,6941,5846,4221,2134,419,271,7925,6821,6120,4538,2409,476,295,8377,7381,6774,5333,3295,610,329,7007,5844,7884,4213,3155,417,287,7324,5966,5951,3721,2680,348,285,6487,4657,7004,4289,3322,688,404,8727,8011,7387,5411,3295,590,348
260216-2,plate1,426.0,8694,7549,6549,5044,2692,513,335,8520,7231,6139,4439,2282,428,277,8135,7106,6405,4759,2572,490,298,8620,7626,7117,5618,3480,636,335,7253,6085,8154,4382,3348,423,290,7611,6257,6230,3952,2799,352,292,6809,4952,7248,4586,3475,699,414,8921,8234,7734,5706,3485,616,355
260216-2,plate1,456.0,8860,7765,6861,5285,2810,526,336,8719,7424,6390,4683,2378,442,280,8391,7396,6646,4981,2734,506,303,8822,7805,7373,5853,3629,660,337,7496,6322,8446,4614,3474,433,286,7903,6465,6466,4111,2942,361,298,7127,5227,7558,4962,3653,737,418,9101,8524,8017,5945,3654,637,361
260216-2,plate1,486.0,9113,7853,7087,5560,2984,535,340,8910,7704,6682,4881,2489,456,286,8651,7601,6914,5208,2831,521,307,8982,8154,7604,6081,3809,685,344,7754,6563,8710,4808,3681,445,297,8118,6655,6763,4274,3113,359,292,7503,5534,7793,5115,3868,773,434,9231,8727,8249,6178,3813,659,366
260216-2,plate1,516.0,9281,8101,7382,5736,3108,553,349,9056,7930,6912,5115,2615,467,288,8824,7857,7166,5430,2915,537,309,9080,8229,7891,6344,3964,706,348,7912,6814,8928,5009,3841,454,294,8325,6909,6996,4457,3220,368,295,7670,5827,8088,5241,3994,814,445,9246,8871,8501,6425,3951,681,368
260216-2,plate1,546.0,9407,8297,7599,5983,3219,568,357,9073,8130,7121,5297,2718,486,290,8978,8017,7398,5637,3049,558,311,9153,8447,8084,6582,4155,726,352,8182,6975,9148,5184,3988,467,294,8525,7120,7216,4614,3345,371,298,7920,6020,8342,5560,4215,856,462,9201,9025,8736,6639,4110,699,377
260216-2,plate1,576.0,9423,8519,7853,6200,3368,590,362,9135,8290,7378,5479,2845,492,287,9042,8212,7619,5820,3160,573,317,9043,8596,8322,6775,4266,752,361,8290,7164,9330,5383,4157,479,302,8741,7315,7487,4848,3495,376,292,8021,6272,8530,5729,4415,892,468,9093,9186,8949,6893,4262,724,383
260216-2,plate1,606.0,9416,8575,8023,6388,3490,608,364,8995,8433,7584,5709,2932,501,292,9054,8358,7810,6032,3307,584,318,8967,8746,8530,6949,4426,775,364,8448,7411,9493,5529,4258,486,304,8937,7447,7649,5040,3658,373,292,8120,6491,8724,5828,4591,917,479,8913,9246,9147,7069,4424,744,385
260216-2,plate2,6.0,418,450,461,426,396,285,284,516,561,491,430,390,281,297,579,621,521,459,397,267,311,445,481,434,423,400,284,298,791,847,707,601,504,312,268,775,768,655,530,465,299,313,835,805,651,597,509,309,293,833,898,699,603,528,323,289
260216-2,plate2,36.0,1188,1071,848,669,537,308,299,1294,1184,879,653,524,301,300,1422,1296,933,687,538,287,341,846,824,701,635,533,321,315,1683,1585,1181,926,700,362,273,1437,1252,974,728,596,316,315,1529,1327,966,813,645,325,300,1440,1444,1056,804,669,337,291
260216-2,plate2,66.0,2051,1740,1235,912,672,323,299,2140,1821,1257,871,655,311,308,2310,1979,1339,928,673,299,370,1341,1257,1034,882,716,354,334,2595,2312,1649,1238,896,411,281,2088,1748,1311,914,721,327,317,2217,1853,1265,1018,775,346,307,2054,1952,1410,1004,797,358,294
260216-2,plate2,96.0,2918,2371,1627,1149,809,331,308,2966,2443,1637,1092,782,324,305,3175,2648,1745,1156,812,308,396,1926,1768,1415,1149,932,390,344,3409,3011,2115,1549,1076,448,285,2731,2234,1633,1116,844,341,321,2882,2341,1582,1233,912,358,312,2603,2437,1741,1195,914,368,296
260216-2,plate2,126.0,3744,3009,2013,1386,951,336,308,3747,3076,2018,1308,910,328,312,3993,3293,2152,1372,947,322,422,2559,2340,1813,1405,1149,431,357,4205,3674,2552,1845,1262,497,289,3340,2685,1938,1314,968,345,325,3505,2827,1881,1433,1038,372,312,3132,2900,2076,1382,1035,382,303
260216-2,plate2,156.0,4508,3595,2373,1603,1086,351,309,4491,3653,2372,1528,1028,343,312,4720,3896,2518,1608,1075,329,446,3198,2876,2232,1669,1364,470,371,4945,4239,2965,2138,1455,537,298,3877,3119,2231,1497,1094,363,322,4100,3276,2140,1642,1171,387,316,3667,3329,2375,1549,1150,395,303
260216-2,plate2,186.0,5203,4170,2733,1818,1221,365,312,5228,4219,2746,1735,1168,351,313,5405,4445,2909,1826,1214,340,484,3814,3430,2638,1918,1598,511,385,5622,4828,3366,2440,1631,581,299,4412,3546,2522,1677,1212,368,327,4620,3730,2419,1843,1307,405,316,4106,3799,2701,1739,1278,408,306
260216-2,plate2,216.0,5881,4705,3085,2050,1353,370,317,5832,4769,3072,1937,1293,363,319,6085,4999,3271,2049,1346,350,505,4328,3960,3078,2188,1802,556,399,6265,5373,3787,2702,1811,632,308,4824,3937,2809,1857,1338,379,326,5123,4149,2677,2044,1434,423,319,4600,4221,3002,1915,1394,414,309
260216-2,plate2,246.0,6492,5222,3418,2268,1492,386,319,6442,5263,3431,2153,1421,374,318,6664,5513,3627,2252,1474,367,533,4787,4421,3462,2416,2000,606,413,6848,5880,4175,2973,1996,679,314,5278,4352,3085,2013,1460,394,330,5572,4525,2945,2242,1572,431,324,5091,4661,3294,2097,1503,431,315
260216-2,plate2,276.0,7055,5746,3777,2484,1632,395,325,7024,5722,3773,2379,1545,383,324,7212,5951,3960,2463,1606,370,566,5181,4882,3816,2662,2209,652,422,7305,6351,4514,3251,2168,714,320,5695,4736,3344,2192,1580,403,334,6008,4916,3179,2419,1697,440,331,5507,5043,3586,2265,1631,448,323
260216-2,plate2,306.0,7607,6176,4091,2692,1753,409,326,7554,6170,4083,2585,1676,397,324,7710,6399,4276,2684,1736,380,595,5517,5269,4203,2901,2410,705,429,7801,6800,4820,3482,2344,758,320,6122,5096,3581,2369,1685,413,335,6404,5278,3465,2623,1824,460,331,5919,5396,3876,2454,1742,457,321
260216-2,plate2,336.0,8098,6565,4379,2899,1889,419,330,7965,6605,4410,2762,1802,410,333,8126,6844,4588,2874,1859,389,619,5892,5650,4513,3119,2593,749,450,8178,7137,5197,3756,2505,806,330,6491,5503,3845,2533,1789,412,338,6809,5609,3659,2766,1908,469,331,6298,5709,4134,2624,1849,469,324
260216-2,plate2,366.0,8523,6984,4691,3122,2014,431,340,8345,6980,4700,2964,1916,427,337,8543,7193,4921,3067,1981,399,646,6256,5996,4849,3340,2770,802,461,8581,7556,5499,3982,2670,853,338,6888,5862,4154,2677,1889,427,341,7179,5944,3965,2934,2045,487,339,6636,6023,4422,2784,1978,477,326
260216-2,plate2,396.0,8900,7325,4998,3320,2159,439,336,8680,7285,5001,3166,2030,439,339,8855,7521,5199,3264,2098,414,675,6601,6245,5078,3569,2917,844,467,8875,7860,5821,4190,2832,895,344,7256,6220,4339,2813,1985,437,347,7541,6251,4199,3139,2157,497,339,7009,6331,4671,2979,2093,492,332
260216-2,plate2,426.0,9242,7661,5270,3511,2274,454,339,8994,7656,5278,3379,2144,453,339,9202,7855,4653,3485,2224,426,700,6913,6570,5315,3799,3102,888,488,9151,8168,6061,4441,2996,928,343,7594,6541,4584,2973,2094,457,348,7886,6552,4482,3240,2275,512,345,7329,6579,4920,3131,2191,505,334
260216-2,plate2,456.0,9519,8024,5532,3712,2413,463,344,9335,8020,5551,3541,2267,469,342,9503,8216,5317,3641,2354,430,732,7187,6800,5544,3989,3304,931,497,9366,8411,6347,4707,3149,971,353,7894,6812,4794,3095,2191,455,347,8204,6811,4657,3458,2374,529,351,7629,6891,5201,3268,2315,515,336
260216-2,plate2,486.0,9731,8279,5789,3911,2538,471,346,9416,8243,5817,3715,2368,482,346,9644,8462,5604,3838,2482,443,766,7452,7103,5797,4159,3431,969,507,9385,8728,6633,4895,3320,1020,356,8213,7070,4983,3260,2287,469,357,8513,7026,4925,3565,2488,543,348,7905,7138,5380,3415,2425,528,338
260216-2,plate2,516.0,9840,8537,6068,4054,2656,484,354,9551,8500,6071,3906,2481,491,349,9633,8698,5872,3998,2586,458,789,7684,7311,5965,4346,3610,1008,517,9342,8928,6857,5101,3470,1063,363,8530,7286,5202,3391,2374,478,358,8800,7322,5088,3722,2609,555,350,8208,7418,5577,3664,2510,535,343
260216-2,plate2,546.0,9786,8789,6320,4270,2783,496,354,9389,8690,6324,4084,2594,498,347,9590,8899,6148,4184,2715,462,819,7985,7547,6181,4572,3782,1048,533,9259,9146,7109,5335,3615,1107,371,8794,7494,5402,3550,2500,488,354,9103,7517,5316,3869,2699,568,355,8489,7707,5771,3734,2639,542,347
260216-2,plate2,576.0,9681,8921,6544,4468,2908,507,349,9253,8931,6562,4249,2698,509,351,9455,9140,6325,4368,2819,469,847,8206,7678,6363,4764,3917,1081,541,9205,9244,7366,5505,3749,1149,373,8998,7704,5586,3681,2587,503,365,9414,7700,5535,4018,2793,583,358,8682,7967,5933,3896,2760,556,353
260216-2,plate2,606.0,9452,9149,6772,4633,3022,514,353,9148,9083,6826,4422,2810,518,355,9374,9292,6563,4533,2933,482,877,8396,7930,6544,4932,4097,1119,548,9066,9379,7490,5666,3901,1184,380,9183,7839,5771,3837,2701,513,366,9568,7897,5745,4164,2931,601,365,8909,8177,6114,4035,2872,563,354
