plate_id,well,row,col,heat_min,polymer_id,sample_name,source_file,use_for_bo,include_in_all_polymers,all_polymers_pair,status,abs_activity,slope,intercept,r2,n,t_start,t_end,select_method,select_method_used,exclude_reason,dy,mono_frac,down_steps,pos_steps,pos_steps_eps,pos_eps,rmse,snr,start_idx_used,skip_indices,skip_count,baseline_abs_activity,REA_percent,run_id
plate1,A1,A,1,0.0,PMBTA-1,,1-plate3.csv,True,True,False,ok,26.364761904761895,26.364761904761895,310.62095238095264,0.999067418775877,6,6.0,156.0,initial_positive,initial_positive,,3170.0,1.0,0,5,5,267.97995000000003,41.26999755770167,76.81124757925623,0,,0,26.364761904761895,100.0,260216-2
plate1,A2,A,2,5.0,PMBTA-1,,1-plate3.csv,True,True,False,ok,23.17333333333333,23.17333333333333,627.6599999999994,0.9994847298802487,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2080.0,1.0,0,5,5,161.788725,17.647946056127893,117.86074103947323,0,,0,26.364761904761895,87.89509807463065,260216-2
plate1,A3,A,3,10.0,PMBTA-1,,1-plate3.csv,True,True,False,ok,16.592380952380946,16.592380952380946,695.6838095238099,0.9988697473893949,6,6.0,156.0,initial_positive,initial_positive,,1995.5,1.0,0,5,5,78.39247499999999,28.596092529163997,69.78226126401013,0,,0,26.364761904761895,62.93393057110862,260216-2
plate1,A4,A,4,15.0,PMBTA-1,,1-plate3.csv,True,True,False,ok,12.051428571428566,12.051428571428566,626.5009523809531,0.9997632558276025,6,6.0,156.0,initial_positive,initial_positive,,1446.5,1.0,0,5,5,58.377375,9.501545404794125,152.23839263768585,0,,0,26.364761904761895,45.710363761153054,260216-2
plate1,A5,A,5,20.0,PMBTA-1,,1-plate3.csv,True,True,False,ok,4.971948051948053,4.971948051948053,544.2981818181828,0.9987619819820668,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1120.5,1.0,0,8,8,15.011325,6.659486874534611,168.2562066883173,0,,0,26.364761904761895,18.858308183887072,260216-2
plate1,A6,A,6,40.0,PMBTA-1,,1-plate3.csv,True,True,False,ok,0.5164069264069265,0.5164069264069265,289.16995670995686,0.998677710322233,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,65.0,1.0,0,5,5,3.3358499999999998,2.4540216425741317,26.487133965042027,0,,0,26.364761904761895,1.958701270553311,260216-2
plate1,A7,A,7,60.0,PMBTA-1,,1-plate3.csv,True,True,False,ok,0.16872180451127863,0.16872180451127863,261.9403007518796,0.9920651119466206,20,36.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,90.5,1.0,0,19,13,2.7798749999999997,2.6102890687731106,34.67048959543097,0,,0,26.364761904761895,0.6399519370618887,260216-2
plate1,B1,B,1,0.0,PMBTA-2,,1-plate3.csv,True,True,False,ok,29.34999999999999,29.34999999999999,452.8999999999997,0.999741192868761,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2632.0,1.0,0,5,5,230.729625,15.83903406145711,166.17174947584547,0,,0,29.34999999999999,100.0,260216-2
plate1,B2,B,2,5.0,PMBTA-2,,1-plate3.csv,True,True,False,ok,21.146666666666665,21.146666666666665,724.5199999999999,0.9990987681045731,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,1900.0,1.0,0,5,5,154.00507499999998,21.30258200312822,89.19106612151062,0,,0,29.34999999999999,72.04997160704147,260216-2
plate1,B3,B,3,10.0,PMBTA-2,,1-plate3.csv,True,True,False,ok,15.053333333333326,15.053333333333326,749.0133333333345,0.9986645651806096,6,6.0,156.0,initial_positive,initial_positive,,1803.5,1.0,0,5,5,85.62015,28.20323070540358,63.94657473246126,0,,0,29.34999999999999,51.28904031800113,260216-2
