run_id,polymer_id,heat_min,abs_activity,REA_percent
260205-R3,GOx,0.0,5.806666666666666,100.00000000000001
260205-R3,GOx,5.0,3.868571428571427,66.62292930949646
260205-R3,GOx,10.0,3.553333333333334,61.1940298507463
260205-R3,GOx,15.0,2.729523809523809,47.00672461866492
260205-R3,GOx,20.0,2.1293650793650802,36.67104040238371
260205-R3,GOx,40.0,1.0715151515151518,18.45318860244234
260205-R3,GOx,60.0,0.59810379241517,10.300294932523022
260205-R3,PMPC,0.0,4.933333333333333,100.0
260205-R3,PMPC,5.0,4.46,90.40540540540542
260205-R3,PMPC,10.0,3.155555555555557,63.96396396396399
260205-R3,PMPC,15.0,2.1888888888888896,44.36936936936939
260205-R3,PMPC,20.0,1.55,31.418918918918923
260205-R3,PMPC,40.0,0.9581818181818184,19.42260442260443
260205-R3,PMPC,60.0,0.596883116883117,12.098982098982104
260205-R3,PMTAC,0.0,4.946666666666665,100.0
260205-R3,PMTAC,5.0,5.346666666666667,108.08625336927226
260205-R3,PMTAC,10.0,2.82095238095238,57.02733923758182
260205-R3,PMTAC,15.0,2.0460317460317468,41.36182774996794
260205-R3,PMTAC,20.0,1.5183838383838382,30.695091072449564
260205-R3,PMTAC,40.0,0.7155844155844155,14.465992228795466
260205-R3,PMTAC,60.0,0.5337662337662339,10.790422515489904
260205-R3,PMBTA-4,0.0,5.413333333333335,100.0
260205-R3,PMBTA-4,5.0,6.199999999999999,114.53201970443344
260205-R3,PMBTA-4,10.0,5.3599999999999985,99.0147783251231
260205-R3,PMBTA-4,15.0,4.073333333333334,75.2463054187192
260205-R3,PMBTA-4,20.0,3.0895238095238087,57.07248416608019
260205-R3,PMBTA-4,40.0,1.5169696969696973,28.022839229735776
260205-R3,PMBTA-4,60.0,1.014545454545455,18.74160322436185
260205-R3,PMBTA-6,0.0,4.666666666666666,100.0
260205-R3,PMBTA-6,5.0,5.453333333333334,116.85714285714288
260205-R3,PMBTA-6,10.0,4.926666666666665,105.57142857142856
260205-R3,PMBTA-6,15.0,4.633333333333333,99.28571428571428
260205-R3,PMBTA-6,20.0,2.97142857142857,63.67346938775508
260205-R3,PMBTA-6,40.0,1.7447619047619043,37.38775510204081
260205-R3,PMBTA-6,60.0,1.0238596491228074,21.939849624060162
260205-R3,PMBTA-9,0.0,4.126666666666665,100.0
260205-R3,PMBTA-9,5.0,4.146666666666666,100.48465266558968
260205-R3,PMBTA-9,10.0,4.593333333333333,111.3085621970921
260205-R3,PMBTA-9,15.0,2.466262626262626,59.76403779311697
260205-R3,PMBTA-9,20.0,1.3539393939393944,32.809516815978874
260205-R3,PMBTA-9,40.0,0.35047393364928925,8.4929063081411
260205-R3,PMBTA-9,60.0,0.1960317460317461,4.75036541272406
260205-R3,PMBTA-10,0.0,4.006666666666667,100.0
260205-R3,PMBTA-10,5.0,3.2933333333333334,82.19633943427621
260205-R3,PMBTA-10,10.0,1.6791919191919193,41.90994806635406
260205-R3,PMBTA-10,15.0,1.0590457980515342,26.4320914655125
260205-R3,PMBTA-10,20.0,0.616017316017316,15.374808220066123
260205-R3,PMBTA-10,40.0,0.18666666666666656,4.6589018302828595
260205-R3,PMBTA-10,60.0,0.15333333333333332,3.8269550748752077
260205-R3,PMBTA-11,0.0,3.553333333333333,100.0
260205-R3,PMBTA-11,5.0,3.5866666666666647,100.93808630393993
260205-R3,PMBTA-11,10.0,3.639999999999998,102.43902439024386
260205-R3,PMBTA-11,15.0,3.1266666666666665,87.99249530956848
260205-R3,PMBTA-11,20.0,2.1657142857142846,60.948807290270686
260205-R3,PMBTA-11,40.0,0.684848484848485,19.273409517311965
260205-R3,PMBTA-11,60.0,0.21077694235588978,5.931808884312097
