polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,fog_vs_solvent_control_sem,profile_id,profile_label,penalty_exponent,bonus_coef,bonus_deadband,bonus_max_delta,score,rank,rank_default,rank_delta_vs_default
PMBTA-5,0.9333675038441823,1.0142944196266372,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.9146249635250304,8,8,0.0
PMBTA-8,0.9495643259866736,0.9056233207140945,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.8379810216957292,9,10,-1.0
PMBTA-7,0.9555099948744236,0.8966662532539017,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.8374978029717433,10,9,1.0
PMBTA-2,0.9555099948744236,0.8485762107969449,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.7925810853453527,11,11,0.0
PMBTA-10,0.5744917136511195,1.5956638764220237,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.6948116099586461,12,12,0.0
PMTAC,0.6745258841619681,0.6671356421291814,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.36958307414131997,13,13,0.0
PMBTA-11,1.0284982060481807,1.071524111959006,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.071524111959006,1,1,0.0
PMPC,1.2171791671394532,0.9245869872911108,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9786870761602672,2,2,0.0
PMBTA-4,1.0078933880061507,0.9708517692901263,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9708517692901263,3,3,0.0
PMBTA-1,1.0415295586066038,0.9690878874825947,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9690878874825947,4,4,0.0
PMBTA-9,0.9695540748334187,1.0039162085074396,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9292392721458625,5,5,0.0
PMBTA-6,1.0037929267042542,0.9243008269244841,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9243008269244841,6,6,0.0
PMBTA-3,1.0016401845207585,0.9166490190771217,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9166490190771217,7,7,0.0
PMBTA-5,0.9333675038441823,1.0142944196266372,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.8536812191589339,8,8,0.0
PMBTA-7,0.9555099948744236,0.8966662532539017,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.8002375214248715,9,9,0.0
PMBTA-8,0.9495643259866736,0.9056233207140945,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.7957168840561292,10,10,0.0
PMBTA-2,0.9555099948744236,0.8485762107969449,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.757319148795903,11,11,0.0
PMBTA-10,0.5744917136511195,1.5956638764220237,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.3991635124698359,12,12,0.0
PMTAC,0.6745258841619681,0.6671356421291814,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.24929334985647206,13,13,0.0
