run_id,polymer_id,reference_polymer_id,t50_min,t50_definition,t50_target_rea_percent,rea_at_20_percent,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,abs_activity_at_20,gox_abs_activity_at_20_ref,functional_activity_at_20_rel,log_functional_activity_at_20_rel,functional_reference_source,functional_reference_round_id,functional_reference_run_id,t50_censored,gox_t50_same_run_min,fog,log_fog,fog_native_constrained,log_fog_native_constrained,native_activity_soft_penalty,fog_native_soft,log_fog_native_soft,stock_solvent_group,solvent_group,solvent_control_polymer_id,solvent_control_abs_activity_at_0,solvent_control_t50_min,solvent_control_fog,abs0_vs_solvent_control,fog_vs_solvent_control,solvent_activity_down_penalty,solvent_activity_up_bonus,solvent_activity_balance_factor,abs_activity_down_penalty,abs_activity_up_bonus,abs_activity_balance_factor,fog_activity_bonus_penalty,log_fog_activity_bonus_penalty,fog_activity_bonus_penalty_sem,objective_loglinear_main,objective_loglinear_main_exp,fog_solvent_balanced,log_fog_solvent_balanced,fog_constraint_reason,fog_missing_reason,use_for_bo,n_points,input_t50_file,input_tidy,fog_abs_bonus_penalty,fog_abs_modulated,log_fog_abs_bonus_penalty,log_fog_abs_modulated,fog_abs_bonus_penalty_sem,fog_abs_modulated_sem,fog_solvent_balanced_sem
260209-1,GOx,GOX,12.657464685988462,rea50,50.0,33.80588876772085,24.89,24.89,24.89,1.0,0.7,1,8.414285714285718,8.414285714285718,1.0,0.0,same_run_gox,,260209-1,0,12.657464685988462,1.0,0.0,1.0,0.0,1.0,1.0,0.0,PBS,PBS,GOx,24.89,12.657464685988462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,,,True,7,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,1.0,1.0,0.0,0.0,,,
260209-1,GOx with DMSO,GOX,12.240801922778278,rea50,50.0,29.02857142857142,25.0,24.89,24.89,1.004419445560466,0.7,1,7.257142857142854,8.414285714285718,0.8624787775891333,-0.1479447360731058,same_run_gox,,260209-1,0,12.657464685988462,0.9670816570658561,-0.0334723433857843,0.9670816570658561,-0.0334723433857843,1.0,0.9670816570658561,-0.0334723433857843,DMSO,PBS,GOx,24.89,12.657464685988462,1.0,1.004419445560466,0.9670816570658561,1.0,1.0,1.0,1.0,1.0,1.0,0.9670816570658561,-0.0334723433857843,,-0.02906263489708421,0.9713556218017839,0.9670816570658561,-0.0334723433857843,,,True,7,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,0.9670816570658561,0.9670816570658561,-0.0334723433857843,-0.0334723433857843,,,
260209-1,PMPC,GOX,14.307803777461158,rea50,50.0,35.632658891711856,15.55666666666666,24.89,24.89,0.6250167403240924,0.7,0,5.543253968253972,8.414285714285718,0.6587907941897757,-0.41734925438014553,same_run_gox,,260209-1,0,12.657464685988462,1.130384649091661,0.12255797222843788,,,0.39064592568535395,0.44158015762492586,-0.8173957179433352,ETOH,ETOH,GOx,24.89,12.657464685988462,1.0,0.6250167403240924,1.130384649091661,0.39064592568535395,1.0,0.39064592568535395,0.39064592568535395,1.0,0.39064592568535395,0.44158015762492586,-0.8173957179433352,,-0.34741887285744866,0.7065093286876629,0.44158015762492586,-0.8173957179433352,native_activity_below_threshold,,True,7,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,0.44158015762492586,0.44158015762492586,-0.8173957179433352,-0.8173957179433352,,,
260209-1,PMTAC,GOX,5.533261359220331,rea50,50.0,17.059686265399485,20.62202020202021,24.89,24.89,0.8285263239059948,0.7,1,3.5180519480519483,8.414285714285718,0.4181046457786694,-0.872023529036603,same_run_gox,,260209-1,0,12.657464685988462,0.4371540033088563,-0.8274697356507289,0.4371540033088563,-0.8274697356507289,0.6864558694051814,0.3000869314053365,-1.2036830749504237,PBS,PBS,GOx,24.89,12.657464685988462,1.0,0.8285263239059948,0.4371540033088563,0.6864558694051814,1.0,0.6864558694051814,0.6864558694051814,1.0,0.6864558694051814,0.3000869314053365,-1.2036830749504237,,-1.0155764053005762,0.3621935993422758,0.3000869314053365,-1.2036830749504237,,,True,6,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,0.3000869314053365,0.3000869314053365,-1.2036830749504237,-1.2036830749504237,,,
260209-1,PMBTA-1,GOX,7.690474198199671,rea50,50.0,25.432256235827666,26.879999999999992,24.89,24.89,1.0799517878666127,0.7,1,6.836190476190475,8.414285714285718,0.8124504810413125,-0.2077003130462448,same_run_gox,,260209-1,0,12.657464685988462,0.6075840927854106,-0.4982646890090738,0.6075840927854106,-0.4982646890090738,1.0,0.6075840927854106,-0.4982646890090738,ETOH,ETOH,GOx,24.89,12.657464685988462,1.0,1.0799517878666127,0.6075840927854106,1.0,1.0104831257533144,1.0104831257533144,1.0,1.0104831257533144,1.0104831257533144,0.6139534732357935,-0.4878361301951134,,-0.421348289733626,0.6561615272829181,0.6139534732357935,-0.4878361301951134,,,True,7,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,0.6139534732357935,0.6139534732357935,-0.4878361301951134,-0.4878361301951134,,,
260209-1,PMBTA-2,GOX,11.313955464266492,rea50,50.0,19.842495049667992,21.031428571428567,24.89,24.89,0.844975033002353,0.7,1,4.1731601731601735,8.414285714285718,0.4959613109018879,-0.7012573575134762,same_run_gox,,260209-1,0,12.657464685988462,0.8938563721051337,-0.11221017431595921,0.8938563721051337,-0.11221017431595921,0.7139828063973276,0.6381980810717572,-0.44910657192446785,DMSO,PBS,GOx,24.89,12.657464685988462,1.0,0.844975033002353,0.8938563721051337,0.7139828063973276,1.0,0.7139828063973276,0.7139828063973276,1.0,0.7139828063973276,0.6381980810717572,-0.44910657192446785,,-0.2806583731202135,0.7552863175188989,0.6381980810717572,-0.44910657192446785,,,True,7,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,0.6381980810717572,0.6381980810717572,-0.44910657192446785,-0.44910657192446785,,,
260209-1,PMBTA-3,GOX,14.930860117523228,rea50,50.0,30.399108343977204,17.827619047619038,24.89,24.89,0.7162562895789087,0.7,1,5.419437229437229,8.414285714285718,0.6440757318516228,-0.4399389637487635,same_run_gox,,260209-1,0,12.657464685988462,1.179609067687257,0.16518308501595697,1.179609067687257,0.16518308501595697,0.5130230723613456,0.6051666680902191,-0.502251374443525,DMSO,PBS,GOx,24.89,12.657464685988462,1.0,0.7162562895789087,1.179609067687257,0.5130230723613456,1.0,0.5130230723613456,0.5130230723613456,1.0,0.5130230723613456,0.6051666680902191,-0.502251374443525,,-0.16853414471378408,0.8449024139753105,0.6051666680902191,-0.502251374443525,,,True,7,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,0.6051666680902191,0.6051666680902191,-0.502251374443525,-0.502251374443525,,,
260209-1,PMBTA-4,GOX,10.666915065065378,rea50,50.0,24.92738544240692,25.629999999999995,24.89,24.89,1.0297308155885896,0.7,1,6.388888888888891,8.414285714285718,0.7592906998679494,-0.2753705711351424,same_run_gox,,260209-1,0,12.657464685988462,0.8427370985971165,-0.17110023368035054,0.8427370985971165,-0.17110023368035054,1.0,0.8427370985971165,-0.17110023368035054,DMSO,PBS,GOx,24.89,12.657464685988462,1.0,1.0297308155885896,0.8427370985971165,1.0,1.0,1.0,1.0,1.0,1.0,0.8427370985971165,-0.17110023368035054,,-0.14180280968387166,0.8677923598651704,0.8427370985971165,-0.17110023368035054,,,True,7,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,0.8427370985971165,0.8427370985971165,-0.17110023368035054,-0.17110023368035054,,,
260209-1,PMBTA-5,GOX,10.170177128339525,rea50,50.0,22.73806043902508,24.879999999999992,24.89,24.89,0.9995982322217755,0.7,1,5.657229437229438,8.414285714285718,0.6723362658846527,-0.3969966679534611,same_run_gox,,260209-1,0,12.657464685988462,0.8034924355426162,-0.218787508232686,0.8034924355426162,-0.218787508232686,0.9991966258608985,0.8028469304989376,-0.21959120524973055,DMSO,PBS,GOx,24.89,12.657464685988462,1.0,0.9995982322217755,0.8034924355426162,0.9991966258608985,1.0,0.9991966258608985,0.9991966258608985,1.0,0.9991966258608985,0.8028469304989376,-0.21959120524973055,,-0.2191893567412083,0.803169618171968,0.8028469304989376,-0.21959120524973055,,,True,7,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,0.8028469304989376,0.8028469304989376,-0.21959120524973055,-0.21959120524973055,,,
260209-1,PMBTA-6,GOX,9.617101402172,rea50,50.0,21.139179046604315,25.67809523809523,24.89,24.89,1.0316631272838581,0.7,1,5.428138528138528,8.414285714285718,0.6451098420538146,-0.43833467892752953,same_run_gox,,260209-1,0,12.657464685988462,0.759796818775084,-0.2747042251614571,0.759796818775084,-0.2747042251614571,1.0,0.759796818775084,-0.2747042251614571,DMSO,PBS,GOx,24.89,12.657464685988462,1.0,1.0316631272838581,0.759796818775084,1.0,1.0,1.0,1.0,1.0,1.0,0.759796818775084,-0.2747042251614571,,-0.24353203844151777,0.7838543621578299,0.759796818775084,-0.2747042251614571,,,True,7,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv,0.759796818775084,0.759796818775084,-0.2747042251614571,-0.2747042251614571,,,
