run_id,polymer_id,polymer_label,reference_polymer_id,n_points,abs_activity_at_0,native_activity_rel_at_0,native_0,native_activity_min_rel_threshold,native_activity_feasible,abs_activity_at_20,u_at_20,t_theta_min,t_theta_censor_flag,functional_activity_at_20_rel,gox_abs_activity_at_0_ref,gox_abs_activity_at_20_ref,functional_reference_source,functional_reference_round_id,functional_reference_run_id,y0_REA_percent,t50_definition,t50_target_rea_percent,t50_linear_min,t50_exp_min,rea_at_20_percent,fit_model,fit_k_per_min,fit_tau_min,fit_plateau,fit_r2,rea_connector
260211-1,GOx,GOx,GOX,7,32.07333333333333,1.0,1.0,0.7,1,9.027619047619044,0.28146806425750504,8.753510436432638,,1.0,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.798057447983798,11.661139483000616,28.146806425750498,exp,0.059440776055410524,16.82346810323948,,0.9702032003486342,exp
260211-1,GOx with DMSO,GOx with DMSO,GOX,7,31.076666666666657,0.9689253793390146,0.9689253793390146,0.7,1,7.779999999999998,0.24256911245063392,8.49089293647268,,0.8617997679080073,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,13.422685834502104,12.374042700006386,25.03486002359756,exp,0.05601622665804988,17.851970039047494,,0.9587628426383994,exp
260211-1,GOx with EtOH,GOx with EtOH,GOX,7,28.11,0.8764290168364166,0.8764290168364166,0.7,1,4.118181818181818,0.1283989342605015,7.501286332037878,,0.456175852842168,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.352135664490426,11.10645537344777,14.650237702532262,exp,0.062409396810530024,16.023228089127677,,0.9182512900188825,exp
260211-1,PMPC,PMPC,GOX,7,28.399999999999995,0.8854707960922884,0.8854707960922884,0.7,1,6.441904761904758,0.200849244291356,8.50769230769231,,0.7135773815803353,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,15.943025051048359,14.156198806913503,22.68276324614352,exp,0.04896421631359338,20.423077816572373,,0.9172559760650403,exp
260211-1,PMTAC,PMTAC,GOX,7,13.296493506493508,0.41456537642361807,0.41456537642361807,0.7,0,4.173333333333335,0.13011847848680114,0.0,already_below,0.4622850511657351,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,18.931999387264057,,31.38672110278725,,,,,,polyline
260211-1,PMBTA-1,PMBTA-1,GOX,7,31.209999999999997,0.973082519226772,0.973082519226772,0.7,1,4.002597402597403,0.12479517987728342,7.164362519201229,,0.44337243092386064,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.084786053882727,9.9284681181768,12.824727339306005,exp,0.06981411153357567,14.32375171771785,,0.9527100523216767,exp
260211-1,PMBTA-2,PMBTA-2,GOX,7,31.79333333333333,0.9912700062357098,0.9912700062357098,0.7,1,4.822597402597403,0.15036159018699036,7.761688311688308,,0.5342047972072239,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.367319915254235,10.44828157627965,15.168580633038594,exp,0.06634078297943002,15.073684015910173,,0.9604815103559488,exp
260211-1,PMBTA-3,PMBTA-3,GOX,7,25.76333333333333,0.8032633548118894,0.8032633548118894,0.7,1,5.74056277056277,0.17898241853760455,7.288114237715243,,0.6358889027419464,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,13.596311475409834,13.068616911501135,22.281910094046204,exp,0.05303906184210939,18.854028809500328,,0.9090351497653899,exp
260211-1,PMBTA-4,PMBTA-4,GOX,7,33.61,1.047911037206402,1.047911037206402,0.7,1,6.941269841269845,0.21641872296621842,9.384468491406752,,0.7688926398705919,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,12.905050337426704,11.3821559344823,20.652394648229237,exp,0.06089770554452275,16.4209799213025,,0.9696525648908857,exp
260211-1,PMBTA-5,PMBTA-5,GOX,7,30.479999999999997,0.9503221783413012,0.9503221783413012,0.7,1,4.943290043290044,0.1541246116178563,7.662815884476535,,0.547574063240273,32.07333333333333,9.027619047619044,same_run_gox,,260211-1,100.0,rea50,50.0,13.580780132271562,11.506466125899916,16.21814318664713,exp,0.06023979673478894,16.600321617992652,,0.9524364611522864,exp
