plate_id,well,row,col,heat_min,polymer_id,sample_name,source_file,use_for_bo,include_in_all_polymers,all_polymers_pair,status,abs_activity,slope,intercept,r2,n,t_start,t_end,select_method,select_method_used,exclude_reason,dy,mono_frac,down_steps,pos_steps,pos_steps_eps,pos_eps,rmse,snr,start_idx_used,skip_indices,skip_count,run_id
plate1,A1,A,1,0.0,GOx,,1-plate-5.csv,True,True,False,ok,23.453333333333326,23.453333333333326,440.8799999999995,0.9999671965050543,4.0,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2107.0,1.0,0.0,5.0,5.0,156.228975,4.505552130427562,467.64523836495596,0.0,,0,260209-3
plate1,A2,A,2,5.0,GOx,,1-plate-5.csv,True,True,False,ok,13.448571428571423,13.448571428571423,496.83238095238136,0.9991646145744736,6.0,6.0,156.0,initial_positive,initial_positive,,1612.0,1.0,0.0,5.0,5.0,52.81762499999999,19.923504504630536,80.90946046290526,0.0,,0,260209-3
plate1,A3,A,3,10.0,GOx,,1-plate-5.csv,True,True,False,ok,12.233333333333329,12.233333333333329,672.9333333333344,0.9994583749028004,6.0,6.0,156.0,initial_positive,initial_positive,,1467.0,1.0,0.0,5.0,5.0,55.5975,14.590712418826232,100.54341130780193,0.0,,0,260209-3
plate1,A4,A,4,15.0,GOx,,1-plate-5.csv,True,True,False,ok,7.909523809523814,7.909523809523814,486.04285714285635,0.9997756872522232,8.0,6.0,216.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1422.5,1.0,0.0,7.0,7.0,18.347175,8.143796938248745,174.6728228596675,0.0,,0,260209-3
plate1,A5,A,5,20.0,GOx,,1-plate-5.csv,True,True,False,ok,6.122857142857143,6.122857142857143,603.7866666666674,0.99823918568244,21.0,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1398.0,1.0,0.0,8.0,8.0,13.899375,9.528806228911748,146.7130264185794,0.0,,0,260209-3
plate1,A6,A,6,40.0,GOx,,1-plate-5.csv,True,True,False,ok,0.6529870129870129,0.6529870129870129,357.2335930735933,0.9991774022403973,21.0,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,124.5,1.0,0.0,7.0,7.0,4.4478,3.1255951814166876,39.832413596033916,0.0,,0,260209-3
plate1,A7,A,7,60.0,GOx,,1-plate-5.csv,True,True,False,ok,0.13035041992470317,0.13035041992470317,340.08757602085166,0.9936780029826721,19.0,6.0,606.0,initial_positive_early_steep_ext_intskip2,initial_positive_early_steep_ext_intskip2,,79.0,1.0,0.0,11.0,10.0,1.6679249999999999,1.761254255668875,44.8543983616682,0.0,"0,3",2,260209-3
plate1,B1,B,1,0.0,GOx with DMSO,,1-plate-5.csv,True,True,False,ok,25.22333333333333,25.22333333333333,574.3599999999996,0.9999537914539861,4.0,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2270.0,1.0,0.0,5.0,5.0,177.356025,5.751086853804243,394.7080017576226,0.0,,0,260209-3
plate1,B2,B,2,5.0,GOx with DMSO,,1-plate-5.csv,True,True,False,ok,16.06380952380952,16.06380952380952,590.6647619047626,0.999141851160927,6.0,6.0,156.0,initial_positive,initial_positive,,1927.0,1.0,0.0,5.0,5.0,91.735875,24.120201636473265,79.8915377674959,0.0,,0,260209-3
plate1,B3,B,3,10.0,GOx with DMSO,,1-plate-5.csv,True,True,False,ok,13.013333333333327,13.013333333333327,716.9200000000006,0.9992135801285125,6.0,6.0,156.0,initial_positive,initial_positive,,1561.5,1.0,0.0,5.0,5.0,58.93335,18.7047231112002,83.48158861891446,0.0,,0,260209-3
plate1,B4,B,4,15.0,GOx with DMSO,,1-plate-5.csv,True,True,False,ok,6.801587301587305,6.801587301587305,512.2738095238093,0.9994722229695536,8.0,6.0,216.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1224.5,1.0,0.0,7.0,7.0,19.459125,10.7436304496243,113.97450849984385,0.0,,0,260209-3
plate1,B5,B,5,20.0,GOx with DMSO,,1-plate-5.csv,True,True,False,ok,6.219999999999996,6.219999999999996,532.346666666667,0.9998284783386902,6.0,6.0,156.0,initial_positive,initial_positive,,747.0,1.0,0.0,5.0,5.0,10.007549999999998,4.173993557999608,178.9652977705653,0.0,,0,260209-3
plate1,B6,B,6,40.0,GOx with DMSO,,1-plate-5.csv,True,True,False,ok,0.5633333333333332,0.5633333333333332,320.51999999999975,0.9939446667826691,4.0,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,52.0,1.0,0.0,5.0,5.0,2.2239,1.474788120375275,35.259302188257934,0.0,,0,260209-3
plate1,B7,B,7,60.0,GOx with DMSO,,1-plate-5.csv,True,True,False,ok,0.19523809523809377,0.19523809523809377,311.0190476190478,0.8038703095610034,6.0,6.0,156.0,initial_positive,initial_positive,,23.5,1.0,0.0,4.0,3.0,2.2239,4.940920806155312,4.756198474324737,0.0,,0,260209-3
plate1,C1,C,1,0.0,PMBTA-1,,1-plate-5.csv,True,True,False,ok,26.84666666666666,26.84666666666666,526.3199999999995,0.9996427189971968,4.0,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2411.0,1.0,0.0,5.0,5.0,216.83024999999998,17.023513150933283,141.6276404654864,0.0,,0,260209-3
plate1,C2,C,2,5.0,PMBTA-1,,1-plate-5.csv,True,True,False,ok,16.576190476190472,16.576190476190472,469.8285714285717,0.9990616668911197,6.0,6.0,156.0,initial_positive,initial_positive,,1991.5,1.0,0.0,5.0,5.0,108.41512499999999,26.027458028562325,76.51534766916029,0.0,,0,260209-3
plate1,C3,C,3,10.0,PMBTA-1,,1-plate-5.csv,True,True,False,ok,12.745714285714284,12.745714285714284,627.7638095238094,0.9994295458329171,6.0,6.0,156.0,initial_positive,initial_positive,,1529.5,1.0,0.0,5.0,5.0,67.272975,15.601383740014024,98.03617586029117,0.0,,0,260209-3
plate1,C4,C,4,15.0,PMBTA-1,,1-plate-5.csv,True,True,False,ok,7.867878787878788,7.867878787878788,579.4290909090911,0.9982903701151332,10.0,6.0,276.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1898.0,1.0,0.0,9.0,9.0,45.033975,28.056177410849998,67.6499856771625,0.0,,0,260209-3
plate1,C5,C,5,20.0,PMBTA-1,,1-plate-5.csv,True,True,False,ok,5.644761904761902,5.644761904761902,484.274285714286,0.9996017451393686,6.0,6.0,156.0,initial_positive,initial_positive,,677.5,1.0,0.0,5.0,5.0,18.90315,5.772677846875687,117.36320958332398,0.0,,0,260209-3
plate1,C6,C,6,40.0,PMBTA-1,,1-plate-5.csv,True,True,False,ok,0.5499999999999995,0.5499999999999995,299.6999999999999,0.9901800327332243,4.0,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,50.0,1.0,0.0,5.0,5.0,2.2239,1.8371173070873796,27.21655269757611,0.0,,0,260209-3
plate1,C7,C,7,60.0,PMBTA-1,,1-plate-5.csv,True,True,False,ok,0.09818181818181823,0.09818181818181823,268.3849350649351,0.9813648764666603,21.0,6.0,606.0,initial_positive_promote_long_ext_tangent_post_full_planA,initial_positive_promote_long_ext_tangent_post_full_planA,,54.0,1.0,0.0,18.0,7.0,2.7798749999999997,2.457756894986703,21.971253589045546,0.0,,0,260209-3
