analysis_type,scenario,reference_scenario,weight_lambda,u0_threshold,n_common,kendall_tau,spearman_rho,top5_overlap
weight_sensitivity,lambda=0.50,lambda=1.00,0.5,,2,1.0,0.9999999999999999,1.0
weight_sensitivity,lambda=0.75,lambda=1.00,0.75,,2,1.0,0.9999999999999999,1.0
weight_sensitivity,lambda=1.00,lambda=1.00,1.0,,2,1.0,0.9999999999999999,1.0
weight_sensitivity,lambda=1.25,lambda=1.00,1.25,,2,1.0,0.9999999999999999,1.0
weight_sensitivity,lambda=1.50,lambda=1.00,1.5,,2,1.0,0.9999999999999999,1.0
threshold_sensitivity,u0_threshold=0.70,u0_threshold=none,,0.7,2,1.0,0.9999999999999999,1.0
threshold_sensitivity,u0_threshold=0.80,u0_threshold=none,,0.8,2,1.0,0.9999999999999999,1.0
threshold_sensitivity,u0_threshold=0.90,u0_threshold=none,,0.9,2,1.0,0.9999999999999999,1.0
