plate_id,time_s,well,signal,source_file,row,polymer_id,sample_name,use_for_bo,include_in_all_polymers,all_polymers_pair,run_id
plate1,6.0,A1,511,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,36.0,A1,1312,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,66.0,A1,2108,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,96.0,A1,2919,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,126.0,A1,3611,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,156.0,A1,4222,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,186.0,A1,4862,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,216.0,A1,5404,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,246.0,A1,5881,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,276.0,A1,6347,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,306.0,A1,6799,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,336.0,A1,7174,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,366.0,A1,7501,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,396.0,A1,7764,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,426.0,A1,8064,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,456.0,A1,8335,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,486.0,A1,8544,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,516.0,A1,8762,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,546.0,A1,8884,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,576.0,A1,9022,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,606.0,A1,9004,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,6.0,A2,545,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,36.0,A2,1194,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,66.0,A2,1913,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,96.0,A2,2484,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,126.0,A2,3063,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,156.0,A2,3651,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,186.0,A2,4199,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,216.0,A2,4686,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,246.0,A2,5131,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,276.0,A2,5591,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,306.0,A2,6007,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,336.0,A2,6417,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,366.0,A2,6786,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,396.0,A2,7104,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,426.0,A2,7458,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,456.0,A2,7767,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
plate1,486.0,A2,8020,1-plate1.csv,A,PMBTA-1,,True,True,False,260216-1
