run_id,polymer_id,polymer_label,n_points,y0_REA_percent,t50_definition,t50_target_rea_percent,t50_linear_min,t50_exp_min,rea_at_20_percent,fit_model,fit_k_per_min,fit_tau_min,fit_plateau,fit_r2,rea_connector
260211-plate7,PMBTA-5,PMBTA-5,7,100.0,rea50,50.0,13.987821851078635,12.887016751452675,25.366811324653867,exp,0.05378647315576827,18.592035159173776,,0.9521164503789845,exp
260211-plate7,PMBTA-11,PMBTA-11,7,100.0,rea50,50.0,16.58639074643051,15.102971932990224,39.2265350939737,exp,0.045894753935539476,21.7889827104102,,0.9567546179248002,exp
