run_id,polymer_id,native_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,native_activity_soft_penalty,fog,fog_native_constrained,fog_native_soft,log_fog_native_soft,solvent_group,solvent_control_polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,solvent_activity_down_penalty,solvent_activity_up_bonus,solvent_activity_balance_factor,abs_activity_down_penalty,abs_activity_up_bonus,abs_activity_balance_factor,objective_loglinear_main,objective_loglinear_main_exp,fog_activity_bonus_penalty,log_fog_activity_bonus_penalty,fog_solvent_balanced,log_fog_solvent_balanced,t50_min,rank_objective_loglinear_main
260209-3,PMBTA-11,0.8395192073418339,0.8395192073418339,0.7,1,0.7047924994958612,1.4806768551599392,1.4806768551599392,1.0435699416938449,0.04264747134919746,PBS,GOx,0.8395192073418339,1.4806768551599392,0.7047924994958612,1.0,0.7047924994958612,0.7047924994958612,1.0,0.7047924994958612,0.2175733945735839,1.2430566597732715,1.0435699416938449,0.04264747134919746,1.0435699416938449,0.04264747134919746,13.740395923646917,1.0
260209-3,PMBTA-7,1.0673678226264924,1.0673678226264924,0.7,1,1.0,1.1106688742228974,1.1106688742228974,1.1106688742228974,0.10496242323015721,PBS,GOx,1.0673678226264924,1.1106688742228974,1.0,1.0060787379192724,1.0060787379192724,1.0,1.0060787379192724,1.0060787379192724,0.17015806213088897,1.1854922179383116,1.1174203392243918,0.11102276015431632,1.1174203392243918,0.11102276015431632,10.306793152544651,2.0
260209-3,PMBTA-4,0.8827255745959551,0.8827255745959551,0.7,1,0.7792044400457592,1.3610245266951113,1.3610245266951113,1.0605163542120086,0.058755916131425084,PBS,GOx,0.8827255745959551,1.3610245266951113,0.7792044400457592,1.0,0.7792044400457592,0.7792044400457592,1.0,0.7792044400457592,0.18349683036110997,1.20141115736613,1.0605163542120086,0.058755916131425084,1.0605163542120086,0.058755916131425084,12.630045369733926,3.0
260209-3,PMBTA-9,1.0938032973280272,1.0938032973280272,0.7,1,1.0,1.0512726776400212,1.0512726776400212,1.0512726776400212,0.05000150414371077,PBS,GOx,1.0938032973280272,1.0512726776400212,1.0,1.0153311540648096,1.0153311540648096,1.0,1.0153311540648096,1.0153311540648096,0.1396623906318043,1.1498855211935193,1.0673899010250452,0.06521632358856203,1.0673899010250452,0.06521632358856203,9.75560789253103,4.0
260209-3,PMBTA-5,1.0872654917566802,1.0872654917566802,0.7,1,1.0,0.9954622344857329,0.9954622344857329,0.9954622344857329,-0.0045480924247728455,PBS,GOx,1.0872654917566802,0.9954622344857329,1.0,1.013042922114838,1.013042922114838,1.0,1.013042922114838,1.013042922114838,0.07911772853836013,1.082331735903334,1.008445970878393,0.008410503232228738,1.008445970878393,0.008410503232228738,9.237697733442822,5.0
260209-3,PMBTA-3,1.0379476975554291,1.0379476975554291,0.7,1,1.0,1.025998718614735,1.025998718614735,1.025998718614735,0.02566649783428427,PBS,GOx,1.0379476975554291,1.025998718614735,1.0,1.0,1.0,1.0,1.0,1.0,0.06291189359694517,1.0649330076809849,1.025998718614735,0.02566649783428427,1.025998718614735,0.02566649783428427,9.521070422484636,6.0
260209-3,PMBTA-1,1.1446844798180784,1.1446844798180784,0.7,1,1.0,0.9170823499772536,0.9170823499772536,0.9170823499772536,-0.08655800707484416,ETOH,GOx,1.1446844798180784,0.9170823499772536,1.0,1.0331395679363273,1.0331395679363273,1.0,1.0331395679363273,1.0331395679363273,0.04857102847910648,1.0497699327340535,0.9474740628175314,-0.05395571673529875,0.9474740628175314,-0.05395571673529875,8.510347507197883,7.0
260209-3,PMBTA-6,1.2143263217737352,1.2143263217737352,0.7,1,1.0,0.83083091693628,0.83083091693628,0.83083091693628,-0.1853289742201518,PBS,GOx,1.2143263217737352,0.83083091693628,1.0,1.0575142126208072,1.0575142126208072,1.0,1.0575142126208072,1.0575142126208072,0.008860481122375613,1.0088998513791325,0.8786155029448934,-0.12940790254161894,0.8786155029448934,-0.12940790254161894,7.709950827237026,8.0
260209-3,PMBTA-2,1.1088686753837407,1.1088686753837407,0.7,1,1.0,0.9204707694095403,0.9204707694095403,0.9204707694095403,-0.08287003393592467,PBS,GOx,1.1088686753837407,0.9204707694095403,1.0,1.0206040363843092,1.0206040363843092,1.0,1.0206040363843092,1.0206040363843092,0.020470250273228283,1.0206812028046095,0.9394361826331475,-0.06247538938291196,0.9394361826331475,-0.06247538938291196,8.541791386659327,9.0
260209-3,PMBTA-8,1.0879761227970437,1.0879761227970437,0.7,1,1.0,0.9446328450618603,0.9446328450618603,0.9446328450618603,-0.05695895072736234,PBS,GOx,1.0879761227970437,0.9446328450618603,1.0,1.0132916429789653,1.0132916429789653,1.0,1.0132916429789653,1.0132916429789653,0.02736025150697293,1.0277379802371434,0.9571885675846268,-0.04375486662076237,0.9571885675846268,-0.04375486662076237,8.766010793238843,10.0
