polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,fog_vs_solvent_control_sem,profile_id,profile_label,penalty_exponent,bonus_coef,bonus_deadband,bonus_max_delta,score,rank,rank_default,rank_delta_vs_default
PMBTA-7,1.0673678226264924,1.1106688742228974,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.1174203392243918,1,1,0.0
PMBTA-9,1.0938032973280272,1.0512726776400212,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0673899010250452,2,2,0.0
PMBTA-4,0.8827255745959551,1.3610245266951113,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0605163542120086,3,3,0.0
PMBTA-11,0.8395192073418339,1.4806768551599392,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0435699416938449,4,4,0.0
PMBTA-3,1.0379476975554291,1.025998718614735,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.025998718614735,5,5,0.0
PMBTA-5,1.0872654917566802,0.9954622344857329,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.008445970878393,6,6,0.0
PMBTA-8,1.0879761227970437,0.9446328450618603,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.9571885675846268,7,7,0.0
PMBTA-1,1.1446844798180784,0.9170823499772536,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.9474740628175314,8,8,0.0
PMBTA-2,1.1088686753837407,0.9204707694095403,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.9394361826331475,9,9,0.0
PMBTA-6,1.2143263217737352,0.83083091693628,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.8786155029448934,10,10,0.0
PMPC,0.6633030130756109,1.4302704969241857,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.6292773794036199,11,11,0.0
PMTAC,0.822006305235413,0.8662550809373012,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.5853236775754764,12,12,0.0
PMBTA-10,0.6387151790790221,1.3441134111054003,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.5483405823645102,13,13,0.0
PMBTA-7,1.0673678226264924,1.1106688742228974,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.1106688742228974,1,1,0.0
PMBTA-4,0.8827255745959551,1.3610245266951113,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.0605163542120086,2,3,-1.0
PMBTA-9,1.0938032973280272,1.0512726776400212,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.0512726776400212,3,2,1.0
PMBTA-11,0.8395192073418339,1.4806768551599392,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.0435699416938449,4,4,0.0
PMBTA-3,1.0379476975554291,1.025998718614735,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.025998718614735,5,5,0.0
PMBTA-5,1.0872654917566802,0.9954622344857329,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.9954622344857329,6,6,0.0
PMBTA-8,1.0879761227970437,0.9446328450618603,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.9446328450618603,7,7,0.0
PMBTA-2,1.1088686753837407,0.9204707694095403,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.9204707694095403,8,9,-1.0
PMBTA-1,1.1446844798180784,0.9170823499772536,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.9170823499772536,9,8,1.0
PMBTA-6,1.2143263217737352,0.83083091693628,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.83083091693628,10,10,0.0
PMPC,0.6633030130756109,1.4302704969241857,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.6292773794036199,11,11,0.0
PMTAC,0.822006305235413,0.8662550809373012,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.5853236775754764,12,12,0.0
PMBTA-10,0.6387151790790221,1.3441134111054003,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.5483405823645102,13,13,0.0
PMBTA-11,0.8395192073418339,1.4806768551599392,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.1389541544600197,1,4,-3.0
PMBTA-4,0.8827255745959551,1.3610245266951113,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.1287675493738991,2,3,-1.0
PMBTA-7,1.0673678226264924,1.1106688742228974,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.1174203392243918,3,1,2.0
PMBTA-9,1.0938032973280272,1.0512726776400212,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.0673899010250452,4,2,2.0
PMBTA-3,1.0379476975554291,1.025998718614735,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.025998718614735,5,5,0.0
PMBTA-5,1.0872654917566802,0.9954622344857329,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.008445970878393,6,6,0.0
PMBTA-8,1.0879761227970437,0.9446328450618603,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.9571885675846268,7,7,0.0
PMBTA-1,1.1446844798180784,0.9170823499772536,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.9474740628175314,8,8,0.0
