run_id,polymer_id,reference_polymer_id,fog_activity_bonus_penalty,fog_abs_bonus_penalty,fog_abs_modulated,fog_solvent_balanced,fog_activity_bonus_penalty_sem,fog_abs_bonus_penalty_sem,fog_abs_modulated_sem,fog_solvent_balanced_sem,log_fog_activity_bonus_penalty,log_fog_abs_bonus_penalty,log_fog_abs_modulated,log_fog_solvent_balanced,stock_solvent_group,solvent_group,solvent_control_polymer_id,solvent_control_abs_activity_at_0,solvent_control_t50_min,abs0_vs_solvent_control,fog_vs_solvent_control,abs_activity_down_penalty,abs_activity_up_bonus,abs_activity_balance_factor,solvent_activity_down_penalty,solvent_activity_up_bonus,solvent_activity_balance_factor,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_objective_fog_activity_bonus_penalty,rank_objective_solvent_balanced,rank_objective_abs_bonus_penalty,rank_objective_abs_modulated
260216-group_mean,PMBTA-4,GOX,1.4501784589331175,1.4501784589331175,1.4501784589331175,1.4595042587730298,0.04871081716248432,0.04871081716248432,0.04871081716248432,0.0589679908507875,0.37168662398564895,0.37168662398564895,0.37168662398564895,0.37809682927490756,DMSO,PBS,GOx,20.978730158730155,9.060725540417737,1.3520572613228816,1.3208183337312487,1.0,1.0965231510580347,1.0965231510580347,1.0,1.105,1.105,1.3232514516975826,28.364444444444434,20.978730158730155,20.978730158730155,1.3520572613228816,11.967572410690723,True,1,1,1,1
260216-group_mean,PMBTA-6,GOX,1.4473490810219383,1.4473490810219383,1.4473490810219383,1.4579836576149112,0.03186170649874091,0.03186170649874091,0.03186170649874091,0.04109909950418646,0.36973366321378565,0.36973366321378565,0.36973366321378565,0.37705442475472534,DMSO,PBS,GOx,20.978730158730155,9.060725540417737,1.3536461722379434,1.3194422240858925,1.0,1.0958998533417137,1.0958998533417137,1.0,1.105,1.105,1.3211920827366024,28.397777777777776,20.978730158730155,20.978730158730155,1.3536461722379434,11.955103858880628,True,2,2,2,2
260216-group_mean,PMBTA-5,GOX,1.3160212098586004,1.3160212098586004,1.3160212098586004,1.315832759071344,0.05831076390747819,0.05831076390747819,0.05831076390747819,0.066763525914397,0.2746129496870795,0.2746129496870795,0.2746129496870795,0.27446974205489066,DMSO,PBS,GOx,20.978730158730155,9.060725540417737,1.0407366493651924,1.315832759071344,0.9949906786326764,1.003565251440018,0.9985559300726944,1.0,1.0,1.0,1.318750509676657,21.833333333333332,20.978730158730155,20.978730158730155,1.0407366493651924,11.922399487036065,True,3,3,3,3
260216-group_mean,PMBTA-3,GOX,1.3039728346219863,1.3039728346219863,1.3039728346219863,1.302770110561027,0.03249547187172486,0.03249547187172486,0.03249547187172486,0.03320794412854394,0.26541563094236237,0.26541563094236237,0.26541563094236237,0.2644928516951587,DMSO,PBS,GOx,20.978730158730155,9.060725540417737,1.2094789885447088,1.233896890725547,1.0,1.0558321195713294,1.0558321195713294,1.0,1.055817645990648,1.055817645990648,1.2350568590629247,25.373333333333324,20.978730158730155,20.978730158730155,1.2094789885447088,11.180001072038998,True,4,4,4,4
260216-group_mean,PMBTA-11,GOX,1.2715466813837135,1.2715466813837135,1.2715466813837135,1.2739824497668604,0.0017135188978270937,0.0017135188978270937,0.0017135188978270937,0.003939814196916393,0.24023401883860032,0.24023401883860032,0.24023401883860032,0.24214778136188364,DMSO,PBS,GOx,20.978730158730155,9.060725540417737,1.3985366887096529,1.152925293906661,1.0,1.1030591132253835,1.1030591132253835,1.0,1.105,1.105,1.1527582161353143,29.3395238095238,20.978730158730155,20.978730158730155,1.3985366887096529,10.44633965669371,True,5,5,5,5
260216-group_mean,PMBTA-1,GOX,1.2039697991505154,1.2039697991505154,1.2039697991505154,1.2026520610158877,0.06166336106756935,0.06166336106756935,0.06166336106756935,0.017853300031407057,0.18562426280999605,0.18562426280999605,0.18562426280999605,0.1845291690704039,ETOH,ETOH,GOx with EtOH,19.151904761904756,10.719164036502798,1.3771434728196459,1.088372905896731,1.0,1.1015299853455078,1.1015299853455078,1.0,1.105,1.105,1.2881849126143652,26.374920634920628,20.978730158730155,20.978730158730155,1.2572219784210763,11.666447711192285,True,6,6,6,6
260216-group_mean,PMPC,GOX,1.1511382149206706,1.1511382149206706,1.1511382149206706,1.1476081327372503,0.04090810106276058,0.04090810106276058,0.04090810106276058,0.0476596285128303,0.14075120499842542,0.14075120499842542,0.14075120499842542,0.137679891835105,ETOH,ETOH,GOx with EtOH,19.151904761904756,10.719164036502798,1.1727790347845548,1.100324269616513,1.0,1.0431630437024986,1.0431630437024986,1.0,1.042972662174594,1.042972662174594,1.303889328462733,22.460952380952378,20.978730158730155,20.978730158730155,1.0706535720230619,11.794556339364535,True,7,7,7,7
260216-group_mean,PMBTA-2,GOX,1.127677528483647,1.127677528483647,1.127677528483647,1.1308208223414695,0.03275174143535583,0.03275174143535583,0.03275174143535583,0.03665001247802611,0.12016023320081612,0.12016023320081612,0.12016023320081612,0.12294376048229513,DMSO,PBS,GOx,20.978730158730155,9.060725540417737,1.3631796377283112,1.023367260037529,1.0,1.1005012570710246,1.1005012570710246,1.0,1.105,1.105,1.0249184708394015,28.597777777777768,20.978730158730155,20.978730158730155,1.3631796377283112,9.272449870249359,True,8,8,8,8
260216-group_mean,PMTAC,GOX,1.0739135331712049,1.0739135331712049,1.0739135331712049,1.0833959074479709,0.02469496634327953,0.02469496634327953,0.02469496634327953,0.09186842441639907,0.0713094836940589,0.0713094836940589,0.0713094836940589,0.08010046672665408,PBS,PBS,GOx,20.978730158730155,9.060725540417737,0.7546412019044922,1.9024189550070183,0.5723633943271614,1.0,0.5723633943271614,0.5694833436118566,1.0,0.5694833436118566,1.9052355346040908,15.831414141414143,20.978730158730155,20.978730158730155,0.7546412019044922,17.237296014206912,True,9,9,9,9
260216-group_mean,PMBTA-7,GOX,1.065386138253748,1.065386138253748,1.065386138253748,1.0641895084807134,0.02529326392147045,0.02529326392147045,0.02529326392147045,0.027710275634774528,0.06333730457863923,0.06333730457863923,0.06333730457863923,0.06221348453419802,DMSO,PBS,GOx,20.978730158730155,9.060725540417737,1.3084000423709576,0.9759266846482901,1.0,1.0904529806381718,1.0904529806381718,1.0,1.0904400148298352,1.0904400148298352,0.9771349103849515,27.448571428571423,20.978730158730155,20.978730158730155,1.3084000423709576,8.84260383716797,True,10,10,10,10
