run_id,polymer_id,native_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,native_activity_soft_penalty,fog,fog_native_constrained,fog_native_soft,log_fog_native_soft,solvent_group,solvent_control_polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,solvent_activity_down_penalty,solvent_activity_up_bonus,solvent_activity_balance_factor,abs_activity_down_penalty,abs_activity_up_bonus,abs_activity_balance_factor,objective_loglinear_main,objective_loglinear_main_exp,fog_activity_bonus_penalty,log_fog_activity_bonus_penalty,fog_solvent_balanced,log_fog_solvent_balanced,t50_min,rank_objective_loglinear_main
260216-group_mean,PMBTA-6,1.3541169323513318,1.3541169323513318,0.6999999999999998,1,1.0,1.3211920827366024,1.3211920827366024,1.3211920827366024,0.27853442203743445,PBS,GOx,1.3536461722379434,1.3194422240858925,1.0,1.105,1.105,1.0,1.0958998533417137,1.0958998533417137,0.5800109097689545,1.786057916122987,1.4473490810219383,0.36973366321378565,1.4579836576149112,0.37705442475472534,11.955103858880628,1.0
260216-group_mean,PMBTA-4,1.3524973009702836,1.3524973009702836,0.6999999999999998,1,1.0,1.3232514516975826,1.3232514516975826,1.3232514516975826,0.2800919288251353,PBS,GOx,1.3520572613228816,1.3208183337312487,1.0,1.105,1.105,1.0,1.0965231510580347,1.0965231510580347,0.5798788240785673,1.7858220190097238,1.4501784589331175,0.37168662398564895,1.4595042587730298,0.37809682927490756,11.967572410690723,2.0
260216-group_mean,PMBTA-11,1.398228798813771,1.398228798813771,0.6999999999999998,1,1.0,1.1527582161353143,1.1527582161353143,1.1527582161353143,0.1421575195009342,PBS,GOx,1.3985366887096529,1.152925293906661,1.0,1.105,1.105,1.0,1.1030591132253835,1.1030591132253835,0.47772891403732154,1.612408322869825,1.2715466813837135,0.24023401883860032,1.2739824497668604,0.24214778136188364,10.44633965669371,3.0
260216-group_mean,PMBTA-1,1.2572187893906193,1.2572187893906193,0.6999999999999998,1,1.0,1.2881849126143652,1.2881849126143652,1.2881849126143652,0.2532341830719767,ETOH,GOx with EtOH,1.3771434728196459,1.088372905896731,1.0,1.105,1.105,1.0,1.1015299853455078,1.1015299853455078,0.40469524073593643,1.498845643349434,1.2039697991505154,0.18562426280999605,1.2026520610158877,0.1845291690704039,11.666447711192285,4.0
260216-group_mean,PMBTA-3,1.2095203416323692,1.2095203416323692,0.6999999999999998,1,1.0,1.2350568590629247,1.2350568590629247,1.2350568590629247,0.21111700874720937,PBS,GOx,1.2094789885447088,1.233896890725547,1.0,1.055817645990648,1.055817645990648,1.0,1.0558321195713294,1.0558321195713294,0.4003670439430629,1.4923723633631956,1.3039728346219863,0.26541563094236237,1.302770110561027,0.2644928516951587,11.180001072038998,5.0
260216-group_mean,PMTAC,0.7548871485922609,0.7548871485922609,0.6999999999999998,1,0.5698546071097542,1.9052355346040908,1.9052355346040908,1.0857072470233566,0.08223161521115423,PBS,GOx,0.7546412019044922,1.9024189550070183,0.5694833436118566,1.0,0.5694833436118566,0.5723633943271614,1.0,0.5723633943271614,0.3616133386825557,1.4356437267323845,1.0739135331712049,0.0713094836940589,1.0833959074479709,0.08010046672665408,17.237296014206912,6.0
260216-group_mean,PMBTA-2,1.3634965832930128,1.3634965832930128,0.6999999999999998,1,1.0,1.0249184708394015,1.0249184708394015,1.0249184708394015,0.024613068782360307,PBS,GOx,1.3631796377283112,1.023367260037529,1.0,1.105,1.105,1.0,1.1005012570710246,1.1005012570710246,0.33291836538148567,1.3950334108009732,1.127677528483647,0.12016023320081612,1.1308208223414695,0.12294376048229513,9.272449870249359,7.0
260216-group_mean,PMBTA-5,1.0410056239700725,1.0410056239700725,0.6999999999999998,1,1.0,1.318750509676657,1.318750509676657,1.318750509676657,0.27668470472683365,PBS,GOx,1.0407366493651924,1.315832759071344,1.0,1.0,1.0,0.9949906786326764,1.003565251440018,0.9985559300726944,0.3143985211675947,1.369435376800867,1.3160212098586004,0.2746129496870795,1.315832759071344,0.27446974205489066,11.922399487036065,8.0
260216-group_mean,PMBTA-10,0.7959705348898005,0.7959705348898005,0.6999999999999998,1,0.6335690924127552,1.6891457862974002,1.6891457862974002,1.0701905627772734,0.06783672867012194,PBS,GOx,0.7957497259133082,1.6861056001702266,0.6332176262911051,1.0,0.6332176262911051,0.6381496933175123,1.0,0.6381496933175123,0.29395093391299987,1.3417180691963517,1.062304794092513,0.06044088173021241,1.0676717858159301,0.06548037665481315,15.27734007530375,9.0
260216-group_mean,PMBTA-9,1.3693083537120858,1.3693083537120858,0.6999999999999998,1,1.0,0.9512910351083553,0.9512910351083553,0.9512910351083553,-0.04993523264640684,PBS,GOx,1.369527715146104,0.950760240719792,1.0,1.105,1.105,1.0,1.1037688683560514,1.1037688683560514,0.2639725859054813,1.3020925001247365,1.0500310378952726,0.048819723632806414,1.0505900659953702,0.04935197393940329,8.614577595903535,10.0
260216-group_mean,PMBTA-7,1.3084370875376337,1.3084370875376337,0.6999999999999998,1,1.0,0.9771349103849515,0.9771349103849515,0.9771349103849515,-0.02313055010090384,PBS,GOx,1.3084000423709576,0.9759266846482901,1.0,1.0904400148298352,1.0904400148298352,1.0,1.0904529806381718,1.0904529806381718,0.2444372354871022,1.276902515544771,1.065386138253748,0.06333730457863923,1.0641895084807134,0.06221348453419802,8.84260383716797,11.0
