polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,fog_vs_solvent_control_sem,profile_id,profile_label,penalty_exponent,bonus_coef,bonus_deadband,bonus_max_delta,score,rank,rank_default,rank_delta_vs_default
PMBTA-4,1.3256484475701589,1.3680629854479887,0.048720015960774354,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.500049538788916,1,1,0.0
PMBTA-6,1.3286560683837998,1.3549808807557788,0.02583387852387642,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.487131656494097,2,2,0.0
PMBTA-5,1.029556093258859,1.3702492555944217,0.0719966556654924,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.3702492555944217,3,3,0.0
PMBTA-3,1.2065308337667626,1.2640609830044904,0.021956829482821627,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.3333135648650947,4,4,0.0
PMBTA-11,1.4307568802152821,1.1492195157232847,0.0005991826866620364,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.2698875648742296,5,5,0.0
PMBTA-1,1.3667213539418013,1.0804194514579775,0.011034492219293646,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.193863493861065,6,6,0.0
PMBTA-2,1.3402116641414714,1.0545233013080426,0.024912748811340646,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.1616355380600405,7,7,0.0
PMPC,1.157487016911937,1.1167706367529247,0.02685136137649513,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.1587840572647203,8,8,0.0
PMTAC,0.7660582898705061,1.8781616111595179,0.3152787944123676,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.102190320684124,9,9,0.0
PMBTA-7,1.2997896926799484,1.00151529922656,0.011641629377689087,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.089074168809384,10,10,0.0
PMBTA-9,1.3843988150426267,0.9616112461989154,0.007428219499793831,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0625804270498014,11,11,0.0
PMBTA-8,1.3098753985662923,0.9660081716538362,0.007494880165524576,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.053872787173229,12,12,0.0
PMBTA-10,0.7504863393016082,1.7755232990115515,0.11842002607063962,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0000275357931185,13,13,0.0
PMBTA-5,1.029556093258859,1.3702492555944217,0.0719966556654924,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.3702492555944217,1,3,-2.0
PMBTA-4,1.3256484475701589,1.3680629854479887,0.048720015960774354,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.3680629854479887,2,1,1.0
PMBTA-6,1.3286560683837998,1.3549808807557788,0.02583387852387642,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.3549808807557788,3,2,1.0
PMBTA-3,1.2065308337667626,1.2640609830044904,0.021956829482821627,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.2640609830044904,4,4,0.0
PMBTA-11,1.4307568802152821,1.1492195157232847,0.0005991826866620364,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.1492195157232847,5,5,0.0
PMPC,1.157487016911937,1.1167706367529247,0.02685136137649513,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.1167706367529247,6,8,-2.0
PMTAC,0.7660582898705061,1.8781616111595179,0.3152787944123676,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.102190320684124,7,9,-2.0
PMBTA-1,1.3667213539418013,1.0804194514579775,0.011034492219293646,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.0804194514579775,8,6,2.0
PMBTA-2,1.3402116641414714,1.0545233013080426,0.024912748811340646,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.0545233013080426,9,7,2.0
