run_id,polymer_id,reference_polymer_id,t50_min,t50_sem_min,t50_activity_adjusted_min,t50_activity_adjusted_sem_min,t50_censored,t50_definition,t50_target_rea_percent,rea_at_20_percent,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,activity_weight,use_for_bo,rank_t50
260216-group_mean,PMTAC,GOX,16.469460325225718,1.5125186361018037,12.573649591076792,1.1547360359579255,0,rea50,50.0,44.251487720842725,16.016262626262627,20.978730158730155,20.978730158730155,0.7634524351607416,0.7634524351607416,True,1
260216-group_mean,PMBTA-10,GOX,15.274897757808107,0.8341943674839242,12.154995704129608,0.6638099392837581,0,rea50,50.0,38.86024253855812,16.693818773818773,20.978730158730155,20.978730158730155,0.7957497259133082,0.7957497259133082,True,2
260216-group_mean,PMBTA-4,GOX,11.967572410690723,0.2234908518757257,11.967572410690723,0.2234908518757257,0,rea50,50.0,25.325234097540143,28.364444444444434,20.978730158730155,20.978730158730155,1.3520572613228816,1.0,True,3
260216-group_mean,PMBTA-6,GOX,11.955103858880628,0.06816316709742568,11.955103858880628,0.06816316709742568,0,rea50,50.0,22.532164834397918,28.397777777777776,20.978730158730155,20.978730158730155,1.3536461722379434,1.0,True,4
260216-group_mean,PMBTA-5,GOX,11.922807496247065,0.3567621255107215,11.922807496247065,0.3567621255107215,0,rea50,50.0,31.08283912348465,21.833333333333332,20.978730158730155,20.978730158730155,1.0407366493651924,1.0,True,5
260216-group_mean,PMPC,GOX,11.796920129745486,0.1416283367003047,11.796920129745486,0.1416283367003047,0,rea50,50.0,25.946409009569376,22.460952380952378,20.978730158730155,20.978730158730155,1.0706535720230619,1.0,True,6
260216-group_mean,PMBTA-1,GOX,11.666397204992554,0.18400280144888967,11.666397204992554,0.18400280144888967,0,rea50,50.0,19.915308616146827,26.374920634920628,20.978730158730155,20.978730158730155,1.2572219784210763,1.0,True,7
260216-group_mean,PMBTA-3,GOX,11.17984801844991,0.18455672070738474,11.17984801844991,0.18455672070738474,0,rea50,50.0,18.515302199697697,25.373333333333324,20.978730158730155,20.978730158730155,1.2094789885447088,1.0,True,8
260216-group_mean,PMBTA-11,GOX,10.44633965669371,0.2808235633904507,10.44633965669371,0.2808235633904507,0,rea50,50.0,21.495453882009695,29.3395238095238,20.978730158730155,20.978730158730155,1.3985366887096529,1.0,True,9
260216-group_mean,GOx with EtOH,GOX,10.719164036502798,0.4565788411302071,9.785740471470106,0.4168200084306659,0,rea50,50.0,20.633832429027482,19.151904761904756,20.978730158730155,20.978730158730155,0.9129201156121846,0.9129201156121846,False,10
260216-group_mean,PMBTA-2,GOX,9.272415452788813,0.09231032731897745,9.272415452788813,0.09231032731897745,0,rea50,50.0,14.332848854720643,28.597777777777768,20.978730158730155,20.978730158730155,1.3631796377283112,1.0,True,11
260216-group_mean,GOx,GOX,9.060704330652046,0.21540382762895127,9.060704330652046,0.21540382762895127,0,rea50,50.0,18.386182279637623,20.978730158730155,20.978730158730155,20.978730158730155,1.0,1.0,True,12
260216-group_mean,GOx with DMSO,GOX,9.012332642422841,0.09960159649804744,9.012332642422841,0.09960159649804744,0,rea50,50.0,19.3453828815869,21.9031746031746,20.978730158730155,20.978730158730155,1.0440657960443687,1.0,False,13
260216-group_mean,PMBTA-7,GOX,8.84260383716797,0.023908110685026927,8.84260383716797,0.023908110685026927,0,rea50,50.0,15.166093272641938,27.448571428571423,20.978730158730155,20.978730158730155,1.3084000423709576,1.0,True,14
260216-group_mean,PMBTA-9,GOX,8.614577595903535,0.102845215727623,8.614577595903535,0.102845215727623,0,rea50,50.0,14.65731485965089,28.730952380952374,20.978730158730155,20.978730158730155,1.369527715146104,1.0,True,15
260216-group_mean,PMBTA-8,GOX,8.557630142866246,0.01764553548661515,8.557630142866246,0.01764553548661515,0,rea50,50.0,14.127064077393035,27.296507936507936,20.978730158730155,20.978730158730155,1.301151582101297,1.0,True,16
