run_id,polymer_id,reference_polymer_id,fog,fog_sem,fog_activity_adjusted,fog_activity_adjusted_sem,log_fog,fog_missing_reason,t50_min,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,activity_weight,t50_censored,use_for_bo,rank_fog
260216-group_mean,PMTAC,GOX,1.9052355346040908,0.16131889623625925,1.437769233744779,0.12173788574563675,0.6446056411479644,,17.237296014206912,15.831414141414143,20.978730158730155,20.978730158730155,0.7546412019044922,0.7546412019044922,0,True,1
260216-group_mean,PMBTA-10,GOX,1.6891457862974002,0.10912742189127746,1.3441372964737757,0.08683811605960998,0.5242229492560827,,15.27734007530375,16.693818773818773,20.978730158730155,20.978730158730155,0.7957497259133082,0.7957497259133082,0,True,2
260216-group_mean,PMBTA-4,GOX,1.3232514516975826,0.053364697602522625,1.3232514516975826,0.053364697602522625,0.2800919288251353,,11.967572410690723,28.364444444444434,20.978730158730155,20.978730158730155,1.3520572613228816,1.0,0,True,3
260216-group_mean,PMBTA-6,GOX,1.3211920827366024,0.037193755207408565,1.3211920827366024,0.037193755207408565,0.27853442203743445,,11.955103858880628,28.397777777777776,20.978730158730155,20.978730158730155,1.3536461722379434,1.0,0,True,4
260216-group_mean,PMBTA-5,GOX,1.318750509676657,0.066763525914397,1.318750509676657,0.066763525914397,0.27668470472683365,,11.922399487036065,21.833333333333332,20.978730158730155,20.978730158730155,1.0407366493651924,1.0,0,True,5
260216-group_mean,PMPC,GOX,1.303889328462733,0.04569595181283099,1.303889328462733,0.04569595181283099,0.2653515890919427,,11.794556339364535,22.460952380952378,20.978730158730155,20.978730158730155,1.0706535720230619,1.0,0,True,6
260216-group_mean,PMBTA-1,GOX,1.2881849126143652,0.016156832607608196,1.2881849126143652,0.016156832607608196,0.2532341830719767,,11.666447711192285,26.374920634920628,20.978730158730155,20.978730158730155,1.2572219784210763,1.0,0,True,7
260216-group_mean,PMBTA-3,GOX,1.2350568590629247,0.031452348096896725,1.2350568590629247,0.031452348096896725,0.21111700874720937,,11.180001072038998,25.373333333333324,20.978730158730155,20.978730158730155,1.2094789885447088,1.0,0,True,8
260216-group_mean,PMBTA-11,GOX,1.1527582161353143,0.003565442712141532,1.1527582161353143,0.003565442712141532,0.1421575195009342,,10.44633965669371,29.3395238095238,20.978730158730155,20.978730158730155,1.3985366887096529,1.0,0,True,9
260216-group_mean,GOx with EtOH,GOX,1.1848105886030404,0.06326421597638453,1.081637419526028,0.05775517536327517,0.16958292096986974,,10.719164036502798,19.151904761904756,20.978730158730155,20.978730158730155,0.9129201156121846,0.9129201156121846,0,False,10
260216-group_mean,PMBTA-2,GOX,1.0249184708394015,0.03316743210681096,1.0249184708394015,0.03316743210681096,0.024613068782360307,,9.272449870249359,28.597777777777768,20.978730158730155,20.978730158730155,1.3631796377283112,1.0,0,True,11
260216-group_mean,GOx,GOX,1.0,0.0,1.0,0.0,0.0,,9.060725540417737,20.978730158730155,20.978730158730155,20.978730158730155,1.0,1.0,0,True,12
260216-group_mean,GOx with DMSO,GOX,0.9953215617216511,0.01680703020241415,0.9953215617216511,0.01680703020241415,-0.004689416424479826,,9.011842658410039,21.9031746031746,20.978730158730155,20.978730158730155,1.0440657960443687,1.0,0,False,13
260216-group_mean,PMBTA-7,GOX,0.9771349103849515,0.02541201281860402,0.9771349103849515,0.02541201281860402,-0.02313055010090384,,8.84260383716797,27.448571428571423,20.978730158730155,20.978730158730155,1.3084000423709576,1.0,0,True,14
260216-group_mean,PMBTA-9,GOX,0.9512910351083553,0.01124939729972231,0.9512910351083553,0.01124939729972231,-0.04993523264640684,,8.614577595903535,28.730952380952374,20.978730158730155,20.978730158730155,1.369527715146104,1.0,0,True,15
260216-group_mean,PMBTA-8,GOX,0.9455101177667182,0.02102995612962616,0.9455101177667182,0.02102995612962616,-0.05603068997132063,,8.557964630273533,27.296507936507936,20.978730158730155,20.978730158730155,1.301151582101297,1.0,0,True,16
