polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,fog_vs_solvent_control_sem,profile_id,profile_label,penalty_exponent,bonus_coef,bonus_deadband,bonus_max_delta,score,rank,rank_default,rank_delta_vs_default
PMBTA-4,1.3520572613228816,1.3208183337312487,0.053364697602522625,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.4595042587730298,1,1,0.0
PMBTA-6,1.3536461722379434,1.3194422240858925,0.037193755207408565,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.4579836576149112,2,2,0.0
PMBTA-5,1.0407366493651924,1.315832759071344,0.066763525914397,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.315832759071344,3,3,0.0
PMBTA-3,1.2094789885447088,1.233896890725547,0.031452348096896725,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.302770110561027,4,4,0.0
PMBTA-11,1.3985366887096529,1.152925293906661,0.003565442712141532,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.2739824497668604,5,5,0.0
PMBTA-1,1.3771434728196459,1.088372905896731,0.016156832607608196,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.2026520610158877,6,6,0.0
PMPC,1.1727790347845548,1.100324269616513,0.04569595181283099,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.1476081327372503,7,7,0.0
PMBTA-2,1.3631796377283112,1.023367260037529,0.03316743210681096,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.1308208223414695,8,8,0.0
PMTAC,0.7546412019044922,1.9024189550070183,0.16131889623625925,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0833959074479709,9,9,0.0
PMBTA-10,0.7957497259133082,1.6861056001702266,0.10912742189127746,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0676717858159301,10,10,0.0
