run_id,polymer_id,reference_polymer_id,functional_activity_at_20_rel,functional_activity_at_20_rel_sem,abs_activity_at_20,gox_abs_activity_at_20_ref,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,use_for_bo,rank_functional
260216-group_mean,PMTAC,GOX,1.9836352315482069,0.1728599945153001,7.356341991341992,3.7223376623376607,16.131363636363638,21.057619047619042,21.057619047619042,0.7660582898705061,True,1
260216-group_mean,PMBTA-4,GOX,1.9414241934596792,0.07786591125108955,7.214285714285712,3.7223376623376607,27.914999999999992,21.057619047619042,21.057619047619042,1.3256484475701589,True,2
260216-group_mean,PMBTA-5,GOX,1.8355948122612347,0.11336577340642771,6.814722222222223,3.7223376623376607,21.679999999999996,21.057619047619042,21.057619047619042,1.029556093258859,True,3
260216-group_mean,PMBTA-11,GOX,1.711121751490196,0.10212379647996904,6.353174603174604,3.7223376623376607,30.128333333333323,21.057619047619042,21.057619047619042,1.4307568802152821,True,4
260216-group_mean,PMBTA-10,GOX,1.6828998589649447,0.09018631484035654,6.25001665001665,3.7223376623376607,15.803455433455433,21.057619047619042,21.057619047619042,0.7504863393016082,True,5
260216-group_mean,PMBTA-6,GOX,1.6664465685622072,0.0019583394132552945,6.203387445887449,3.7223376623376607,27.97833333333333,21.057619047619042,21.057619047619042,1.3286560683837998,True,6
260216-group_mean,PMPC,GOX,1.5897087704231305,0.07388054956423462,5.905714285714282,3.7223376623376607,22.341428571428565,21.057619047619042,21.057619047619042,1.060966509124624,True,7
260216-group_mean,PMBTA-1,GOX,1.4465368397994633,0.021765818687245805,5.387950937950938,3.7223376623376607,26.379999999999995,21.057619047619042,21.057619047619042,1.2527532167974493,True,8
260216-group_mean,PMBTA-3,GOX,1.263912243019207,0.02831826644363422,4.700216450216452,3.7223376623376607,25.406666666666663,21.057619047619042,21.057619047619042,1.2065308337667626,True,9
260216-group_mean,PMBTA-9,GOX,1.1296041054516481,0.06049088738137365,4.195173160173161,3.7223376623376607,29.15214285714285,21.057619047619042,21.057619047619042,1.3843988150426267,True,10
260216-group_mean,GOx with DMSO,GOX,1.1233693164381253,0.12732916027526892,4.161363636363637,3.7223376623376607,21.941428571428567,21.057619047619042,21.057619047619042,1.0419710092489993,False,11
260216-group_mean,PMBTA-2,GOX,1.0988578551600048,0.05496493826095205,4.081601731601732,3.7223376623376607,28.221666666666664,21.057619047619042,21.057619047619042,1.3402116641414714,True,12
260216-group_mean,PMBTA-7,GOX,1.0867738098565876,0.0010008694518349737,4.0454978354978355,3.7223376623376607,27.370476190476182,21.057619047619042,21.057619047619042,1.2997896926799484,True,13
260216-group_mean,GOx with EtOH,GOX,1.076601301030127,0.11957954977524614,3.988506493506492,3.7223376623376607,19.301666666666662,21.057619047619042,21.057619047619042,0.9166120169150405,False,14
260216-group_mean,PMBTA-8,GOX,1.0126178334737754,0.07422407998799668,3.757532467532468,3.7223376623376607,27.58285714285714,21.057619047619042,21.057619047619042,1.3098753985662923,True,15
260216-group_mean,GOx,GOX,1.0,0.0,3.7223376623376607,3.7223376623376607,21.057619047619042,21.057619047619042,21.057619047619042,1.0,True,16
