run_id,polymer_id,reference_polymer_id,objective_loglinear_main,objective_loglinear_main_exp,abs0_vs_solvent_control,fog_vs_solvent_control,fog_sem,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,solvent_group,solvent_control_polymer_id,use_for_bo,rank_objective_loglinear_main
260216-group_mean,PMBTA-6,GOX,0.580013250617976,1.7860620970198058,1.3536461722379434,1.3194453127045467,0.03719505437940398,1.321195285284462,28.397777777777776,20.978730158730155,20.978730158730155,1.3536461722379434,11.955103858880628,PBS,GOx,True,1
260216-group_mean,PMBTA-4,GOX,0.579881164927589,1.7858261993543427,1.3520572613228816,1.3208214255711717,0.05336630027515095,1.3232547065797642,28.364444444444434,20.978730158730155,20.978730158730155,1.3520572613228816,11.967572410690723,PBS,GOx,True,2
260216-group_mean,PMBTA-11,GOX,0.4777312548863432,1.6124120972786877,1.3985366887096529,1.152927992733866,0.0035649376491134737,1.1527609494416085,29.3395238095238,20.978730158730155,20.978730158730155,1.3985366887096529,10.44633965669371,PBS,GOx,True,3
260216-group_mean,PMBTA-1,GOX,0.40469091154248304,1.4988391545707327,1.3771434728196459,1.0883681941300711,0.016161315803231362,1.2881826299337875,26.374920634920628,20.978730158730155,20.978730158730155,1.2572219784210763,11.666397204992554,ETOH,GOx with EtOH,True,4
260216-group_mean,PMBTA-3,GOX,0.4003556947543324,1.492355426243699,1.2094789885447088,1.2338828870763254,0.031442169932747864,1.2350428041162347,25.373333333333324,20.978730158730155,20.978730158730155,1.2094789885447088,11.17984801844991,PBS,GOx,True,5
260216-group_mean,PMBTA-2,GOX,0.332916994425655,1.3950314982730956,1.3631796377283112,1.0233658570471786,0.033165256375759476,1.0249170344612433,28.597777777777768,20.978730158730155,20.978730158730155,1.3631796377283112,9.272415452788813,PBS,GOx,True,6
260216-group_mean,PMBTA-5,GOX,0.31443508350283167,1.3694854474715434,1.0407366493651924,1.315880869869313,0.06676928231264873,1.3187995975911007,21.833333333333332,20.978730158730155,20.978730158730155,1.0407366493651924,11.922807496247065,PBS,GOx,True,7
260216-group_mean,PMTAC,GOX,0.3276564641123941,1.3877121614641565,0.7634524351607416,1.817679920258529,0.19134982087076557,1.8226746845801223,16.016262626262627,20.978730158730155,20.978730158730155,0.7634524351607416,16.469460325225718,PBS,GOx,True,8
260216-group_mean,PMBTA-10,GOX,0.29379339662057824,1.3415067152130418,0.7957497259133082,1.6858399965810233,0.10932726602441961,1.6888919030998109,16.693818773818773,20.978730158730155,20.978730158730155,0.7957497259133082,15.274897757808107,PBS,GOx,True,9
260216-group_mean,PMBTA-9,GOX,0.26397492675450274,1.302095548130259,1.369527715146104,0.9507624663085761,0.011250254082636283,0.9512933127366351,28.730952380952374,20.978730158730155,20.978730158730155,1.369527715146104,8.614577595903535,PBS,GOx,True,10
260216-group_mean,PMBTA-7,GOX,0.2444395763361238,1.2769055045842737,1.3084000423709576,0.9759289691479889,0.025412764889175387,0.9771372652416607,27.448571428571423,20.978730158730155,20.978730158730155,1.3084000423709576,8.84260383716797,PBS,GOx,True,11
260216-group_mean,PMPC,GOX,0.255181496301027,1.29069585613947,1.1727790347845548,1.100544789647077,0.04584343276422543,1.304160304135446,22.460952380952378,20.978730158730155,20.978730158730155,1.0706535720230619,11.796920129745486,ETOH,GOx with EtOH,True,12
260216-group_mean,PMBTA-8,GOX,0.20612614636587295,1.2289082165234788,1.301151582101297,0.9444773640737931,0.021063941845873218,0.9454770367786361,27.296507936507936,20.978730158730155,20.978730158730155,1.301151582101297,8.557630142866246,PBS,GOx,True,13
260216-group_mean,GOx with DMSO,GOX,0.03776958572554235,1.0384919219465036,1.0440657960443687,0.9946613765923732,0.016804966327701454,0.9953786497880853,21.9031746031746,20.978730158730155,20.978730158730155,1.0440657960443687,9.012332642422841,PBS,GOx,False,14
260216-group_mean,GOx,GOX,0.0,1.0,1.0,1.0,0.0,1.0,20.978730158730155,20.978730158730155,20.978730158730155,1.0,9.060704330652046,PBS,GOx,True,15
260216-group_mean,GOx with EtOH,GOX,0.0,1.0,1.0,1.0,0.06326627768419342,1.1848135968912152,19.151904761904756,20.978730158730155,20.978730158730155,0.9129201156121846,10.719164036502798,ETOH,GOx with EtOH,False,16
