polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,fog_vs_solvent_control_sem,profile_id,profile_label,penalty_exponent,bonus_coef,bonus_deadband,bonus_max_delta,score,rank,rank_default,rank_delta_vs_default
PMPC,1.0103166133048735,1.2745919675467985,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.2745919675467985,1,1,0.0
PMBTA-11,0.8562668883807939,1.4200862513785226,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,1.0411972763806092,2,2,0.0
PMBTA-4,1.047911037206402,0.9760757901125346,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.9760757901125346,3,3,0.0
PMBTA-9,1.0289960507171065,0.9648557921995714,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.9648557921995714,4,4,0.0
PMBTA-6,1.074516732488048,0.9175763898234606,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.9254499810337883,5,5,0.0
PMBTA-1,1.1102810387762363,0.8939367047665643,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.9127973063738012,6,6,0.0
PMBTA-5,0.9503221783413013,0.9867359997428914,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.8911333616286835,7,7,0.0
PMBTA-2,0.9912700062357098,0.8959914759197377,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.8804157619356685,8,8,0.0
PMBTA-7,1.0153814175847018,0.8148454412149997,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.8148454412149997,9,9,0.0
PMBTA-8,1.0838702972355017,0.7862621245591332,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.7955829507114756,10,10,0.0
PMBTA-3,0.8032633548118894,1.1206981042077675,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.7231102984318717,11,11,0.0
PMBTA-10,0.7499480357514029,0.9718831422208448,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.5466085153577703,12,12,0.0
PMTAC,0.41456537642361807,1.6235119573745567,,default,"Default (exp=2.0, bonus=0.35)",2.0,0.35,0.05,0.3,0.2790239917806649,13,13,0.0
PMPC,1.0103166133048735,1.2745919675467985,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.2745919675467985,1,1,0.0
PMBTA-11,0.8562668883807939,1.4200862513785226,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,1.0411972763806092,2,2,0.0
PMBTA-4,1.047911037206402,0.9760757901125346,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.9760757901125346,3,3,0.0
PMBTA-9,1.0289960507171065,0.9648557921995714,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.9648557921995714,4,4,0.0
PMBTA-6,1.074516732488048,0.9175763898234606,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.9175763898234606,5,5,0.0
PMBTA-1,1.1102810387762363,0.8939367047665643,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.8939367047665643,6,6,0.0
PMBTA-5,0.9503221783413013,0.9867359997428914,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.8911333616286835,7,7,0.0
PMBTA-2,0.9912700062357098,0.8959914759197377,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.8804157619356685,8,8,0.0
PMBTA-7,1.0153814175847018,0.8148454412149997,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.8148454412149997,9,9,0.0
PMBTA-8,1.0838702972355017,0.7862621245591332,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.7862621245591332,10,10,0.0
PMBTA-3,0.8032633548118894,1.1206981042077675,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.7231102984318717,11,11,0.0
PMBTA-10,0.7499480357514029,0.9718831422208448,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.5466085153577703,12,12,0.0
PMTAC,0.41456537642361807,1.6235119573745567,,penalty_only,"Penalty-only (exp=2.0, bonus=0.00)",2.0,0.0,0.05,0.3,0.2790239917806649,13,13,0.0
PMPC,1.0103166133048735,1.2745919675467985,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.2745919675467985,1,1,0.0
PMBTA-11,0.8562668883807939,1.4200862513785226,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.1251966959975883,2,2,0.0
PMBTA-4,1.047911037206402,0.9760757901125346,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.9760757901125346,3,3,0.0
PMBTA-9,1.0289960507171065,0.9648557921995714,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.9648557921995714,4,4,0.0
PMBTA-6,1.074516732488048,0.9175763898234606,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.9254499810337883,5,5,0.0
PMBTA-5,0.9503221783413013,0.9867359997428914,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.9141285444558227,6,7,-1.0
PMBTA-1,1.1102810387762363,0.8939367047665643,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.9127973063738012,7,6,1.0
PMBTA-2,0.9912700062357098,0.8959914759197377,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.8842841205585228,8,8,0.0
PMBTA-7,1.0153814175847018,0.8148454412149997,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.8148454412149997,9,9,0.0
PMBTA-3,0.8032633548118894,1.1206981042077675,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.8068179826697709,10,11,-1.0
PMBTA-8,1.0838702972355017,0.7862621245591332,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.7955829507114756,11,10,1.0
PMBTA-10,0.7499480357514029,0.9718831422208448,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.6311910135895631,12,12,0.0
PMTAC,0.41456537642361807,1.6235119573745567,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.4333562191464957,13,13,0.0
PMPC,1.0103166133048735,1.2745919675467985,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.2745919675467985,1,1,0.0
PMBTA-4,1.047911037206402,0.9760757901125346,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9760757901125346,2,3,-1.0
PMBTA-9,1.0289960507171065,0.9648557921995714,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9648557921995714,3,4,-1.0
PMBTA-11,0.8562668883807939,1.4200862513785226,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.963468673698205,4,2,2.0
PMBTA-6,1.074516732488048,0.9175763898234606,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9254499810337883,5,5,0.0
PMBTA-1,1.1102810387762363,0.8939367047665643,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9127973063738012,6,6,0.0
PMBTA-2,0.9912700062357098,0.8959914759197377,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.876564325700186,7,8,-1.0
PMBTA-5,0.9503221783413013,0.9867359997428914,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.8687166296512204,8,7,1.0
PMBTA-7,1.0153814175847018,0.8148454412149997,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.8148454412149997,9,9,0.0
PMBTA-8,1.0838702972355017,0.7862621245591332,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.7955829507114756,10,10,0.0
PMBTA-3,0.8032633548118894,1.1206981042077675,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.6480873194818809,11,11,0.0
PMBTA-10,0.7499480357514029,0.9718831422208448,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.47336046082542993,12,12,0.0
PMTAC,0.41456537642361807,1.6235119573745567,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.17965448411598295,13,13,0.0
