run_id,polymer_id,reference_polymer_id,objective_loglinear_main,objective_loglinear_main_exp,abs0_vs_solvent_control,fog_vs_solvent_control,fog_sem,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,solvent_group,solvent_control_polymer_id,use_for_bo,rank_objective_loglinear_main
260211-1,PMPC,GOX,0.2528898621865444,1.2877414399974767,1.0103166133048735,1.2745919675467985,,1.213963594857101,28.399999999999995,32.07333333333333,32.07333333333333,0.8854707960922884,14.156198806913505,ETOH,GOx with EtOH,True,1
260211-1,PMBTA-11,GOX,0.1955444442321467,1.2159728357002335,0.8562668883807939,1.4200862513785226,,1.4200862513785226,27.463333333333328,32.07333333333333,32.07333333333333,0.8562668883807939,16.55982385521643,PBS,GOx,True,2
260211-1,PMBTA-4,GOX,0.022583652353697713,1.0228405936088845,1.047911037206402,0.9760757901125346,,0.9760757901125346,33.61,32.07333333333333,32.07333333333333,1.047911037206402,11.3821559344823,PBS,GOx,True,3
260211-1,GOx with DMSO,GOX,0.027771367962261234,1.0281605870969084,0.9689253793390146,1.0611349532389203,,1.0611349532389203,31.076666666666657,32.07333333333333,32.07333333333333,0.9689253793390146,12.374042700006386,PBS,GOx,True,4
260211-1,PMBTA-1,GOX,-0.0075071349882163685,0.9925209731684267,1.1102810387762363,0.8939367047665643,,0.8514149181261685,31.21,32.07333333333333,32.07333333333333,0.9730825192267721,9.9284681181768,ETOH,GOx with EtOH,True,5
260211-1,PMBTA-6,GOX,-0.014148434528755652,0.9859511842012842,1.074516732488048,0.9175763898234606,,0.9175763898234606,34.463333333333324,32.07333333333333,32.07333333333333,1.074516732488048,10.69998626803952,PBS,GOx,True,6
260211-1,PMBTA-9,GOX,-0.007193008082185395,0.9928327996848841,1.0289960507171065,0.9648557921995714,,0.9648557921995714,33.00333333333333,32.07333333333333,32.07333333333333,1.0289960507171065,11.25131797382026,PBS,GOx,True,7
260211-1,GOx,GOX,0.0,1.0,1.0,1.0,,1.0,32.07333333333333,32.07333333333333,32.07333333333333,1.0,11.661139483000616,PBS,GOx,True,8
260211-1,GOx with EtOH,GOX,0.0,1.0,1.0,1.0,,0.9524331125306018,28.11,32.07333333333333,32.07333333333333,0.8764290168364166,11.10645537344777,ETOH,GOx with EtOH,True,9
260211-1,PMBTA-5,GOX,-0.06430696957602727,0.9377171047234463,0.9503221783413013,0.9867359997428914,,0.9867359997428914,30.48,32.07333333333333,32.07333333333333,0.9503221783413013,11.506466125899916,PBS,GOx,True,10
260211-1,PMBTA-2,GOX,-0.11859270293612499,0.8881694759221013,0.9912700062357098,0.8959914759197377,,0.8959914759197377,31.79333333333333,32.07333333333333,32.07333333333333,0.9912700062357098,10.44828157627965,PBS,GOx,True,11
260211-1,PMBTA-3,GOX,-0.10512085669249079,0.9002157189172557,0.8032633548118894,1.1206981042077675,,1.1206981042077675,25.76333333333333,32.07333333333333,32.07333333333333,0.8032633548118894,13.068616911501136,PBS,GOx,True,12
260211-1,PMBTA-8,GOX,-0.15992680648163587,0.8522061626509247,1.0838702972355017,0.7862621245591332,,0.7862621245591332,34.76333333333332,32.07333333333333,32.07333333333333,1.0838702972355017,9.168712304684457,PBS,GOx,True,13
260211-1,PMBTA-7,GOX,-0.18949250362927386,0.8273789192133182,1.0153814175847018,0.8148454412149997,,0.8148454412149997,32.56666666666666,32.07333333333333,32.07333333333333,1.0153814175847018,9.50202634709529,PBS,GOx,True,14
260211-1,PMBTA-10,GOX,-0.31627106631875707,0.7288618534884239,0.7499480357514029,0.9718831422208448,,0.9718831422208448,24.053333333333327,32.07333333333333,32.07333333333333,0.7499480357514029,11.333264882614197,PBS,GOx,True,15
260211-1,PMTAC,GOX,-0.3959329155479339,0.6730518457372281,0.41456537642361807,1.6235119573745567,,1.6235119573745567,13.296493506493508,32.07333333333333,32.07333333333333,0.41456537642361807,18.931999387264057,PBS,GOx,True,16
